CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,PowerSearchQuery
सतिश साह तेली,Stish Sah Teli,महोत्तरी,mahottari,2,"(""सतिश साह तेली"" OR ""Stish Sah Teli"") since:2025-09-05"
सत्‍य नारायन साह,St Y Narayn Sah,महोत्तरी,mahottari,2,"(""सत्‍य नारायन साह"" OR ""St Y Narayn Sah"") since:2025-09-05"
अजय कुमार महतो,Ajay Kumar Mahato,महोत्तरी,mahottari,3,"(""अजय कुमार महतो"" OR ""Ajay Kumar Mahato"") since:2025-09-05"
अरविन्द ठाकुर,Arvind Thakur,महोत्तरी,mahottari,3,"(""अरविन्द ठाकुर"" OR ""Arvind Thakur"") since:2025-09-05"
उज्‍ज्‍वल कुमार झा,Uj J Vl Kumar Jha,महोत्तरी,mahottari,3,"(""उज्‍ज्‍वल कुमार झा"" OR ""Uj J Vl Kumar Jha"") since:2025-09-05"
कैलाश महत्तो,Kailash Mahtto,महोत्तरी,mahottari,3,"(""कैलाश महत्तो"" OR ""Kailash Mahtto"") since:2025-09-05"
घनश्याम झा,Ghanashyam Jha,महोत्तरी,mahottari,3,"(""घनश्याम झा"" OR ""Ghanashyam Jha"") since:2025-09-05"
धिरेन्द्र कुमार शर्मा,Dhirendr Kumar Sharma,महोत्तरी,mahottari,3,"(""धिरेन्द्र कुमार शर्मा"" OR ""Dhirendr Kumar Sharma"") since:2025-09-05"
नईम राईन,Nim Rain,महोत्तरी,mahottari,3,"(""नईम राईन"" OR ""Nim Rain"") since:2025-09-05"
नागेन्‍द्र ठाकुर,Nagen Dr Thakur,महोत्तरी,mahottari,3,"(""नागेन्‍द्र ठाकुर"" OR ""Nagen Dr Thakur"") since:2025-09-05"
पंकज कुमार पाण्डेय,Pankaj Kumar Pandey,महोत्तरी,mahottari,3,"(""पंकज कुमार पाण्डेय"" OR ""Pankaj Kumar Pandey"") since:2025-09-05"
पवन कुमार यादव,Pvn Kumar Yadav,महोत्तरी,mahottari,3,"(""पवन कुमार यादव"" OR ""Pvn Kumar Yadav"") since:2025-09-05"
बजरंग नेपाली,Bajrang Nepali,महोत्तरी,mahottari,3,"(""बजरंग नेपाली"" OR ""Bajrang Nepali"") since:2025-09-05"
बिजय कुमार मंडल,Vijay Kumar Mandal,महोत्तरी,mahottari,3,"(""बिजय कुमार मंडल"" OR ""Vijay Kumar Mandal"") since:2025-09-05"
बेचन प्रसाद मेहतरी,Bechn Prasad Mehtri,महोत्तरी,mahottari,3,"(""बेचन प्रसाद मेहतरी"" OR ""Bechn Prasad Mehtri"") since:2025-09-05"
बेचन मण्‍डल,Bechn Mandal,महोत्तरी,mahottari,3,"(""बेचन मण्‍डल"" OR ""Bechn Mandal"") since:2025-09-05"
मनोज कुमार सिंह,Manoj Kumar Singh,महोत्तरी,mahottari,3,"(""मनोज कुमार सिंह"" OR ""Manoj Kumar Singh"") since:2025-09-05"
मिनाक्षी ठाकुर,Minakshi Thakur,महोत्तरी,mahottari,3,"(""मिनाक्षी ठाकुर"" OR ""Minakshi Thakur"") since:2025-09-05"
मुकेश राय,Mukesh Ray,महोत्तरी,mahottari,3,"(""मुकेश राय"" OR ""Mukesh Ray"") since:2025-09-05"
मुस्ताक अहमद अंसारी,Mustak Ahmad Ansari,महोत्तरी,mahottari,3,"(""मुस्ताक अहमद अंसारी"" OR ""Mustak Ahmad Ansari"") since:2025-09-05"
मुहमद रिजवान,Muhmd Rijvan,महोत्तरी,mahottari,3,"(""मुहमद रिजवान"" OR ""Muhmd Rijvan"") since:2025-09-05"
मो.साविर नूरि,Mo Savir Nuri,महोत्तरी,mahottari,3,"(""मो.साविर नूरि"" OR ""Mo Savir Nuri"") since:2025-09-05"
मोहन चौधरी,Mohn Chaudhary,महोत्तरी,mahottari,3,"(""मोहन चौधरी"" OR ""Mohn Chaudhary"") since:2025-09-05"
मोहम्मद फिरोज असारी,Mohammad Firoj Asari,महोत्तरी,mahottari,3,"(""मोहम्मद फिरोज असारी"" OR ""Mohammad Firoj Asari"") since:2025-09-05"
रंजन कुमार झा,Ranjan Kumar Jha,महोत्तरी,mahottari,3,"(""रंजन कुमार झा"" OR ""Ranjan Kumar Jha"") since:2025-09-05"
रंजय कुमार मिश्र,Ranjay Kumar Mishra,महोत्तरी,mahottari,3,"(""रंजय कुमार मिश्र"" OR ""Ranjay Kumar Mishra"") since:2025-09-05"
रंजित कुमार साह,Rnjit Kumar Sah,महोत्तरी,mahottari,3,"(""रंजित कुमार साह"" OR ""Rnjit Kumar Sah"") since:2025-09-05"
रजनिश राज पण्डेय,Rjnish Raj Pndey,महोत्तरी,mahottari,3,"(""रजनिश राज पण्डेय"" OR ""Rjnish Raj Pndey"") since:2025-09-05"
रमण कुमार ठाकुर,Rmn Kumar Thakur,महोत्तरी,mahottari,3,"(""रमण कुमार ठाकुर"" OR ""Rmn Kumar Thakur"") since:2025-09-05"
राकेश कुमार साह,Rakesh Kumar Sah,महोत्तरी,mahottari,3,"(""राकेश कुमार साह"" OR ""Rakesh Kumar Sah"") since:2025-09-05"
राज किशोर यादव,Raj Kishor Yadav,महोत्तरी,mahottari,3,"(""राज किशोर यादव"" OR ""Raj Kishor Yadav"") since:2025-09-05"
राज नन्‍दन राय यादव,Raj Nn Dn Ray Yadav,महोत्तरी,mahottari,3,"(""राज नन्‍दन राय यादव"" OR ""Raj Nn Dn Ray Yadav"") since:2025-09-05"
राजकिशोर साह मेहत्तरी सुडी,Rajkishor Sah Mehatari Sudi,महोत्तरी,mahottari,3,"(""राजकिशोर साह मेहत्तरी सुडी"" OR ""Rajkishor Sah Mehatari Sudi"") since:2025-09-05"
राजेश्वर रा्य,Rajeshwar Ray,महोत्तरी,mahottari,3,"(""राजेश्वर रा्य"" OR ""Rajeshwar Ray"") since:2025-09-05"
राम आधार कापर,Ram Adhar Kapr,महोत्तरी,mahottari,3,"(""राम आधार कापर"" OR ""Ram Adhar Kapr"") since:2025-09-05"
रामचन्द्र पासमान,Ramchandra Paswan,महोत्तरी,mahottari,3,"(""रामचन्द्र पासमान"" OR ""Ramchandra Paswan"") since:2025-09-05"
ववि कुमारी,Vvi Kumari,महोत्तरी,mahottari,3,"(""ववि कुमारी"" OR ""Vvi Kumari"") since:2025-09-05"
विनय कुमार मिश्र,Viny Kumar Mishra,महोत्तरी,mahottari,3,"(""विनय कुमार मिश्र"" OR ""Viny Kumar Mishra"") since:2025-09-05"
शम्भु कापर,Shambhu Kapr,महोत्तरी,mahottari,3,"(""शम्भु कापर"" OR ""Shambhu Kapr"") since:2025-09-05"
श्‍याम किशोर सिंह,Shyam Kishor Singh,महोत्तरी,mahottari,3,"(""श्‍याम किशोर सिंह"" OR ""Shyam Kishor Singh"") since:2025-09-05"
सतिश कुमार शर्मा,Stish Kumar Sharma,महोत्तरी,mahottari,3,"(""सतिश कुमार शर्मा"" OR ""Stish Kumar Sharma"") since:2025-09-05"
सुरेश कुमार साह,Suresh Kumar Sah,महोत्तरी,mahottari,3,"(""सुरेश कुमार साह"" OR ""Suresh Kumar Sah"") since:2025-09-05"
हरि नारायण यादव,Hari Narayan Yadav,महोत्तरी,mahottari,3,"(""हरि नारायण यादव"" OR ""Hari Narayan Yadav"") since:2025-09-05"
अमर दंगाल,Amr Dngal,मकवानपुर,makwanpur,1,"(""अमर दंगाल"" OR ""Amr Dngal"") since:2025-09-05"
अमिक परियार,Amik Priyar,मकवानपुर,makwanpur,1,"(""अमिक परियार"" OR ""Amik Priyar"") since:2025-09-05"
ज्ञान सागर लामा,Jnyan Sagar Lama,मकवानपुर,makwanpur,1,"(""ज्ञान सागर लामा"" OR ""Jnyan Sagar Lama"") since:2025-09-05"
टिका प्रसाद चौलागाई,Tika Prasad Chaulagai,मकवानपुर,makwanpur,1,"(""टिका प्रसाद चौलागाई"" OR ""Tika Prasad Chaulagai"") since:2025-09-05"
तेज प्रसाद उप्रेती,Tej Prasad Upreti,मकवानपुर,makwanpur,1,"(""तेज प्रसाद उप्रेती"" OR ""Tej Prasad Upreti"") since:2025-09-05"
दिपक बहादुर सिंह,Deepak Bahadur Singh,मकवानपुर,makwanpur,1,"(""दिपक बहादुर सिंह"" OR ""Deepak Bahadur Singh"") since:2025-09-05"
दिपक सिन्तान,Deepak Sintan,मकवानपुर,makwanpur,1,"(""दिपक सिन्तान"" OR ""Deepak Sintan"") since:2025-09-05"
प्रकाश गौतम,Prakash Gautam,मकवानपुर,makwanpur,1,"(""प्रकाश गौतम"" OR ""Prakash Gautam"") since:2025-09-05"
प्रमिला कुमारी खतिवडा,Prmila Kumari Khatiwada,मकवानपुर,makwanpur,1,"(""प्रमिला कुमारी खतिवडा"" OR ""Prmila Kumari Khatiwada"") since:2025-09-05"
बिजय गौतम,Vijay Gautam,मकवानपुर,makwanpur,1,"(""बिजय गौतम"" OR ""Vijay Gautam"") since:2025-09-05"
मठु पुलामी मगर,Mthu Pulami Magar,मकवानपुर,makwanpur,1,"(""मठु पुलामी मगर"" OR ""Mthu Pulami Magar"") since:2025-09-05"
महालक्ष्मी उपाध्याय(डिना),Mahalakshmi Upadhyay Dina,मकवानपुर,makwanpur,1,"(""महालक्ष्मी उपाध्याय(डिना)"" OR ""Mahalakshmi Upadhyay Dina"") since:2025-09-05"
महेश नेपाली,Mhesh Nepali,मकवानपुर,makwanpur,1,"(""महेश नेपाली"" OR ""Mhesh Nepali"") since:2025-09-05"
युवराज लामा,Yuvraj Lama,मकवानपुर,makwanpur,1,"(""युवराज लामा"" OR ""Yuvraj Lama"") since:2025-09-05"
रंजना सुवाल मगजु,Ranjana Suval Magar Jyu,मकवानपुर,makwanpur,1,"(""रंजना सुवाल मगजु"" OR ""Ranjana Suval Magar Jyu"") since:2025-09-05"
राकेश कुमार शर्मा,Rakesh Kumar Sharma,मकवानपुर,makwanpur,1,"(""राकेश कुमार शर्मा"" OR ""Rakesh Kumar Sharma"") since:2025-09-05"
राज कुमार खड्का,Raj Kumar Khadka,मकवानपुर,makwanpur,1,"(""राज कुमार खड्का"" OR ""Raj Kumar Khadka"") since:2025-09-05"
राजाराम बोगटी,Rajaram Bogti,मकवानपुर,makwanpur,1,"(""राजाराम बोगटी"" OR ""Rajaram Bogti"") since:2025-09-05"
रामेश्‍वर राना मगर,Rameshwar Rana Magar,मकवानपुर,makwanpur,1,"(""रामेश्‍वर राना मगर"" OR ""Rameshwar Rana Magar"") since:2025-09-05"
रुपक लामा,Rupak Lama,मकवानपुर,makwanpur,1,"(""रुपक लामा"" OR ""Rupak Lama"") since:2025-09-05"
विद्या श्रेष्‍ठ (महर्जन),Vidya Shrestha Maharjan,मकवानपुर,makwanpur,1,"(""विद्या श्रेष्‍ठ (महर्जन)"" OR ""Vidya Shrestha Maharjan"") since:2025-09-05"
सुरेन्द्र लामा,Surendra Lama,मकवानपुर,makwanpur,1,"(""सुरेन्द्र लामा"" OR ""Surendra Lama"") since:2025-09-05"
सुशिला सुवेदी,Sushila Suvedi,मकवानपुर,makwanpur,1,"(""सुशिला सुवेदी"" OR ""Sushila Suvedi"") since:2025-09-05"
अलियास मिया,Aliyas Miya,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""अलियास मिया"" OR ""Aliyas Miya"") since:2025-09-05"
इन्द्र कुमार गुरुङ्ग,Indra Kumar Gurung,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""इन्द्र कुमार गुरुङ्ग"" OR ""Indra Kumar Gurung"") since:2025-09-05"
ओम बहादुर चौधरी थारु,Om Bahadur Chaudhary Tharu,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""ओम बहादुर चौधरी थारु"" OR ""Om Bahadur Chaudhary Tharu"") since:2025-09-05"
गंगा देवी थारु महतो,Ganga Devi Tharu Mahato,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""गंगा देवी थारु महतो"" OR ""Ganga Devi Tharu Mahato"") since:2025-09-05"
गणेश बहादुर चौधरी,Ganesh Bahadur Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""गणेश बहादुर चौधरी"" OR ""Ganesh Bahadur Chaudhary"") since:2025-09-05"
गोपिचन्द्र हरिजन,Gopichandra Hrijn,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""गोपिचन्द्र हरिजन"" OR ""Gopichandra Hrijn"") since:2025-09-05"
चिरंजीवी खराल,Chirnjivi Khral,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""चिरंजीवी खराल"" OR ""Chirnjivi Khral"") since:2025-09-05"
ढुण्डी राज पोख्रेल,Dhundi Raj Pokhrel,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""ढुण्डी राज पोख्रेल"" OR ""Dhundi Raj Pokhrel"") since:2025-09-05"
नवनित कुमार मिश्र,Nvnit Kumar Mishra,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""नवनित कुमार मिश्र"" OR ""Nvnit Kumar Mishra"") since:2025-09-05"
पुर्ण बहादुर विश्वकर्मा,Purna Bahadur Vishwakarma,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""पुर्ण बहादुर विश्वकर्मा"" OR ""Purna Bahadur Vishwakarma"") since:2025-09-05"
बिजय कंडेल,Vijay Kndel,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""बिजय कंडेल"" OR ""Vijay Kndel"") since:2025-09-05"
भरत लोनिया,Bharat Loniya,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""भरत लोनिया"" OR ""Bharat Loniya"") since:2025-09-05"
भिमसेन सुतप्राई मगर,Bhimsen Sutprai Magar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""भिमसेन सुतप्राई मगर"" OR ""Bhimsen Sutprai Magar"") since:2025-09-05"
मिन प्रसाद ढकाल,Min Prasad Dhakal,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""मिन प्रसाद ढकाल"" OR ""Min Prasad Dhakal"") since:2025-09-05"
राजु प्रसाद हरिजन,Raju Prasad Hrijn,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""राजु प्रसाद हरिजन"" OR ""Raju Prasad Hrijn"") since:2025-09-05"
राम प्रसाद पाण्डेय,Ram Prasad Pandey,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""राम प्रसाद पाण्डेय"" OR ""Ram Prasad Pandey"") since:2025-09-05"
रामचन्द्र चौधरी थारु,Ramchandra Chaudhary Tharu,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""रामचन्द्र चौधरी थारु"" OR ""Ramchandra Chaudhary Tharu"") since:2025-09-05"
रितमान कामु मगर,Ritman Kamu Magar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""रितमान कामु मगर"" OR ""Ritman Kamu Magar"") since:2025-09-05"
विक्रम खनाल,Vikram Khanal,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""विक्रम खनाल"" OR ""Vikram Khanal"") since:2025-09-05"
विनोद कुमार चौधरी,Vinod Kumar Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""विनोद कुमार चौधरी"" OR ""Vinod Kumar Chaudhary"") since:2025-09-05"
विनोद रेग्मी,Vinod Regmi,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""विनोद रेग्मी"" OR ""Vinod Regmi"") since:2025-09-05"
शैलेन्द्र सिँह सदासंकर,Shailendra Singh Sadasankar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""शैलेन्द्र सिँह सदासंकर"" OR ""Shailendra Singh Sadasankar"") since:2025-09-05"
सत्रुधन चौधरी,Strudhn Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""सत्रुधन चौधरी"" OR ""Strudhn Chaudhary"") since:2025-09-05"
सिन्‍धु जलेसा बुढाथोकी,Sin Dhu Jlesa Budhathoki,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""सिन्‍धु जलेसा बुढाथोकी"" OR ""Sin Dhu Jlesa Budhathoki"") since:2025-09-05"
हृदयेश त्रिपाठी,Hridayesh Tripathi,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""हृदयेश त्रिपाठी"" OR ""Hridayesh Tripathi"") since:2025-09-05"
होम बहादुर सुनार,Hom Bahadur Sunar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"(""होम बहादुर सुनार"" OR ""Hom Bahadur Sunar"") since:2025-09-05"
अजय कुमार गुप्‍ता,Ajay Kumar Gupta,रौतहट,rautahat,1,"(""अजय कुमार गुप्‍ता"" OR ""Ajay Kumar Gupta"") since:2025-09-05"
अनिल कुमार झा,Anil Kumar Jha,रौतहट,rautahat,1,"(""अनिल कुमार झा"" OR ""Anil Kumar Jha"") since:2025-09-05"
अभिषेक मिश्र,Abhishek Mishra,रौतहट,rautahat,1,"(""अभिषेक मिश्र"" OR ""Abhishek Mishra"") since:2025-09-05"
अमृता कुमारी यादव,Amrita Kumari Yadav,रौतहट,rautahat,1,"(""अमृता कुमारी यादव"" OR ""Amrita Kumari Yadav"") since:2025-09-05"
ईन्‍दु देवी गुप्‍ता,In Du Devi Gupta,रौतहट,rautahat,1,"(""ईन्‍दु देवी गुप्‍ता"" OR ""In Du Devi Gupta"") since:2025-09-05"
उमेश कुमार शाह,Umesh Kumar Shah,रौतहट,rautahat,1,"(""उमेश कुमार शाह"" OR ""Umesh Kumar Shah"") since:2025-09-05"
जाजुल देवान,Jajul Devan,रौतहट,rautahat,1,"(""जाजुल देवान"" OR ""Jajul Devan"") since:2025-09-05"
त्रिभुवन साह,Tribhuvan Sah,रौतहट,rautahat,1,"(""त्रिभुवन साह"" OR ""Tribhuvan Sah"") since:2025-09-05"
दिनेश कुमार यादव,Dinesh Kumar Yadav,रौतहट,rautahat,1,"(""दिनेश कुमार यादव"" OR ""Dinesh Kumar Yadav"") since:2025-09-05"
दिनेश राय,Dinesh Ray,रौतहट,rautahat,1,"(""दिनेश राय"" OR ""Dinesh Ray"") since:2025-09-05"
देवेन्द्र मिश्र,Devendra Mishra,रौतहट,rautahat,1,"(""देवेन्द्र मिश्र"" OR ""Devendra Mishra"") since:2025-09-05"
प्रभा कुमारी सिंह,Prabha Kumari Singh,रौतहट,rautahat,1,"(""प्रभा कुमारी सिंह"" OR ""Prabha Kumari Singh"") since:2025-09-05"
बिबेक चौधरी,Bibek Chaudhary,रौतहट,rautahat,1,"(""बिबेक चौधरी"" OR ""Bibek Chaudhary"") since:2025-09-05"
बैद्यनाथ प्रसाद चौधरी,Baidynath Prasad Chaudhary,रौतहट,rautahat,1,"(""बैद्यनाथ प्रसाद चौधरी"" OR ""Baidynath Prasad Chaudhary"") since:2025-09-05"
माधव कुमार नेपाल,Madhav Kumar Nepal,रौतहट,rautahat,1,"(""माधव कुमार नेपाल"" OR ""Madhav Kumar Nepal"") since:2025-09-05"
मुनिन्द्र कुमार ठाकुर,Munindr Kumar Thakur,रौतहट,rautahat,1,"(""मुनिन्द्र कुमार ठाकुर"" OR ""Munindr Kumar Thakur"") since:2025-09-05"
मृणाल कुमार शाह,Mrinal Kumar Shah,रौतहट,rautahat,1,"(""मृणाल कुमार शाह"" OR ""Mrinal Kumar Shah"") since:2025-09-05"
मो तनवीर अखतर मिकरानी,Mo Tanvir Akhtar Mikrani,रौतहट,rautahat,1,"(""मो तनवीर अखतर मिकरानी"" OR ""Mo Tanvir Akhtar Mikrani"") since:2025-09-05"
योगेन्द्र राय यादव,Yogendra Ray Yadav,रौतहट,rautahat,1,"(""योगेन्द्र राय यादव"" OR ""Yogendra Ray Yadav"") since:2025-09-05"
रवि अर्चनम् वर्मा,Rabi Archanam Varma,रौतहट,rautahat,1,"(""रवि अर्चनम् वर्मा"" OR ""Rabi Archanam Varma"") since:2025-09-05"
राजाराम मुखिया,Rajaram Mukhiya,रौतहट,rautahat,1,"(""राजाराम मुखिया"" OR ""Rajaram Mukhiya"") since:2025-09-05"
राजु कुमार मुखिया,Raju Kumar Mukhiya,रौतहट,rautahat,1,"(""राजु कुमार मुखिया"" OR ""Raju Kumar Mukhiya"") since:2025-09-05"
राजेश कुमार चौधरी,Rajesh Kumar Chaudhary,रौतहट,rautahat,1,"(""राजेश कुमार चौधरी"" OR ""Rajesh Kumar Chaudhary"") since:2025-09-05"
राधेश्याम साह तेली,Radheshyam Sah Teli,रौतहट,rautahat,1,"(""राधेश्याम साह तेली"" OR ""Radheshyam Sah Teli"") since:2025-09-05"
राम किशोर ठाकुर,Ram Kishor Thakur,रौतहट,rautahat,1,"(""राम किशोर ठाकुर"" OR ""Ram Kishor Thakur"") since:2025-09-05"
राम नरेश राय  यादव,Ram Nresh Ray Yadav,रौतहट,rautahat,1,"(""राम नरेश राय  यादव"" OR ""Ram Nresh Ray Yadav"") since:2025-09-05"
राम सेवक राय,Ram Sevk Ray,रौतहट,rautahat,1,"(""राम सेवक राय"" OR ""Ram Sevk Ray"") since:2025-09-05"
रामकृत साह,Ramkrit Sah,रौतहट,rautahat,1,"(""रामकृत साह"" OR ""Ramkrit Sah"") since:2025-09-05"
रामानन्द शर्मा,Ramannd Sharma,रौतहट,rautahat,1,"(""रामानन्द शर्मा"" OR ""Ramannd Sharma"") since:2025-09-05"
र‌ंजित  कुमार  पटेल,R Njit Kumar Ptel,रौतहट,rautahat,1,"(""र‌ंजित  कुमार  पटेल"" OR ""R Njit Kumar Ptel"") since:2025-09-05"
लक्ष्‍मेश्‍वर नारायण साह,Lakshmeswara Narayan Sah,रौतहट,rautahat,1,"(""लक्ष्‍मेश्‍वर नारायण साह"" OR ""Lakshmeswara Narayan Sah"") since:2025-09-05"
शम्भु प्रसाद,Shambhu Prasad,रौतहट,rautahat,1,"(""शम्भु प्रसाद"" OR ""Shambhu Prasad"") since:2025-09-05"
श्याम वावु प्रसाद,Shyam Vavu Prasad,रौतहट,rautahat,1,"(""श्याम वावु प्रसाद"" OR ""Shyam Vavu Prasad"") since:2025-09-05"
श्री मदन शाह,Shri Madan Shah,रौतहट,rautahat,1,"(""श्री मदन शाह"" OR ""Shri Madan Shah"") since:2025-09-05"
संजय कुमार यादव,Sanjay Kumar Yadav,रौतहट,rautahat,1,"(""संजय कुमार यादव"" OR ""Sanjay Kumar Yadav"") since:2025-09-05"
संजय कुमार यादव,Sanjay Kumar Yadav,रौतहट,rautahat,1,"(""संजय कुमार यादव"" OR ""Sanjay Kumar Yadav"") since:2025-09-05"
संजीव कुमार यादव,Snjiv Kumar Yadav,रौतहट,rautahat,1,"(""संजीव कुमार यादव"" OR ""Snjiv Kumar Yadav"") since:2025-09-05"
सरोज कुमार कुशवाहा,Saroj Kumar Kushwaha,रौतहट,rautahat,1,"(""सरोज कुमार कुशवाहा"" OR ""Saroj Kumar Kushwaha"") since:2025-09-05"
सुनिल प्रसाद कुसवाह,Sunil Prasad Kusvah,रौतहट,rautahat,1,"(""सुनिल प्रसाद कुसवाह"" OR ""Sunil Prasad Kusvah"") since:2025-09-05"
उत्तर बहादुर राना मगर,Uttr Bahadur Rana Magar,रौतहट,rautahat,3,"(""उत्तर बहादुर राना मगर"" OR ""Uttr Bahadur Rana Magar"") since:2025-09-05"
उपेन्द्र पंडित कुम्हार,Upendr Pndit Kumhar,रौतहट,rautahat,3,"(""उपेन्द्र पंडित कुम्हार"" OR ""Upendr Pndit Kumhar"") since:2025-09-05"
उपेन्द्र मुखिया वीन,Upendr Mukhiya Vin,रौतहट,rautahat,3,"(""उपेन्द्र मुखिया वीन"" OR ""Upendr Mukhiya Vin"") since:2025-09-05"
कुन्दन प्रसाद कुशवाहा,Kundn Prasad Kushwaha,रौतहट,rautahat,3,"(""कुन्दन प्रसाद कुशवाहा"" OR ""Kundn Prasad Kushwaha"") since:2025-09-05"
कृष्णा राम चमार,Krishna Ram Chamar,रौतहट,rautahat,3,"(""कृष्णा राम चमार"" OR ""Krishna Ram Chamar"") since:2025-09-05"
गोविन्द चौधरी,Govind Chaudhary,रौतहट,rautahat,3,"(""गोविन्द चौधरी"" OR ""Govind Chaudhary"") since:2025-09-05"
चनचन चौधरी थारु,Chanchan Chaudhary Tharu,रौतहट,rautahat,3,"(""चनचन चौधरी थारु"" OR ""Chanchan Chaudhary Tharu"") since:2025-09-05"
छविलाल महतो,Chhavilal Mahato,रौतहट,rautahat,3,"(""छविलाल महतो"" OR ""Chhavilal Mahato"") since:2025-09-05"
जमशेद अंसारी,Jamshed Ansari,रौतहट,rautahat,3,"(""जमशेद अंसारी"" OR ""Jamshed Ansari"") since:2025-09-05"
जहुर आलम,Jhur Alm,रौतहट,rautahat,3,"(""जहुर आलम"" OR ""Jhur Alm"") since:2025-09-05"
दरोगा साह,Droga Sah,रौतहट,rautahat,3,"(""दरोगा साह"" OR ""Droga Sah"") since:2025-09-05"
धिरज चौधरी,Dhirj Chaudhary,रौतहट,rautahat,3,"(""धिरज चौधरी"" OR ""Dhirj Chaudhary"") since:2025-09-05"
नेजाम मंसुरी,Nejam Mnsuri,रौतहट,rautahat,3,"(""नेजाम मंसुरी"" OR ""Nejam Mnsuri"") since:2025-09-05"
पिन्टु दास तत्मा,Pintu Das Tatma,रौतहट,rautahat,3,"(""पिन्टु दास तत्मा"" OR ""Pintu Das Tatma"") since:2025-09-05"
पुनम देवी,Punm Devi,रौतहट,rautahat,3,"(""पुनम देवी"" OR ""Punm Devi"") since:2025-09-05"
पुनित राम महरा,Punit Ram Mahra,रौतहट,rautahat,3,"(""पुनित राम महरा"" OR ""Punit Ram Mahra"") since:2025-09-05"
प्रभु राय यादव,Prabhu Ray Yadav,रौतहट,rautahat,3,"(""प्रभु राय यादव"" OR ""Prabhu Ray Yadav"") since:2025-09-05"
प्रभु साह,Prabhu Sah,रौतहट,rautahat,3,"(""प्रभु साह"" OR ""Prabhu Sah"") since:2025-09-05"
बिजय कुमार चौधरी,Vijay Kumar Chaudhary,रौतहट,rautahat,3,"(""बिजय कुमार चौधरी"" OR ""Vijay Kumar Chaudhary"") since:2025-09-05"
भरत राय यादव,Bharat Ray Yadav,रौतहट,rautahat,3,"(""भरत राय यादव"" OR ""Bharat Ray Yadav"") since:2025-09-05"
भागनारायण राय,Bhagnarayn Ray,रौतहट,rautahat,3,"(""भागनारायण राय"" OR ""Bhagnarayn Ray"") since:2025-09-05"
भोला पाण्डेय,Bhola Pandey,रौतहट,rautahat,3,"(""भोला पाण्डेय"" OR ""Bhola Pandey"") since:2025-09-05"
रतनेश महतो कोइरी,Rtnesh Mahato Koiri,रौतहट,rautahat,3,"(""रतनेश महतो कोइरी"" OR ""Rtnesh Mahato Koiri"") since:2025-09-05"
रविन्‍द्र पटेल,Rvin Dr Ptel,रौतहट,rautahat,3,"(""रविन्‍द्र पटेल"" OR ""Rvin Dr Ptel"") since:2025-09-05"
राजेन्द्र महरा,Rajendra Mahra,रौतहट,rautahat,3,"(""राजेन्द्र महरा"" OR ""Rajendra Mahra"") since:2025-09-05"
राजेश साह,Rajesh Sah,रौतहट,rautahat,3,"(""राजेश साह"" OR ""Rajesh Sah"") since:2025-09-05"
रामकृपाल प्रसाद यादव,Ramkripal Prasad Yadav,रौतहट,rautahat,3,"(""रामकृपाल प्रसाद यादव"" OR ""Ramkripal Prasad Yadav"") since:2025-09-05"
