CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,PowerSearchQuery
राजेन्द्र प्रसाद लिङ्देन,Rajendra Prasad Lingden,झापा,jhapa,3,"(""राजेन्द्र प्रसाद लिङ्देन"" OR ""Rajendra Prasad Lingden"") since:2025-09-05"
विनिता कुमारी राजवंशी,Vinita Kumari Rajbanshi,झापा,jhapa,3,"(""विनिता कुमारी राजवंशी"" OR ""Vinita Kumari Rajbanshi"") since:2025-09-05"
श्यामकृष्ण पाठक,Shyamkrishna Pathak,झापा,jhapa,3,"(""श्यामकृष्ण पाठक"" OR ""Shyamkrishna Pathak"") since:2025-09-05"
सन्तोष कटुवाल,Santosh Katuwal,झापा,jhapa,3,"(""सन्तोष कटुवाल"" OR ""Santosh Katuwal"") since:2025-09-05"
हरसलाल राजवंशी,Harishlal Rajbanshi,झापा,jhapa,3,"(""हरसलाल राजवंशी"" OR ""Harishlal Rajbanshi"") since:2025-09-05"
हरी बहादुर राजवंशी,Hari Bahadur Rajbanshi,झापा,jhapa,3,"(""हरी बहादुर राजवंशी"" OR ""Hari Bahadur Rajbanshi"") since:2025-09-05"
अमृत रसाइलि,Amrit Rsaili,झापा,jhapa,5,"(""अमृत रसाइलि"" OR ""Amrit Rsaili"") since:2025-09-05"
अमृतलाल महतो,Amritlal Mahato,झापा,jhapa,5,"(""अमृतलाल महतो"" OR ""Amritlal Mahato"") since:2025-09-05"
अर्जुन सापकोटा,Arjun Sapkota,झापा,jhapa,5,"(""अर्जुन सापकोटा"" OR ""Arjun Sapkota"") since:2025-09-05"
के.पी शर्मा ओली,Ke Pi Sharma Oli,झापा,jhapa,5,"(""के.पी शर्मा ओली"" OR ""Ke Pi Sharma Oli"") since:2025-09-05"
खेमनाथ शिवाकोटी,Khemnath Shivakoti,झापा,jhapa,5,"(""खेमनाथ शिवाकोटी"" OR ""Khemnath Shivakoti"") since:2025-09-05"
डम्वर शाहु,Dambar Shahu,झापा,jhapa,5,"(""डम्वर शाहु"" OR ""Dambar Shahu"") since:2025-09-05"
धर्मराज गुरागाई,Dharmraj Guragai,झापा,jhapa,5,"(""धर्मराज गुरागाई"" OR ""Dharmraj Guragai"") since:2025-09-05"
धिरेन सुब्बा,Dhiren Subba,झापा,jhapa,5,"(""धिरेन सुब्बा"" OR ""Dhiren Subba"") since:2025-09-05"
पदम बहादुर जवेगु,Padam Bahadur Jvegu,झापा,jhapa,5,"(""पदम बहादुर जवेगु"" OR ""Padam Bahadur Jvegu"") since:2025-09-05"
पुस्कर खतिवडा,Puskr Khatiwada,झापा,jhapa,5,"(""पुस्कर खतिवडा"" OR ""Puskr Khatiwada"") since:2025-09-05"
प्रकाश नेपाल,Prakash Nepal,झापा,jhapa,5,"(""प्रकाश नेपाल"" OR ""Prakash Nepal"") since:2025-09-05"
मंधरा चिमरिया,Mandhra Chimriya,झापा,jhapa,5,"(""मंधरा चिमरिया"" OR ""Mandhra Chimriya"") since:2025-09-05"
मातृका भट्टराई,Matrika Bhattarai,झापा,jhapa,5,"(""मातृका भट्टराई"" OR ""Matrika Bhattarai"") since:2025-09-05"
रञ्जना गौतम,Ranjana Gautam,झापा,jhapa,5,"(""रञ्जना गौतम"" OR ""Ranjana Gautam"") since:2025-09-05"
रन्जित तामाङ,Rnjit Tamang,झापा,jhapa,5,"(""रन्जित तामाङ"" OR ""Rnjit Tamang"") since:2025-09-05"
लक्ष्मी प्रसाद संग्रौला,Lakshmi Prasad Sangraula,झापा,jhapa,5,"(""लक्ष्मी प्रसाद संग्रौला"" OR ""Lakshmi Prasad Sangraula"") since:2025-09-05"
वालेन्द्र शाह,Balen Shah,झापा,jhapa,5,"(""वालेन्द्र शाह"" OR ""Balen Shah"") since:2025-09-05"
विपुल गुरागाई,Vipul Guragai,झापा,jhapa,5,"(""विपुल गुरागाई"" OR ""Vipul Guragai"") since:2025-09-05"
शोभा भण्डारी,Shobha Bhandari,झापा,jhapa,5,"(""शोभा भण्डारी"" OR ""Shobha Bhandari"") since:2025-09-05"
संजय राई,Sanjay Rai,झापा,jhapa,5,"(""संजय राई"" OR ""Sanjay Rai"") since:2025-09-05"
समिर तामाङ्ग,Smir Tamang,झापा,jhapa,5,"(""समिर तामाङ्ग"" OR ""Smir Tamang"") since:2025-09-05"
सविन राई,Svin Rai,झापा,jhapa,5,"(""सविन राई"" OR ""Svin Rai"") since:2025-09-05"
सान बहादुर मेचे,San Bahadur Meche,झापा,jhapa,5,"(""सान बहादुर मेचे"" OR ""San Bahadur Meche"") since:2025-09-05"
सुशान्त साम्पङ राइ,Sushant Sampang Rai,झापा,jhapa,5,"(""सुशान्त साम्पङ राइ"" OR ""Sushant Sampang Rai"") since:2025-09-05"
अरुण ठकुल्ला,Arun Thkulla,कैलाली,kailali,1,"(""अरुण ठकुल्ला"" OR ""Arun Thkulla"") since:2025-09-05"
कोमल ज्ञवाली,Koml Gyawali,कैलाली,kailali,1,"(""कोमल ज्ञवाली"" OR ""Koml Gyawali"") since:2025-09-05"
जनक राज शाह,Janak Raj Shah,कैलाली,kailali,1,"(""जनक राज शाह"" OR ""Janak Raj Shah"") since:2025-09-05"
जनकराज चौधरी,Janakraj Chaudhary,कैलाली,kailali,1,"(""जनकराज चौधरी"" OR ""Janakraj Chaudhary"") since:2025-09-05"
तपेन्द्र शाह,Tpendr Shah,कैलाली,kailali,1,"(""तपेन्द्र शाह"" OR ""Tpendr Shah"") since:2025-09-05"
द्धारिका प्रसाद न्यौपाने,Ddharika Prasad Nyaupane,कैलाली,kailali,1,"(""द्धारिका प्रसाद न्यौपाने"" OR ""Ddharika Prasad Nyaupane"") since:2025-09-05"
नरेश रावल,Nresh Rawal,कैलाली,kailali,1,"(""नरेश रावल"" OR ""Nresh Rawal"") since:2025-09-05"
प्रदिप कुमार चौधरी,Pradip Kumar Chaudhary,कैलाली,kailali,1,"(""प्रदिप कुमार चौधरी"" OR ""Pradip Kumar Chaudhary"") since:2025-09-05"
फागु राम थारु,Phagu Ram Tharu,कैलाली,kailali,1,"(""फागु राम थारु"" OR ""Phagu Ram Tharu"") since:2025-09-05"
भगत राम डगाैरा थारु,Bhagat Ram Dagaura Tharu,कैलाली,kailali,1,"(""भगत राम डगाैरा थारु"" OR ""Bhagat Ram Dagaura Tharu"") since:2025-09-05"
राजेन्द्र बहादुर शाही,Rajendra Bahadur Shahi,कैलाली,kailali,1,"(""राजेन्द्र बहादुर शाही"" OR ""Rajendra Bahadur Shahi"") since:2025-09-05"
राम बहादुर विश्‍वकर्मा,Ram Bahadur Vishwakarma,कैलाली,kailali,1,"(""राम बहादुर विश्‍वकर्मा"" OR ""Ram Bahadur Vishwakarma"") since:2025-09-05"
रामलाल डगौरा थारु,Ramlal Dgaura Tharu,कैलाली,kailali,1,"(""रामलाल डगौरा थारु"" OR ""Ramlal Dgaura Tharu"") since:2025-09-05"
रुपा कुमारी चौधरी,Rupa Kumari Chaudhary,कैलाली,kailali,1,"(""रुपा कुमारी चौधरी"" OR ""Rupa Kumari Chaudhary"") since:2025-09-05"
लोकेन्‍द्र कुँवर,Loken Dr Kunwar,कैलाली,kailali,1,"(""लोकेन्‍द्र कुँवर"" OR ""Loken Dr Kunwar"") since:2025-09-05"
विमल कुमार डगौरा,Vimal Kumar Dgaura,कैलाली,kailali,1,"(""विमल कुमार डगौरा"" OR ""Vimal Kumar Dgaura"") since:2025-09-05"
सत्य नारायण भट्टराई,Satya Narayan Bhattarai,कैलाली,kailali,1,"(""सत्य नारायण भट्टराई"" OR ""Satya Narayan Bhattarai"") since:2025-09-05"
सुनिता भण्डारा,Sunita Bhandara,कैलाली,kailali,1,"(""सुनिता भण्डारा"" OR ""Sunita Bhandara"") since:2025-09-05"
उत्तम प्रसाद पौडेल,Uttam Prasad Paudel,कास्की,kaski,2,"(""उत्तम प्रसाद पौडेल"" OR ""Uttam Prasad Paudel"") since:2025-09-05"
ओल वहादुर गुरुङ,Ol Bahadur Gurung,कास्की,kaski,2,"(""ओल वहादुर गुरुङ"" OR ""Ol Bahadur Gurung"") since:2025-09-05"
कुशल गुरुङ्ग,Kushl Gurung,कास्की,kaski,2,"(""कुशल गुरुङ्ग"" OR ""Kushl Gurung"") since:2025-09-05"
ख्याम बहादुर गुरुङ्ग,Khyam Bahadur Gurung,कास्की,kaski,2,"(""ख्याम बहादुर गुरुङ्ग"" OR ""Khyam Bahadur Gurung"") since:2025-09-05"
ज्ञान राज गुरुङ्ग,Jnyan Raj Gurung,कास्की,kaski,2,"(""ज्ञान राज गुरुङ्ग"" OR ""Jnyan Raj Gurung"") since:2025-09-05"
दिपक भण्डारी,Deepak Bhandari,कास्की,kaski,2,"(""दिपक भण्डारी"" OR ""Deepak Bhandari"") since:2025-09-05"
निरञ्जन कोइराला,Niranjan Koirala,कास्की,kaski,2,"(""निरञ्जन कोइराला"" OR ""Niranjan Koirala"") since:2025-09-05"
निर्दोष विक्रम पौडेल,Nirdosh Vikram Paudel,कास्की,kaski,2,"(""निर्दोष विक्रम पौडेल"" OR ""Nirdosh Vikram Paudel"") since:2025-09-05"
प्रेम बहादुर थापा,Prem Bahadur Thapa,कास्की,kaski,2,"(""प्रेम बहादुर थापा"" OR ""Prem Bahadur Thapa"") since:2025-09-05"
बिनिता  अवाल ,Binita Aval,कास्की,kaski,2,"(""बिनिता  अवाल "" OR ""Binita Aval"") since:2025-09-05"
माधव प्रसाद वांस्तोला,Madhav Prasad Vanstola,कास्की,kaski,2,"(""माधव प्रसाद वांस्तोला"" OR ""Madhav Prasad Vanstola"") since:2025-09-05"
रश्‍मि आचार्य,Rsh Mi Acharya,कास्की,kaski,2,"(""रश्‍मि आचार्य"" OR ""Rsh Mi Acharya"") since:2025-09-05"
राम चन्द्र आचार्य,Ram Chandra Acharya,कास्की,kaski,2,"(""राम चन्द्र आचार्य"" OR ""Ram Chandra Acharya"") since:2025-09-05"
वसन्त राज घिमिरे,Basanta Raj Ghimire,कास्की,kaski,2,"(""वसन्त राज घिमिरे"" OR ""Basanta Raj Ghimire"") since:2025-09-05"
विष्णु प्रसाद तिवारी,Vishnu Prasad Tiwari,कास्की,kaski,2,"(""विष्णु प्रसाद तिवारी"" OR ""Vishnu Prasad Tiwari"") since:2025-09-05"
हेम जङग गुरुङ,Hem Jngg Gurung,कास्की,kaski,2,"(""हेम जङग गुरुङ"" OR ""Hem Jngg Gurung"") since:2025-09-05"
हेम बहादुर थापा पराजुली,Hem Bahadur Thapa Prajuli,कास्की,kaski,2,"(""हेम बहादुर थापा पराजुली"" OR ""Hem Bahadur Thapa Prajuli"") since:2025-09-05"
अर्जुन बहादुर शाही,Arjun Bahadur Shahi,काठमाडौं,kathmandu,1,"(""अर्जुन बहादुर शाही"" OR ""Arjun Bahadur Shahi"") since:2025-09-05"
असिम मान सिंह वस्नयात,Asim Man Singh Basnyat,काठमाडौं,kathmandu,1,"(""असिम मान सिंह वस्नयात"" OR ""Asim Man Singh Basnyat"") since:2025-09-05"
इन्द्र प्रसाद श्रेष्ठ,Indra Prasad Shrestha,काठमाडौं,kathmandu,1,"(""इन्द्र प्रसाद श्रेष्ठ"" OR ""Indra Prasad Shrestha"") since:2025-09-05"
कमल कोइराला,Kamal Koirala,काठमाडौं,kathmandu,1,"(""कमल कोइराला"" OR ""Kamal Koirala"") since:2025-09-05"
कमल सुवेदी,Kamal Suvedi,काठमाडौं,kathmandu,1,"(""कमल सुवेदी"" OR ""Kamal Suvedi"") since:2025-09-05"
किरण शाह,Kiran Shah,काठमाडौं,kathmandu,1,"(""किरण शाह"" OR ""Kiran Shah"") since:2025-09-05"
कुमार शाही,Kumar Shahi,काठमाडौं,kathmandu,1,"(""कुमार शाही"" OR ""Kumar Shahi"") since:2025-09-05"
कुशल खत्री,Kushl Khatri,काठमाडौं,kathmandu,1,"(""कुशल खत्री"" OR ""Kushl Khatri"") since:2025-09-05"
धनराज शाही,Dhanraj Shahi,काठमाडौं,kathmandu,1,"(""धनराज शाही"" OR ""Dhanraj Shahi"") since:2025-09-05"
प्रकाश नायजु,Prakash Nayju,काठमाडौं,kathmandu,1,"(""प्रकाश नायजु"" OR ""Prakash Nayju"") since:2025-09-05"
प्रबल  थापा क्षेत्री ,Prabal Thapa Chhetri,काठमाडौं,kathmandu,1,"(""प्रबल  थापा क्षेत्री "" OR ""Prabal Thapa Chhetri"") since:2025-09-05"
मंग लाल श्रेष्‍ठ,Mng Lal Shrestha,काठमाडौं,kathmandu,1,"(""मंग लाल श्रेष्‍ठ"" OR ""Mng Lal Shrestha"") since:2025-09-05"
मेनुका भण्डारी,Menuka Bhandari,काठमाडौं,kathmandu,1,"(""मेनुका भण्डारी"" OR ""Menuka Bhandari"") since:2025-09-05"
मोहन राज रेग्मी,Mohn Raj Regmi,काठमाडौं,kathmandu,1,"(""मोहन राज रेग्मी"" OR ""Mohn Raj Regmi"") since:2025-09-05"
रन्‍जु न्‍यौपाने,Ran Ju N Yaupane,काठमाडौं,kathmandu,1,"(""रन्‍जु न्‍यौपाने"" OR ""Ran Ju N Yaupane"") since:2025-09-05"
रमिला ज्याख्व(सुवाल),Ramila Jyakhv Suval,काठमाडौं,kathmandu,1,"(""रमिला ज्याख्व(सुवाल)"" OR ""Ramila Jyakhv Suval"") since:2025-09-05"
रमेश प्रसाद जोशी,Ramesh Prasad Joshi,काठमाडौं,kathmandu,1,"(""रमेश प्रसाद जोशी"" OR ""Ramesh Prasad Joshi"") since:2025-09-05"
रवीन्द्र मिश्र,Rabindra Mishra,काठमाडौं,kathmandu,1,"(""रवीन्द्र मिश्र"" OR ""Rabindra Mishra"") since:2025-09-05"
राज कुमार बजगाई,Raj Kumar Bjgai,काठमाडौं,kathmandu,1,"(""राज कुमार बजगाई"" OR ""Raj Kumar Bjgai"") since:2025-09-05"
राज कुमार लिम्‍बु,Raj Kumar Lim Bu,काठमाडौं,kathmandu,1,"(""राज कुमार लिम्‍बु"" OR ""Raj Kumar Lim Bu"") since:2025-09-05"
राजु भुजेल,Raju Bhujel,काठमाडौं,kathmandu,1,"(""राजु भुजेल"" OR ""Raju Bhujel"") since:2025-09-05"
शम्भु पोखरेल,Shambhu Pokharel,काठमाडौं,kathmandu,1,"(""शम्भु पोखरेल"" OR ""Shambhu Pokharel"") since:2025-09-05"
शान्ती श्रेष्ठ,Shanti Shrestha,काठमाडौं,kathmandu,1,"(""शान्ती श्रेष्ठ"" OR ""Shanti Shrestha"") since:2025-09-05"
संगित बम्म,Sngit Bmm,काठमाडौं,kathmandu,1,"(""संगित बम्म"" OR ""Sngit Bmm"") since:2025-09-05"
सबिन सिग्देल,Sbin Sigdel,काठमाडौं,kathmandu,1,"(""सबिन सिग्देल"" OR ""Sbin Sigdel"") since:2025-09-05"
समिर  लामा तामाङ ,Smir Lama Tamang,काठमाडौं,kathmandu,1,"(""समिर  लामा तामाङ "" OR ""Smir Lama Tamang"") since:2025-09-05"
सागर जोशी,Sagar Joshi,काठमाडौं,kathmandu,1,"(""सागर जोशी"" OR ""Sagar Joshi"") since:2025-09-05"
सुरेन्द्र प्रसाद ढकाल,Surendra Prasad Dhakal,काठमाडौं,kathmandu,1,"(""सुरेन्द्र प्रसाद ढकाल"" OR ""Surendra Prasad Dhakal"") since:2025-09-05"
सुरेन्‍द्र पाण्‍डे,Suren Dr Pan De,काठमाडौं,kathmandu,1,"(""सुरेन्‍द्र पाण्‍डे"" OR ""Suren Dr Pan De"") since:2025-09-05"
अनुप बोहरा,Anup Bohra,काठमाडौं,kathmandu,2,"(""अनुप बोहरा"" OR ""Anup Bohra"") since:2025-09-05"
अर्जुन ढुंगाना,Arjun Dhungana,काठमाडौं,kathmandu,2,"(""अर्जुन ढुंगाना"" OR ""Arjun Dhungana"") since:2025-09-05"
आनन्द सिंखडा,Annd Sikhada,काठमाडौं,kathmandu,2,"(""आनन्द सिंखडा"" OR ""Annd Sikhada"") since:2025-09-05"
इरा श्रेष्‍ठ,Ira Shrestha,काठमाडौं,kathmandu,2,"(""इरा श्रेष्‍ठ"" OR ""Ira Shrestha"") since:2025-09-05"
उपेन्द्र कार्की,Upendr Karki,काठमाडौं,kathmandu,2,"(""उपेन्द्र कार्की"" OR ""Upendr Karki"") since:2025-09-05"
कबिर शर्मा,Kbir Sharma,काठमाडौं,kathmandu,2,"(""कबिर शर्मा"" OR ""Kbir Sharma"") since:2025-09-05"
कुन्ती देवी पोखरेल(उपाध्याय),Kunti Devi Pokharel Upadhyay,काठमाडौं,kathmandu,2,"(""कुन्ती देवी पोखरेल(उपाध्याय)"" OR ""Kunti Devi Pokharel Upadhyay"") since:2025-09-05"
कृष्ण बहादुर खत्री,Krishna Bahadur Khatri,काठमाडौं,kathmandu,2,"(""कृष्ण बहादुर खत्री"" OR ""Krishna Bahadur Khatri"") since:2025-09-05"
टप वहादुर थापा,Tp Bahadur Thapa,काठमाडौं,kathmandu,2,"(""टप वहादुर थापा"" OR ""Tp Bahadur Thapa"") since:2025-09-05"
तिर्थ राज पौडेल,Tirth Raj Paudel,काठमाडौं,kathmandu,2,"(""तिर्थ राज पौडेल"" OR ""Tirth Raj Paudel"") since:2025-09-05"
तिलक बहादुर मगर,Tilk Bahadur Magar,काठमाडौं,kathmandu,2,"(""तिलक बहादुर मगर"" OR ""Tilk Bahadur Magar"") since:2025-09-05"
त्रिलोक बहादुर चन्द,Trilok Bahadur Chand,काठमाडौं,kathmandu,2,"(""त्रिलोक बहादुर चन्द"" OR ""Trilok Bahadur Chand"") since:2025-09-05"
नर्वदा कुमारी भट्टराई,Narmada Kumari Bhattarai,काठमाडौं,kathmandu,2,"(""नर्वदा कुमारी भट्टराई"" OR ""Narmada Kumari Bhattarai"") since:2025-09-05"
नितेश पौडेल,Nitesh Paudel,काठमाडौं,kathmandu,2,"(""नितेश पौडेल"" OR ""Nitesh Paudel"") since:2025-09-05"
पवन पोखरेल,Pvn Pokharel,काठमाडौं,kathmandu,2,"(""पवन पोखरेल"" OR ""Pvn Pokharel"") since:2025-09-05"
प्रकास बुढाथोकी,Prkas Budhathoki,काठमाडौं,kathmandu,2,"(""प्रकास बुढाथोकी"" OR ""Prkas Budhathoki"") since:2025-09-05"
बाल चन्द्र श्रेष्‍ठ,Bal Chandra Shrestha,काठमाडौं,kathmandu,2,"(""बाल चन्द्र श्रेष्‍ठ"" OR ""Bal Chandra Shrestha"") since:2025-09-05"
बिस्वास बस्नेत,Bisvas Basnet,काठमाडौं,kathmandu,2,"(""बिस्वास बस्नेत"" OR ""Bisvas Basnet"") since:2025-09-05"
मञ्जु लामा,Manju Lama,काठमाडौं,kathmandu,2,"(""मञ्जु लामा"" OR ""Manju Lama"") since:2025-09-05"
मणिराम फुयाल,Maniram Phuyal,काठमाडौं,kathmandu,2,"(""मणिराम फुयाल"" OR ""Maniram Phuyal"") since:2025-09-05"
मुकुन्द कार्की,Mukund Karki,काठमाडौं,kathmandu,2,"(""मुकुन्द कार्की"" OR ""Mukund Karki"") since:2025-09-05"
राज कुमार श्रेष्‍ठ,Raj Kumar Shrestha,काठमाडौं,kathmandu,2,"(""राज कुमार श्रेष्‍ठ"" OR ""Raj Kumar Shrestha"") since:2025-09-05"
रुपक बस्ताकोटी,Rupak Bstakoti,काठमाडौं,kathmandu,2,"(""रुपक बस्ताकोटी"" OR ""Rupak Bstakoti"") since:2025-09-05"
रुपक सिंखडा,Rupak Sikhada,काठमाडौं,kathmandu,2,"(""रुपक सिंखडा"" OR ""Rupak Sikhada"") since:2025-09-05"
विरेन्द्र कुमार साह,Virendr Kumar Sah,काठमाडौं,kathmandu,2,"(""विरेन्द्र कुमार साह"" OR ""Virendr Kumar Sah"") since:2025-09-05"
शर्मिला माली,Sharmila Mali,काठमाडौं,kathmandu,2,"(""शर्मिला माली"" OR ""Sharmila Mali"") since:2025-09-05"
सिता तिवारी,Sita Tiwari,काठमाडौं,kathmandu,2,"(""सिता तिवारी"" OR ""Sita Tiwari"") since:2025-09-05"
सुनिल के.सी.,Sunil K.C.,काठमाडौं,kathmandu,2,"(""सुनिल के.सी."" OR ""Sunil K.C."") since:2025-09-05"
कुल बहादुर लामा,Kul Bahadur Lama,काठमाडौं,kathmandu,3,"(""कुल बहादुर लामा"" OR ""Kul Bahadur Lama"") since:2025-09-05"
कुलमान घिसिङ्,Kulman Ghising,काठमाडौं,kathmandu,3,"(""कुलमान घिसिङ्"" OR ""Kulman Ghising"") since:2025-09-05"
केशव नेपाल,Keshav Nepal,काठमाडौं,kathmandu,3,"(""केशव नेपाल"" OR ""Keshav Nepal"") since:2025-09-05"
जित बहादुर तामाङ,Jit Bahadur Tamang,काठमाडौं,kathmandu,3,"(""जित बहादुर तामाङ"" OR ""Jit Bahadur Tamang"") since:2025-09-05"
निरज लामा,Nirj Lama,काठमाडौं,kathmandu,3,"(""निरज लामा"" OR ""Nirj Lama"") since:2025-09-05"
प्रदिप काफ्ले,Pradip Kaphle,काठमाडौं,kathmandu,3,"(""प्रदिप काफ्ले"" OR ""Pradip Kaphle"") since:2025-09-05"
प्रनिल ध्वज कार्की,Pranil Dhwaj Karki,काठमाडौं,kathmandu,3,"(""प्रनिल ध्वज कार्की"" OR ""Pranil Dhwaj Karki"") since:2025-09-05"
प्रेम छिरी शेर्पा,Prem Chhiri Sherpa,काठमाडौं,kathmandu,3,"(""प्रेम छिरी शेर्पा"" OR ""Prem Chhiri Sherpa"") since:2025-09-05"
बाबु काजी कार्की,Babu Kaji Karki,काठमाडौं,kathmandu,3,"(""बाबु काजी कार्की"" OR ""Babu Kaji Karki"") since:2025-09-05"
मदन श्रेष्ठ,Madan Shrestha,काठमाडौं,kathmandu,3,"(""मदन श्रेष्ठ"" OR ""Madan Shrestha"") since:2025-09-05"
रमेश अर्याल,Ramesh Aryal,काठमाडौं,kathmandu,3,"(""रमेश अर्याल"" OR ""Ramesh Aryal"") since:2025-09-05"
राजु नाथ पाण्डे,Raju Nath Pandey,काठमाडौं,kathmandu,3,"(""राजु नाथ पाण्डे"" OR ""Raju Nath Pandey"") since:2025-09-05"
राम कृष्‍ण पुजारी,Ram Krishna Pujari,काठमाडौं,kathmandu,3,"(""राम कृष्‍ण पुजारी"" OR ""Ram Krishna Pujari"") since:2025-09-05"
रामेश्‍वर फुयाल,Rameshwar Phuyal,काठमाडौं,kathmandu,3,"(""रामेश्‍वर फुयाल"" OR ""Rameshwar Phuyal"") since:2025-09-05"
रुप सागर देवी,Rup Sagar Devi,काठमाडौं,kathmandu,3,"(""रुप सागर देवी"" OR ""Rup Sagar Devi"") since:2025-09-05"
शेखर अर्याल,Shekhr Aryal,काठमाडौं,kathmandu,3,"(""शेखर अर्याल"" OR ""Shekhr Aryal"") since:2025-09-05"
शेखर नाथ आचार्य,Shekhr Nath Acharya,काठमाडौं,kathmandu,3,"(""शेखर नाथ आचार्य"" OR ""Shekhr Nath Acharya"") since:2025-09-05"
श्रीकृष्‍ण वराल,Shrikrishna Baral,काठमाडौं,kathmandu,3,"(""श्रीकृष्‍ण वराल"" OR ""Shrikrishna Baral"") since:2025-09-05"
सज्‍जन आचार्य,Sj Jn Acharya,काठमाडौं,kathmandu,3,"(""सज्‍जन आचार्य"" OR ""Sj Jn Acharya"") since:2025-09-05"
सुन्दर राम बोहरा,Sundar Ram Bohra,काठमाडौं,kathmandu,3,"(""सुन्दर राम बोहरा"" OR ""Sundar Ram Bohra"") since:2025-09-05"
सुरेश कुमार ढुङ्गाना,Suresh Kumar Dhunggana,काठमाडौं,kathmandu,3,"(""सुरेश कुमार ढुङ्गाना"" OR ""Suresh Kumar Dhunggana"") since:2025-09-05"
सुवाश घिसीङ,Suvash Ghising,काठमाडौं,kathmandu,3,"(""सुवाश घिसीङ"" OR ""Suvash Ghising"") since:2025-09-05"
अर्चन शम्शेर राणा,Archan Shamsher Rana,काठमाडौं,kathmandu,4,"(""अर्चन शम्शेर राणा"" OR ""Archan Shamsher Rana"") since:2025-09-05"
आशा लाल श्रेष्‍ठ,Asha Lal Shrestha,काठमाडौं,kathmandu,4,"(""आशा लाल श्रेष्‍ठ"" OR ""Asha Lal Shrestha"") since:2025-09-05"
आशिष श्रेष्‍ठ,Ashish Shrestha,काठमाडौं,kathmandu,4,"(""आशिष श्रेष्‍ठ"" OR ""Ashish Shrestha"") since:2025-09-05"
इन्द्र कुमार भुसाल,Indra Kumar Bhusal,काठमाडौं,kathmandu,4,"(""इन्द्र कुमार भुसाल"" OR ""Indra Kumar Bhusal"") since:2025-09-05"
करिस्मा  खरेल ,Krisma Khrel,काठमाडौं,kathmandu,4,"(""करिस्मा  खरेल "" OR ""Krisma Khrel"") since:2025-09-05"
केदार बहादुर कार्की,Kedar Bahadur Karki,काठमाडौं,kathmandu,4,"(""केदार बहादुर कार्की"" OR ""Kedar Bahadur Karki"") since:2025-09-05"
केम्श सिंह,Kemsh Singh,काठमाडौं,kathmandu,4,"(""केम्श सिंह"" OR ""Kemsh Singh"") since:2025-09-05"
चेत बहादुर आले,Chet Bahadur Ale,काठमाडौं,kathmandu,4,"(""चेत बहादुर आले"" OR ""Chet Bahadur Ale"") since:2025-09-05"
छवि बहादुर खनाल,Chhabi Bahadur Khanal,काठमाडौं,kathmandu,4,"(""छवि बहादुर खनाल"" OR ""Chhabi Bahadur Khanal"") since:2025-09-05"
झनक बहादुर अधिकारी,Jhanak Bahadur Adhikari,काठमाडौं,kathmandu,4,"(""झनक बहादुर अधिकारी"" OR ""Jhanak Bahadur Adhikari"") since:2025-09-05"
दत्त बुढा,Datta Budha,काठमाडौं,kathmandu,4,"(""दत्त बुढा"" OR ""Datta Budha"") since:2025-09-05"
दीपेन्द्र कुमार काफ्ले,Dipendr Kumar Kaphle,काठमाडौं,kathmandu,4,"(""दीपेन्द्र कुमार काफ्ले"" OR ""Dipendr Kumar Kaphle"") since:2025-09-05"
देवराज पौडेल,Devraj Paudel,काठमाडौं,kathmandu,4,"(""देवराज पौडेल"" OR ""Devraj Paudel"") since:2025-09-05"
पुकार बम,Pukar Bm,काठमाडौं,kathmandu,4,"(""पुकार बम"" OR ""Pukar Bm"") since:2025-09-05"
पुजन गजुरेल,Pujn Gjurel,काठमाडौं,kathmandu,4,"(""पुजन गजुरेल"" OR ""Pujn Gjurel"") since:2025-09-05"
प्रेम कुमार राई,Prem Kumar Rai,काठमाडौं,kathmandu,4,"(""प्रेम कुमार राई"" OR ""Prem Kumar Rai"") since:2025-09-05"
बरुण अमात्य,Brun Amaty,काठमाडौं,kathmandu,4,"(""बरुण अमात्य"" OR ""Brun Amaty"") since:2025-09-05"
मदन देव आचार्य,Madan Dev Acharya,काठमाडौं,kathmandu,4,"(""मदन देव आचार्य"" OR ""Madan Dev Acharya"") since:2025-09-05"
मनोज अधिकारी,Manoj Adhikari,काठमाडौं,kathmandu,4,"(""मनोज अधिकारी"" OR ""Manoj Adhikari"") since:2025-09-05"
मुस्कान पौडेल,Muskan Paudel,काठमाडौं,kathmandu,4,"(""मुस्कान पौडेल"" OR ""Muskan Paudel"") since:2025-09-05"
राजन पुरी,Rajan Puri,काठमाडौं,kathmandu,4,"(""राजन पुरी"" OR ""Rajan Puri"") since:2025-09-05"
राजन भट्टराई,Rajan Bhattarai,काठमाडौं,kathmandu,4,"(""राजन भट्टराई"" OR ""Rajan Bhattarai"") since:2025-09-05"
विनोद बाबु प्रधान,Vinod Babu Pradhan,काठमाडौं,kathmandu,4,"(""विनोद बाबु प्रधान"" OR ""Vinod Babu Pradhan"") since:2025-09-05"
श्‍याम कुमार भट्रराई खत्री,Shyam Kumar Bhatrai Khatri,काठमाडौं,kathmandu,4,"(""श्‍याम कुमार भट्रराई खत्री"" OR ""Shyam Kumar Bhatrai Khatri"") since:2025-09-05"
