CandidateName,AGE_YR,Gender,DistrictName,ConstName,PoliticalPartyName,SymbolName
बेल बहादुर सारु,47,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
शत्रुघन थापा,51,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
पार्वती गुरुङसेनी,66,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
छवीलाल मगर,69,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो)
अविनास सुनार,27,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,स्वतन्त्र,झोला
गोकुल शर्मा,46,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,स्वतन्त्र,डस्ट बिन
विन्दु के.सी.,37,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,स्वतन्त्र,दूरबिन
तिल बहादुर महत क्षेत्री,61,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
ओम बहादुर घर्ती,50,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,नेपाली काँग्रेस,रुख
गणेश मान महतो,58,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
मनिष खनाल,26,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
रुन कुमारी महतो,42,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
विष्‍णु गिरी,63,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,राष्ट्रिय जनमोर्चा,गिलास
मानसिंह महतो,74,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
निब बहादुर आले,45,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
कमल चापागाई,32,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
गंगा प्रसाद ज्ञवाली,51,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
खेम बहादुर राना,48,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
लक्ष्मी सोमै मगर,39,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
गिता कुमारी लामिछाने,45,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्वतन्त्र,पंखा
टोल बहादुर लुंगेली मगर,44,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्वतन्त्र,ढिकी
पेम बहादुर सिंजाली,36,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्वतन्त्र,खाम
भरत प्रसाद वस्ती,53,पुरुष,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्वतन्त्र,कैंची
भिमा कुमारि भुसाल,43,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्वतन्त्र,क्यामरा
सशीला देवकोटा,42,महिला,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्वतन्त्र,कप र प्लेट
दधिराम न्यौपाने,67,पुरुष,रूपन्देही,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
हिरा बहादुर खत्री,53,पुरुष,रूपन्देही,1,नेपाली काँग्रेस,रुख
घनश्‍याम यादव अहिर,56,पुरुष,रूपन्देही,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
सुनिल लम्साल,35,पुरुष,रूपन्देही,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
प्रज्जवल बोहरा,49,पुरुष,रूपन्देही,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
मोहम्मद असलाम खाँ,36,पुरुष,रूपन्देही,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
निलु कुमारी चौधरी,34,महिला,रूपन्देही,1,जनमत पार्टी,लाउड स्पिकर
हिम लाल पाण्‍डे,37,पुरुष,रूपन्देही,1,नेपाल मजदुर किसान पार्टी,मादल
हरि बहादुर के.सी.,55,पुरुष,रूपन्देही,1,राष्ट्रिय जनमोर्चा,गिलास
श्री बहादुर कुवर,54,पुरुष,रूपन्देही,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
शिव बहादुर गुरुङ्ग,60,पुरुष,रूपन्देही,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
राम चन्‍द्र भट्‍टराई,49,पुरुष,रूपन्देही,1,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
हजारी लाल माली,57,पुरुष,रूपन्देही,1,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),गैँती
खिल बहादुर गाहा,54,पुरुष,रूपन्देही,1,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
छविलाल गुरुङ्ग,49,पुरुष,रूपन्देही,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
मदन बहादुर थारु,53,पुरुष,रूपन्देही,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
झम बहादुर गुरुङ्ग,69,पुरुष,रूपन्देही,1,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
अशोक कुमार चौधरी,46,पुरुष,रूपन्देही,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
उमाशंकर प्रसाद चौधरी,65,पुरुष,रूपन्देही,1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो)
बदरु दोजा फकीर,56,पुरुष,रूपन्देही,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
केशव अर्याल,37,पुरुष,रूपन्देही,1,स्वतन्त्र,आसकोट
गिता सापकोटा,44,महिला,रूपन्देही,1,स्वतन्त्र,मसी
गोविन्द पंगेनी,37,पुरुष,रूपन्देही,1,स्वतन्त्र,झोला
टेक बहादुर वि.क,38,पुरुष,रूपन्देही,1,स्वतन्त्र,मुढा
दिना नाथ खनाल,42,पुरुष,रूपन्देही,1,स्वतन्त्र,त्रिभुज
धर्म बहादुर के.सी.,49,पुरुष,रूपन्देही,1,स्वतन्त्र,चेसगोटी
मकसुद अली,51,पुरुष,रूपन्देही,1,स्वतन्त्र,आँप
महेश्‍वर भण्डारी,34,पुरुष,रूपन्देही,1,स्वतन्त्र,जीप
शंकर खत्री,55,पुरुष,रूपन्देही,1,स्वतन्त्र,फर्सी
सचिन वि.क.,31,पुरुष,रूपन्देही,1,स्वतन्त्र,क्यामरा
सागर अधिकारी,30,पुरुष,रूपन्देही,1,स्वतन्त्र,आँखीझ्याल
विष्‍णु प्रसाद पौडेल,66,पुरुष,रूपन्देही,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
चुन्‍न प्रसाद शर्मा,60,पुरुष,रूपन्देही,2,नेपाली काँग्रेस,रुख
शुभाष पाण्डे,39,पुरुष,रूपन्देही,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
सुलभ खरेल,28,पुरुष,रूपन्देही,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
दीपक गुरुङ्ग,44,पुरुष,रूपन्देही,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
रमेश लोध,31,पुरुष,रूपन्देही,2,जनमत पार्टी,लाउड स्पिकर
रोशिना ब्यान्जु,48,महिला,रूपन्देही,2,नेपाल मजदुर किसान पार्टी,मादल
रुक बहादुर पराजुली,74,पुरुष,रूपन्देही,2,राष्ट्रिय जनमोर्चा,गिलास
नारायण प्रसाद नागिला,50,पुरुष,रूपन्देही,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
चन्द्र कुमारी गुरुङ्ग,46,महिला,रूपन्देही,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
शिव प्रिथी दमाई,31,पुरुष,रूपन्देही,2,संयुक्त नागरिक पार्टी,गितार
थम्मन बहादुर बुढा मगर,39,पुरुष,रूपन्देही,2,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
भिम बहादुर गौतम,54,पुरुष,रूपन्देही,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
विरेन्द्र वि.क,35,पुरुष,रूपन्देही,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
केशव बहादुर थापा मगर,55,पुरुष,रूपन्देही,2,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
सुरज पाण्‍डे,40,पुरुष,रूपन्देही,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
राजु पौडेल,34,पुरुष,रूपन्देही,2,नेपाली जनता दल,सिट्ठी
कमल भुसाल,32,पुरुष,रूपन्देही,2,नेपाल जनसेवा पार्टी,सेतो र कालो रङगको जुत्ता
देवेन्द्र बहादुर खत्री,41,पुरुष,रूपन्देही,2,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक
उषा भट्टराई,50,महिला,रूपन्देही,2,स्वतन्त्र,झ्याली
कमला बोहरा,47,महिला,रूपन्देही,2,स्वतन्त्र,कैंची
कमला शाह,52,महिला,रूपन्देही,2,स्वतन्त्र,क्याल्कुलेटर
केशव टण्‍डन,51,पुरुष,रूपन्देही,2,स्वतन्त्र,स्प्रे
गोकुल प्रसाद पाण्डे,32,पुरुष,रूपन्देही,2,स्वतन्त्र,हेडफोन
टिका बहादुर क्षेत्री,43,पुरुष,रूपन्देही,2,स्वतन्त्र,क्यामरा
दिलीप कुमार सुनार,50,पुरुष,रूपन्देही,2,स्वतन्त्र,स्टुल
बाल कृष्ण ज्ञवाली,48,पुरुष,रूपन्देही,2,स्वतन्त्र,क्याप
बेल बहादुर कार्की,78,पुरुष,रूपन्देही,2,स्वतन्त्र,रिक्सा
भानुभक्त भण्डारी,58,पुरुष,रूपन्देही,2,स्वतन्त्र,हेल्मेट
मधुसुदन पन्थी,54,पुरुष,रूपन्देही,2,स्वतन्त्र,ग्याँस चुलो
राज कुमार भट्टराई,42,पुरुष,रूपन्देही,2,स्वतन्त्र,ठेकी
लिला सिंह राना,67,पुरुष,रूपन्देही,2,स्वतन्त्र,आँप
विमला भट्टराई,45,महिला,रूपन्देही,2,स्वतन्त्र,कप र प्लेट
विष्णु प्रसाद वस्याल,56,पुरुष,रूपन्देही,2,स्वतन्त्र,प्रेसर कुकर
शन्जेश कुमार थापा,44,पुरुष,रूपन्देही,2,स्वतन्त्र,चेसगोटी
शुशिला पुलामी,44,महिला,रूपन्देही,2,स्वतन्त्र,मुढा
सन्दिप पौडेल,27,पुरुष,रूपन्देही,2,स्वतन्त्र,केबल कार
सिता कुवंर,50,महिला,रूपन्देही,2,स्वतन्त्र,सिरिन्ज
सिता साहि,46,महिला,रूपन्देही,2,स्वतन्त्र,त्रिभुज
बासु देव घिमिरे,58,पुरुष,रूपन्देही,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
सुशील गुरुङ्ग,47,पुरुष,रूपन्देही,3,नेपाली काँग्रेस,रुख
फैज अहमद खाँ,55,पुरुष,रूपन्देही,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
डा. लेखजंग थापा,48,पुरुष,रूपन्देही,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
गौरब बोहरा,49,पुरुष,रूपन्देही,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
श्रीनिवास यादव,43,पुरुष,रूपन्देही,3,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
बिशाल गुप्‍ता,32,पुरुष,रूपन्देही,3,जनमत पार्टी,लाउड स्पिकर
सुग्रिम चाई,27,पुरुष,रूपन्देही,3,नेपाल मजदुर किसान पार्टी,मादल
बद्रे आलम मुसलमान,69,पुरुष,रूपन्देही,3,राष्ट्रिय जनमोर्चा,गिलास
गोबिन्द प्रसाद काराखेती,59,पुरुष,रूपन्देही,3,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
कुलवीर घर्ती मगर,51,पुरुष,रूपन्देही,3,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
राजु गौडेल,44,पुरुष,रूपन्देही,3,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
मोहन थापा,42,पुरुष,रूपन्देही,3,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
शंकर प्रसाद ज्ञवाली,64,पुरुष,रूपन्देही,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
मोजीब अलि मुसलमान,42,पुरुष,रूपन्देही,3,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
सरोज सिंह चौधरी,43,पुरुष,रूपन्देही,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
लाल वहादुर राना,42,पुरुष,रूपन्देही,3,गान्धीवादी पार्टी नेपाल,भेडा
नन्द कुमारी थापा,44,महिला,रूपन्देही,3,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो)
राधेश्‍याम तेली गुप्‍ता,48,पुरुष,रूपन्देही,3,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अन्जना चौधरी थापा,32,महिला,रूपन्देही,3,स्वतन्त्र,काउली
करम हुसेन खान,27,पुरुष,रूपन्देही,3,स्वतन्त्र,कैंची
ख्यामानन्द भुषाल,41,पुरुष,रूपन्देही,3,स्वतन्त्र,व्याडमिन्टन कर्क
गोपाल भण्डारी,43,पुरुष,रूपन्देही,3,स्वतन्त्र,त्रिभुज
जीत बहादुर गुप्‍ता,43,पुरुष,रूपन्देही,3,स्वतन्त्र,चेसगोटी
जुमराती धुनिया मुसलमान,51,पुरुष,रूपन्देही,3,स्वतन्त्र,आसकोट
ठाकुर अधिकारी,53,पुरुष,रूपन्देही,3,स्वतन्त्र,मुढा
तेजिन्द्र मल्ल,57,पुरुष,रूपन्देही,3,स्वतन्त्र,पंखा
दिपक बहादुर दर्जी,46,पुरुष,रूपन्देही,3,स्वतन्त्र,क्याप
दुर्गा लाल शर्मा,62,पुरुष,रूपन्देही,3,स्वतन्त्र,केबल कार
धन बहादुर बस्नेत,46,पुरुष,रूपन्देही,3,स्वतन्त्र,सिरिन्ज
नबाब मुसलमान,44,पुरुष,रूपन्देही,3,स्वतन्त्र,जीप
महेन्द्र यादव,50,पुरुष,रूपन्देही,3,स्वतन्त्र,आँप
मोहम्मदमुर्तजा साह,32,पुरुष,रूपन्देही,3,स्वतन्त्र,शङ्खे किरा
विष्णु बहादुर राना,43,पुरुष,रूपन्देही,3,स्वतन्त्र,बाकस
सचिन राना,47,पुरुष,रूपन्देही,3,स्वतन्त्र,ड्रम सेट
ज्ञान प्रसाद भुर्तेल,71,पुरुष,रूपन्देही,3,स्वतन्त्र,फिरफिरे
प्रमोद कुमार यादव,46,पुरुष,रूपन्देही,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
आशुतोष मिश्र,47,पुरुष,रूपन्देही,4,नेपाली काँग्रेस,रुख
बाबु लाल यादव,65,पुरुष,रूपन्देही,4,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
कन्हैया बनिया,36,पुरुष,रूपन्देही,4,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
अहमददिन मुसलमान,49,पुरुष,रूपन्देही,4,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
सर्वेन्द्र नाथ शुक्ला,76,पुरुष,रूपन्देही,4,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
भोपेन्द्र प्रसाद यादव,40,पुरुष,रूपन्देही,4,जनमत पार्टी,लाउड स्पिकर
कमल कोजु,50,महिला,रूपन्देही,4,नेपाल मजदुर किसान पार्टी,मादल
कर्ण बहादुर गुरुङ,57,पुरुष,रूपन्देही,4,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
जंग बहादुर यादव,53,पुरुष,रूपन्देही,4,नेपाल जनता पार्टी,कमलको फूल
फडिन्द्र तिवारि,43,पुरुष,रूपन्देही,4,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
जुठे दमाई,49,पुरुष,रूपन्देही,4,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
विष्‍णु प्रसाद तिवारी,69,पुरुष,रूपन्देही,4,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
सुदर्शन अहिर,56,पुरुष,रूपन्देही,4,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
ज्योती थापा,47,महिला,रूपन्देही,4,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अदालत चाई,68,पुरुष,रूपन्देही,4,स्वतन्त्र,काउली
मोहम्मद आरिफ मुसलमान खान,34,पुरुष,रूपन्देही,4,स्वतन्त्र,मसी
रमेश कुर्मी,45,पुरुष,रूपन्देही,4,स्वतन्त्र,फिरफिरे
राधे श्‍याम वनिया,37,पुरुष,रूपन्देही,4,स्वतन्त्र,जीप
विनय कुमार चौधरी,29,पुरुष,रूपन्देही,4,स्वतन्त्र,आँप
विश्‍व नाथ शर्मा,45,पुरुष,रूपन्देही,4,स्वतन्त्र,ट्रफी
शसिकला पाण्डेय,35,महिला,रूपन्देही,4,स्वतन्त्र,क्याल्कुलेटर
खिम लाल भट्टराई,55,पुरुष,रूपन्देही,5,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
भरत कुमार शाह,71,पुरुष,रूपन्देही,5,नेपाली काँग्रेस,रुख
मुहम्मद वकील मुसलमान,57,पुरुष,रूपन्देही,5,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
तौफिक अहमद खान,38,पुरुष,रूपन्देही,5,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
मिन प्रसाद घिमिरे,67,पुरुष,रूपन्देही,5,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
मुहम्मद बहिद फकिर,44,पुरुष,रूपन्देही,5,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
ओम प्रकाश यादव,45,पुरुष,रूपन्देही,5,जनमत पार्टी,लाउड स्पिकर
जगीलाल थापा,44,पुरुष,रूपन्देही,5,नेपाल मजदुर किसान पार्टी,मादल
जयश्वर रेग्मी,74,पुरुष,रूपन्देही,5,राष्ट्रिय जनमोर्चा,गिलास
सुनिल चौधरी थारु,31,पुरुष,रूपन्देही,5,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
इन्‍द्र बहादुर नेपाली,64,पुरुष,रूपन्देही,5,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
केशु रासकोटी मगर,39,महिला,रूपन्देही,5,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
शिवलाल विश्वकर्मा,41,पुरुष,रूपन्देही,5,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
विष्णु प्रसाद भट्टराई,50,पुरुष,रूपन्देही,5,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
चन्दा थापा,47,महिला,रूपन्देही,5,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
केशव भट्टराई ,36,पुरुष,रूपन्देही,5,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
बिरेन्द्र कुमार धोवी,42,पुरुष,रूपन्देही,5,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो)
राजु श्रेष्‍ठ,31,पुरुष,रूपन्देही,5,नेपाल जनसेवा पार्टी,सेतो र कालो रङगको जुत्ता
खेम प्रसाद गुरुङ्,59,पुरुष,रूपन्देही,5,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
जगदीश यादव,37,पुरुष,रूपन्देही,5,स्वतन्त्र,पेट्रोल पम्प
जय नारायण काफ्ले,81,पुरुष,रूपन्देही,5,स्वतन्त्र,ठेकी
धिरेन्द्र प्रसाद चौधरी,43,पुरुष,रूपन्देही,5,स्वतन्त्र,नरिवल
बसन्त कुमार यादव,25,पुरुष,रूपन्देही,5,स्वतन्त्र,पाण्डा
बसन्ती चमार,61,महिला,रूपन्देही,5,स्वतन्त्र,सिरिन्ज
लक्ष्‍मण बहादुर नेपाल,56,पुरुष,रूपन्देही,5,स्वतन्त्र,आँप
विक्रम प्रसाद यादव,56,पुरुष,रूपन्देही,5,स्वतन्त्र,क्यामरा
सकिल अहमद खा,42,पुरुष,रूपन्देही,5,स्वतन्त्र,कैंची
विश्राम प्रसाद चौधरी,58,पुरुष,कपिलबस्तु,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
अतहर कमाल मुसलमान,55,पुरुष,कपिलबस्तु,1,नेपाली काँग्रेस,रुख
कृष्ण बहादुर कुँवर,55,पुरुष,कपिलबस्तु,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
मोहन लाल आचार्य,53,पुरुष,कपिलबस्तु,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
शत्रुघन बिलास सिंह कुर्मी,48,पुरुष,कपिलबस्तु,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
बब्बु सिंह यादव,30,पुरुष,कपिलबस्तु,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
नरेन्‍द्र प्रसाद चौधरी,55,पुरुष,कपिलबस्तु,1,जनमत पार्टी,लाउड स्पिकर
माधव भाट,45,पुरुष,कपिलबस्तु,1,राष्ट्रिय जनमोर्चा,गिलास
केशर बहादुर सूर्यवंशी,43,पुरुष,कपिलबस्तु,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
मनोज कुमार शुक्ल,36,पुरुष,कपिलबस्तु,1,नेपाल जनता पार्टी,कमलको फूल
दरोगा प्रसाद कुर्मी,67,पुरुष,कपिलबस्तु,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
संघ प्रसाद थारु,56,पुरुष,कपिलबस्तु,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
नुमा बि.क,40,महिला,कपिलबस्तु,1,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको
जयवन्त विक्रम शाह,66,पुरुष,कपिलबस्तु,1,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण
भग्गु प्रसाद चौधरी थारु,56,पुरुष,कपिलबस्तु,1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो)
निसार अहमद मुसलमान,40,पुरुष,कपिलबस्तु,1,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल
अब्दुल्लाह मुसलमान,42,पुरुष,कपिलबस्तु,1,राष्ट्रिय जनमत पार्टी,बुल्डोजर
रबिन कार्की,29,पुरुष,कपिलबस्तु,1,नेपाल जनसेवा पार्टी,सेतो र कालो रङगको जुत्ता
शिव बहादुर दर्जी,37,पुरुष,कपिलबस्तु,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अब्दुल रहमान -,45,पुरुष,कपिलबस्तु,1,स्वतन्त्र,कैंची
आशिष शर्मा,46,पुरुष,कपिलबस्तु,1,स्वतन्त्र,जीप
कल्याण टण्‍डन,48,पुरुष,कपिलबस्तु,1,स्वतन्त्र,त्रिभुज
कैसर जहा भन्ने सकिना मुस्लीम​,37,महिला,कपिलबस्तु,1,स्वतन्त्र,प्रेसर कुकर
चन्द्र कुमार बढई,29,पुरुष,कपिलबस्तु,1,स्वतन्त्र,पानीको फिल्टर
धर्मेन्दर पासी,36,पुरुष,कपिलबस्तु,1,स्वतन्त्र,हजारी
नरेन्द्र वहादुर वेल्बासे,59,पुरुष,कपिलबस्तु,1,स्वतन्त्र,पंखा
प्रकाश भुसाल,45,पुरुष,कपिलबस्तु,1,स्वतन्त्र,सिरिन्ज
माधव प्रसाद खनाल  (उपाध्याय),57,पुरुष,कपिलबस्तु,1,स्वतन्त्र,आँप
राम गोपाल कुर्मी,61,पुरुष,कपिलबस्तु,1,स्वतन्त्र,रिक्सा
राम नारायण थारु,53,पुरुष,कपिलबस्तु,1,स्वतन्त्र,स्टुल
वुद्धि नाथ पोखरेल,47,पुरुष,कपिलबस्तु,1,स्वतन्त्र,क्याप
शंकर भाटक्षेत्री,43,पुरुष,कपिलबस्तु,1,स्वतन्त्र,बाकस
सुरेन्द्र कुमार शुक्ल,50,पुरुष,कपिलबस्तु,1,स्वतन्त्र,हारमोनियम
सुर्य प्रसाद बराल,52,पुरुष,कपिलबस्तु,1,स्वतन्त्र,मुढा
द‍ृग नरायण पाण्‍डेय,63,पुरुष,कपिलबस्तु,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
सुरेन्द्र राज आचार्य,67,पुरुष,कपिलबस्तु,2,नेपाली काँग्रेस,रुख
बृजेश कुमार गुप्‍त,55,पुरुष,कपिलबस्तु,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
विक्रम थापा,63,पुरुष,कपिलबस्तु,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
विष्णु प्रसाद भण्डारी,46,पुरुष,कपिलबस्तु,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
राम नेवास यादव,49,पुरुष,कपिलबस्तु,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
मुरली कुर्मी,65,पुरुष,कपिलबस्तु,2,जनमत पार्टी,लाउड स्पिकर
लक्ष्मी कुमारी मण्डारी,54,महिला,कपिलबस्तु,2,राष्ट्रिय जनमोर्चा,गिलास
पिन बहादुर दर्जी,39,पुरुष,कपिलबस्तु,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
शेष नारायण शुक्ल,34,पुरुष,कपिलबस्तु,2,नेपाल जनता पार्टी,कमलको फूल
बुद्धि बहादुर सारु थापा,63,पुरुष,कपिलबस्तु,2,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
राज मंगल थारु,54,पुरुष,कपिलबस्तु,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
राम चन्द्र कोरी,48,पुरुष,कपिलबस्तु,2,सार्वभौम नागरिक पार्टी,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र
जामवन्ती भूज,44,महिला,कपिलबस्तु,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
