CandidateName,AGE_YR,Gender,DistrictName,ConstName,PoliticalPartyName,SymbolName
आलम कवारि,39,पुरुष,महोत्तरी,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
राकेश मण्डल,42,पुरुष,महोत्तरी,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
तुफान नट,48,पुरुष,महोत्तरी,2,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल
रमण कुमार कर्ण,50,पुरुष,महोत्तरी,2,जनादेश पार्टी नेपाल(एकल चुनाव चिन्ह),मोबाइल
अघनु पासमान,74,पुरुष,महोत्तरी,2,स्वतन्त्र,प्रेसर कुकर
इन्‍द्रेश सहनी मलाह,31,पुरुष,महोत्तरी,2,स्वतन्त्र,सिरिन्ज
जय किशोर साह,70,पुरुष,महोत्तरी,2,स्वतन्त्र,क्यामरा
जिवेन्‍द्र यादव,39,पुरुष,महोत्तरी,2,स्वतन्त्र,कैंची
दिलिप कुमार यादव,30,पुरुष,महोत्तरी,2,स्वतन्त्र,आँप
दुलरी देवी थारु,63,महिला,महोत्तरी,2,स्वतन्त्र,मुढा
धनजय कुमार हाथी,33,पुरुष,महोत्तरी,2,स्वतन्त्र,जीप
प्रविण कुमार यादव,34,पुरुष,महोत्तरी,2,स्वतन्त्र,ग्याँस चुलो
बसन्त कुमार यादव,36,पुरुष,महोत्तरी,2,स्वतन्त्र,सोफा
बिनिता देवी चौधरी,47,महिला,महोत्तरी,2,स्वतन्त्र,झोला
भरत यादव,36,पुरुष,महोत्तरी,2,स्वतन्त्र,केबल कार
महंथ सदा,44,पुरुष,महोत्तरी,2,स्वतन्त्र,स्टुल
महेश कुमार यादव,32,पुरुष,महोत्तरी,2,स्वतन्त्र,त्रिभुज
राज गुरु यादव,26,पुरुष,महोत्तरी,2,स्वतन्त्र,नेलकटर
राजेश प्रसाद साह,43,पुरुष,महोत्तरी,2,स्वतन्त्र,व्याडमिन्टन कर्क
रेशमा देवी,40,महिला,महोत्तरी,2,स्वतन्त्र,कप र प्लेट
ललिता कुमारी मुसहर,37,महिला,महोत्तरी,2,स्वतन्त्र,आरी
विके आजाद दास,46,पुरुष,महोत्तरी,2,स्वतन्त्र,मसी
सकिन्‍दर महरा,35,पुरुष,महोत्तरी,2,स्वतन्त्र,चेसगोटी
सतिश साह तेली,59,पुरुष,महोत्तरी,2,स्वतन्त्र,हेल्मेट
सत्‍य नारायन साह,40,पुरुष,महोत्तरी,2,स्वतन्त्र,नरिवल
श्री राम सिंह दनुवार,41,पुरुष,महोत्तरी,2,स्वतन्त्र,दूरबिन
मनोज कुमार सिंह,54,पुरुष,महोत्तरी,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
बजरंग नेपाली,59,पुरुष,महोत्तरी,3,नेपाली काँग्रेस,रुख
राजकिशोर साह मेहत्तरी सुडी,69,पुरुष,महोत्तरी,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
उज्‍ज्‍वल कुमार झा,33,पुरुष,महोत्तरी,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
राजेश्वर रा्य,58,पुरुष,महोत्तरी,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
मिनाक्षी ठाकुर,41,महिला,महोत्तरी,3,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
अरविन्द ठाकुर,48,पुरुष,महोत्तरी,3,जनमत पार्टी,लाउड स्पिकर
विनय कुमार मिश्र,73,पुरुष,महोत्तरी,3,नेपाल जनता पार्टी,कमलको फूल
धिरेन्द्र कुमार शर्मा,54,पुरुष,महोत्तरी,3,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
रजनिश राज पण्डेय,25,पुरुष,महोत्तरी,3,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख
मो.साविर नूरि,39,पुरुष,महोत्तरी,3,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
रंजित कुमार साह,30,पुरुष,महोत्तरी,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
मुहमद रिजवान,58,पुरुष,महोत्तरी,3,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस
मुस्ताक अहमद अंसारी,46,पुरुष,महोत्तरी,3,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल
कैलाश महत्तो,53,पुरुष,महोत्तरी,3,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अजय कुमार महतो,54,पुरुष,महोत्तरी,3,स्वतन्त्र,केराको काइँयो
घनश्याम झा,64,पुरुष,महोत्तरी,3,स्वतन्त्र,मसी
नईम राईन,63,पुरुष,महोत्तरी,3,स्वतन्त्र,मुढा
नागेन्‍द्र ठाकुर,53,पुरुष,महोत्तरी,3,स्वतन्त्र,स्टुल
पवन कुमार यादव,55,पुरुष,महोत्तरी,3,स्वतन्त्र,प्रेसर कुकर
पंकज कुमार पाण्डेय,33,पुरुष,महोत्तरी,3,स्वतन्त्र,त्रिभुज
बिजय कुमार मंडल,44,पुरुष,महोत्तरी,3,स्वतन्त्र,गुलेली
बेचन प्रसाद मेहतरी,67,पुरुष,महोत्तरी,3,स्वतन्त्र,ग्याँस चुलो
बेचन मण्‍डल,63,पुरुष,महोत्तरी,3,स्वतन्त्र,कैंची
मुकेश राय,46,पुरुष,महोत्तरी,3,स्वतन्त्र,फर्सी
मोहन चौधरी,50,पुरुष,महोत्तरी,3,स्वतन्त्र,नरिवल
मोहम्मद फिरोज असारी,25,पुरुष,महोत्तरी,3,स्वतन्त्र,काउली
रमण कुमार ठाकुर,45,पुरुष,महोत्तरी,3,स्वतन्त्र,पंखा
राकेश कुमार साह,48,पुरुष,महोत्तरी,3,स्वतन्त्र,क्याप
राज किशोर यादव,48,पुरुष,महोत्तरी,3,स्वतन्त्र,रिक्सा
राज नन्‍दन राय यादव,64,पुरुष,महोत्तरी,3,स्वतन्त्र,जीप
राम आधार कापर,55,पुरुष,महोत्तरी,3,स्वतन्त्र,आँप
रामचन्द्र पासमान,55,पुरुष,महोत्तरी,3,स्वतन्त्र,पेन्चिस
रंजन कुमार झा,33,पुरुष,महोत्तरी,3,स्वतन्त्र,ट्रफी
रंजय कुमार मिश्र,54,पुरुष,महोत्तरी,3,स्वतन्त्र,कप र प्लेट
ववि कुमारी,37,महिला,महोत्तरी,3,स्वतन्त्र,क्याल्कुलेटर
शम्भु कापर,47,पुरुष,महोत्तरी,3,स्वतन्त्र,चेसगोटी
श्‍याम किशोर सिंह,56,पुरुष,महोत्तरी,3,स्वतन्त्र,अनार
सतिश कुमार शर्मा,38,पुरुष,महोत्तरी,3,स्वतन्त्र,पेट्रोल पम्प
सुरेश कुमार साह,48,पुरुष,महोत्तरी,3,स्वतन्त्र,सिरिन्ज
हरि नारायण यादव,63,पुरुष,महोत्तरी,3,स्वतन्त्र,व्याडमिन्टन कर्क
निलम अधिकारी,43,महिला,महोत्तरी,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
महेन्‍द्र कुमार राय,66,पुरुष,महोत्तरी,4,नेपाली काँग्रेस,रुख
भरत प्रसाद शाह,53,पुरुष,महोत्तरी,4,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
गौरी कुमारी,54,महिला,महोत्तरी,4,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
सुनिल कुमार सिंह,56,पुरुष,महोत्तरी,4,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
सुरेन्‍द्र कुमार यादव,54,पुरुष,महोत्तरी,4,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
मनोज कुमार साह,50,पुरुष,महोत्तरी,4,जनमत पार्टी,लाउड स्पिकर
सुमित्रा कुमारी,43,महिला,महोत्तरी,4,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
रासबिहारी मण्‍डल,57,पुरुष,महोत्तरी,4,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
कमलेश कुमार भण्डारी,31,पुरुष,महोत्तरी,4,राष्ट्रिय जनता पार्टी नेपाल,दायाँ हातले समातेको मसाल
अमित कुमार सिंह,36,पुरुष,महोत्तरी,4,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
सिलम देवी यादव,38,महिला,महोत्तरी,4,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
शिव शंकर कुमार  शर्मा,26,पुरुष,महोत्तरी,4,"जनता लोकतान्त्रिक पार्टी, नेपाल",भैँसी
अजय कुमार यादव,37,पुरुष,महोत्तरी,4,स्वतन्त्र,कङ्‌गारु
इन्‍द्र जीत दास,42,पुरुष,महोत्तरी,4,स्वतन्त्र,सिरिन्ज
गणेश ठाकुर लोहार,52,पुरुष,महोत्तरी,4,स्वतन्त्र,मसी
गंगा प्रसाद यादब,27,पुरुष,महोत्तरी,4,स्वतन्त्र,हेल्मेट
दिपेन्‍द्र कुमार यादव,50,पुरुष,महोत्तरी,4,स्वतन्त्र,रिक्सा
बिकाउ साह,51,पुरुष,महोत्तरी,4,स्वतन्त्र,मुढा
मनोज कुमार यादव,41,पुरुष,महोत्तरी,4,स्वतन्त्र,क्याप
महिन्दर पासमान,51,पुरुष,महोत्तरी,4,स्वतन्त्र,नरिवल
रमिना खातुन,38,महिला,महोत्तरी,4,स्वतन्त्र,झोला
राज नारायण यादब,62,पुरुष,महोत्तरी,4,स्वतन्त्र,त्रिभुज
राजन पासवान,30,पुरुष,महोत्तरी,4,स्वतन्त्र,हेडफोन
राजेन्‍द्र मण्‍डल खतबे,55,पुरुष,महोत्तरी,4,स्वतन्त्र,आँप
राम विनोद यादव,48,पुरुष,महोत्तरी,4,स्वतन्त्र,दूरबिन
रिजबाना खातुन,30,महिला,महोत्तरी,4,स्वतन्त्र,क्यामरा
विजय कुमार साह,41,पुरुष,महोत्तरी,4,स्वतन्त्र,ट्रफी
विनोद कुमार मंडल,27,पुरुष,महोत्तरी,4,स्वतन्त्र,चेसगोटी
शान्ति देवी,37,महिला,महोत्तरी,4,स्वतन्त्र,तिलहरी
सत्‍यनारायण महरा,58,पुरुष,महोत्तरी,4,स्वतन्त्र,स्टाप्लर
सिंहेश्वर खत्बे,68,पुरुष,महोत्तरी,4,स्वतन्त्र,बाकस
सुकेश कुमार यादव,26,पुरुष,महोत्तरी,4,स्वतन्त्र,पेट्रोल पम्प
संजय यादव,38,पुरुष,महोत्तरी,4,स्वतन्त्र,जीप
हरदेब महरा चमार,61,पुरुष,महोत्तरी,4,स्वतन्त्र,पंखा
हरिश्चन्द्र ठाकुर,54,पुरुष,महोत्तरी,4,स्वतन्त्र,भँगेरा
मनोज कुमार देबकोटा,54,पुरुष,सर्लाही,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
शम्भु लाल श्रेष्ठ,64,पुरुष,सर्लाही,1,नेपाली काँग्रेस,रुख
प्रमोद साह,47,पुरुष,सर्लाही,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
नितिमा भण्डारी (कार्की),43,महिला,सर्लाही,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
सुर्य नारायण राय यादव,68,पुरुष,सर्लाही,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
राम प्रकाश चौधरी,61,पुरुष,सर्लाही,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
श्रीन्जय महतो,34,पुरुष,सर्लाही,1,जनमत पार्टी,लाउड स्पिकर
रमाकान्त कापर,54,पुरुष,सर्लाही,1,नेपाल मजदुर किसान पार्टी,मादल
लुमडी प्रसाद धिमाल,57,पुरुष,सर्लाही,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
अमृत लाल वोम्जन,53,पुरुष,सर्लाही,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
जितेन्द्र प्रसाद साह रौनियार,62,पुरुष,सर्लाही,1,नेपाल जनता संरक्षण पार्टी,डोको
इनरजीत साह तेली,44,पुरुष,सर्लाही,1,नेपाल जनता पार्टी,कमलको फूल
सुमन हरि अधिकारी,33,पुरुष,सर्लाही,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
छत्र बहादुर डुम्जन,59,पुरुष,सर्लाही,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
राजा राम पासवान,50,पुरुष,सर्लाही,1,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),बस
टेक बहादुर श्रेष्ठ,30,पुरुष,सर्लाही,1,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण
विकाश कुमार ठाकुर,34,पुरुष,सर्लाही,1,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
तैयव मन्सुर,43,पुरुष,सर्लाही,1,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल
मो. अस्‍फाक,61,पुरुष,सर्लाही,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अरुण कुमार महत्तो  सुडी,59,पुरुष,सर्लाही,1,स्वतन्त्र,कैंची
गम्भीर हरी अधिकारी,35,पुरुष,सर्लाही,1,स्वतन्त्र,मुढा
भरत  चौधरी ,48,पुरुष,सर्लाही,1,स्वतन्त्र,कप र प्लेट
माधो पासवान दुसाध,39,पुरुष,सर्लाही,1,स्वतन्त्र,क्यामरा
मोहन पासवान,33,पुरुष,सर्लाही,1,स्वतन्त्र,जीप
राम कलास,54,पुरुष,सर्लाही,1,स्वतन्त्र,स्टुल
राम दुलार महतो,34,पुरुष,सर्लाही,1,स्वतन्त्र,आँप
रामपरिक्षण यादव,44,पुरुष,सर्लाही,1,स्वतन्त्र,भँगेरा
रेवत कुमार अधिकारी,44,पुरुष,सर्लाही,1,स्वतन्त्र,चेसगोटी
नागेश्‍वर साह,46,पुरुष,सर्लाही,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
डा.सरोज कुमार,44,पुरुष,सर्लाही,2,नेपाली काँग्रेस,रुख
महिन्द्र राय यादव,88,पुरुष,सर्लाही,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
रबिन महतो,38,पुरुष,सर्लाही,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
राज किशोर राय यादव,57,पुरुष,सर्लाही,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
भरत चौधरी,41,पुरुष,सर्लाही,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
विपीन कापर,60,पुरुष,सर्लाही,2,जनमत पार्टी,लाउड स्पिकर
राम नरेश राम,47,पुरुष,सर्लाही,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
उमेश कुमार सिंह,61,पुरुष,सर्लाही,2,गतिशील लोकतान्त्रिक पार्टी,ब्याट्री
कृष्ण यादव,27,पुरुष,सर्लाही,2,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख
चन्ेश्वर साह,37,पुरुष,सर्लाही,2,युनाईटेड नेपाल डिमोक्रयाटीक पार्टी,पुरुष
रजी अहमद,34,पुरुष,सर्लाही,2,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस
राजेन्द्र महतो,67,पुरुष,सर्लाही,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
चन्द्र भुषण साह,33,पुरुष,सर्लाही,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अब्दुल कुदुस मंसुरी,31,पुरुष,सर्लाही,2,स्वतन्त्र,सोफा
कंचन चौधरी,34,महिला,सर्लाही,2,स्वतन्त्र,त्रिभुज
गुन्जेश्‍वर प्रसाद शाह,58,पुरुष,सर्लाही,2,स्वतन्त्र,प्रेसर कुकर
तेज नारायण मुसहर,56,पुरुष,सर्लाही,2,स्वतन्त्र,मुढा
दिपेश कुमार यादव,25,पुरुष,सर्लाही,2,स्वतन्त्र,सिरिन्ज
नागेन्द्र चौधरी,27,पुरुष,सर्लाही,2,स्वतन्त्र,दूरबिन
मनोज कुमार  यादव,35,पुरुष,सर्लाही,2,स्वतन्त्र,पंखा
मनोज कुमार यादव,35,पुरुष,सर्लाही,2,स्वतन्त्र,आँप
मनोज कुमार राय,40,पुरुष,सर्लाही,2,स्वतन्त्र,ट्रफी
राम अधिन राय,70,पुरुष,सर्लाही,2,स्वतन्त्र,कप र प्लेट
राम केवल राय,44,पुरुष,सर्लाही,2,स्वतन्त्र,व्याडमिन्टन कर्क
राम नाथ साह,45,पुरुष,सर्लाही,2,स्वतन्त्र,टि टेवल
राम नारायण राय,54,पुरुष,सर्लाही,2,स्वतन्त्र,जीप
रामबावु राय,47,पुरुष,सर्लाही,2,स्वतन्त्र,भँगेरा
विकाउ राय,48,पुरुष,सर्लाही,2,स्वतन्त्र,हारमोनियम
विरेन्द्र ठाकुर लोहार,46,पुरुष,सर्लाही,2,स्वतन्त्र,क्यामरा
सत्य नारायण चौधरी कलवार,62,पुरुष,सर्लाही,2,स्वतन्त्र,क्याल्कुलेटर
हरि प्रसाद उप्रेती,58,पुरुष,सर्लाही,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
विनोद कुमार खनाल,60,पुरुष,सर्लाही,3,नेपाली काँग्रेस,रुख
नारायण काजी श्रेष्‍ठ,66,पुरुष,सर्लाही,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
नरेन्द्र साह कलवार,53,पुरुष,सर्लाही,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
ढोलराम बारकोटी,45,पुरुष,सर्लाही,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
जय प्रकश राय,44,पुरुष,सर्लाही,3,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
सुनिल प्रसाद गुप्ता,44,पुरुष,सर्लाही,3,जनमत पार्टी,लाउड स्पिकर
रमा कोइराला,39,महिला,सर्लाही,3,नेपाल मजदुर किसान पार्टी,मादल
सबिउल शेष,30,पुरुष,सर्लाही,3,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
वीर बहादुर रुम्बा,36,पुरुष,सर्लाही,3,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
पवन कुमार महतो,37,पुरुष,सर्लाही,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
त्रिभुवन कुमार सिंह,52,पुरुष,सर्लाही,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
राम बहादुर महतो कोइरी,53,पुरुष,सर्लाही,3,प्रजातान्त्रिक पार्टी नेपाल,रथ
शिवदयाल महरा,40,पुरुष,सर्लाही,3,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),बस
महेश राज दाहाल,53,पुरुष,सर्लाही,3,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
अनिल कुमार यादव,30,पुरुष,सर्लाही,3,स्वतन्त्र,क्यामरा
उमेश कुमार राय,32,पुरुष,सर्लाही,3,स्वतन्त्र,टि टेवल
कृष्णा  कुमार  शाह,25,पुरुष,सर्लाही,3,स्वतन्त्र,क्याप
कृष्‍ण नन्दन राय,60,पुरुष,सर्लाही,3,स्वतन्त्र,आँप
चन्दन राजवंशी,25,पुरुष,सर्लाही,3,स्वतन्त्र,प्रेसर कुकर
जय लाल सहनी,63,पुरुष,सर्लाही,3,स्वतन्त्र,दूरबिन
डम्वर बहादुर खड्का,27,पुरुष,सर्लाही,3,स्वतन्त्र,बदेल
तजविज भण्डारी,27,पुरुष,सर्लाही,3,स्वतन्त्र,झोला
प्रमोद कुमार साह,36,पुरुष,सर्लाही,3,स्वतन्त्र,पंखा
प्रमोद भट्टराई,50,पुरुष,सर्लाही,3,स्वतन्त्र,रिक्सा
बैजु साह,45,पुरुष,सर्लाही,3,स्वतन्त्र,तिलहरी
मुकेश कुमार राय,39,पुरुष,सर्लाही,3,स्वतन्त्र,गुलेली
युवराज पाख्रिन,51,पुरुष,सर्लाही,3,स्वतन्त्र,व्याडमिन्टन कर्क
युवराज लुईटेल,54,पुरुष,सर्लाही,3,स्वतन्त्र,सिरिन्ज
राम चन्द्र चमार,65,पुरुष,सर्लाही,3,स्वतन्त्र,भँगेरा
राम पृत महरा,58,पुरुष,सर्लाही,3,स्वतन्त्र,खाम
लक्ष्मी कुमारी अधिकारी,44,महिला,सर्लाही,3,स्वतन्त्र,ठेकी
लोक बहादुर दर्लामी,60,पुरुष,सर्लाही,3,स्वतन्त्र,बिरालो
सन्दिप थापा,28,पुरुष,सर्लाही,3,स्वतन्त्र,जीप
अमनिश कुमार यादव,27,पुरुष,सर्लाही,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
गगन कुमार थापा,49,पुरुष,सर्लाही,4,नेपाली काँग्रेस,रुख
रजनिस राय,32,पुरुष,सर्लाही,4,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
अमरेश कुमार सिह,55,पुरुष,सर्लाही,4,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
प्रदीप कुमार झा,46,पुरुष,सर्लाही,4,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
रामेश्‍वर राय यादव,70,पुरुष,सर्लाही,4,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
राकेश कुमार मिश्र,52,पुरुष,सर्लाही,4,जनमत पार्टी,लाउड स्पिकर
रामचरित्र सहनी,61,पुरुष,सर्लाही,4,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
रामनाथ  प्रसाद  साह ,42,पुरुष,सर्लाही,4,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
पीताम्वर सिंह कुशवाहा,58,पुरुष,सर्लाही,4,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
हरिनन्दन कुमार रंजन,36,पुरुष,सर्लाही,4,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),बस
उदय कान्‍त मिश्र,55,पुरुष,सर्लाही,4,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
रिंकी कुमारी साह,40,महिला,सर्लाही,4,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अजय ओझा,53,पुरुष,सर्लाही,4,स्वतन्त्र,क्यामरा
अमित रंजन सिंह,37,पुरुष,सर्लाही,4,स्वतन्त्र,पंखा
अम्बुज प्रसाद साह,41,पुरुष,सर्लाही,4,स्वतन्त्र,स्टुल
अरविन्द कुमार ठाकुर,48,पुरुष,सर्लाही,4,स्वतन्त्र,रिक्सा
कमलेश मण्डल,38,पुरुष,सर्लाही,4,स्वतन्त्र,बिरालो
गनेश प्रसाद सिंह,70,पुरुष,सर्लाही,4,स्वतन्त्र,चुलेसी
चुन चुन भण्डारी,48,पुरुष,सर्लाही,4,स्वतन्त्र,झोला
छोटेलाल कुमार यादव,27,पुरुष,सर्लाही,4,स्वतन्त्र,हेल्मेट
जय शंकर सिंह कुशवाहा,33,पुरुष,सर्लाही,4,स्वतन्त्र,दूरबिन
धिरज ठाकुर,33,पुरुष,सर्लाही,4,स्वतन्त्र,सिरिन्ज
नरेन्द्र प्रसाद सिंह,51,पुरुष,सर्लाही,4,स्वतन्त्र,जीप
निलेश कुमार यादव,34,पुरुष,सर्लाही,4,स्वतन्त्र,फर्सी
मधुमाला कुमारी यादव,30,महिला,सर्लाही,4,स्वतन्त्र,क्याप
महेश मंडल धानुक,38,पुरुष,सर्लाही,4,स्वतन्त्र,मुढा
मुकेश प्रसाद कुशवाहा,34,पुरुष,सर्लाही,4,स्वतन्त्र,व्याडमिन्टन कर्क
रमण मिश्र,38,पुरुष,सर्लाही,4,स्वतन्त्र,त्रिभुज
राम प्रवेश यादव,47,पुरुष,सर्लाही,4,स्वतन्त्र,पेट्रोल पम्प
लखेन्द्र महतो,40,पुरुष,सर्लाही,4,स्वतन्त्र,डस्ट बिन
विक्रम यादव,41,पुरुष,सर्लाही,4,स्वतन्त्र,क्याल्कुलेटर
शिव प्रसाद साह,58,पुरुष,सर्लाही,4,स्वतन्त्र,कैंची
शुलपानी झा,31,पुरुष,सर्लाही,4,स्वतन्त्र,पानीको जार
सचित्र सहनी,29,पुरुष,सर्लाही,4,स्वतन्त्र,चेसगोटी
संजिव कुमार पासवान,31,पुरुष,सर्लाही,4,स्वतन्त्र,प्रेसर कुकर
संतोष कुमार निषाद,29,पुरुष,सर्लाही,4,स्वतन्त्र,काउली
ज्ञानेन्द्र प्रसाद कुशवाहा,29,पुरुष,सर्लाही,4,स्वतन्त्र,ट्रफी
प्रेम बहादुर तामाङ,47,पुरुष,रसुवा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
मोहन आचार्य,48,पुरुष,रसुवा,1,नेपाली काँग्रेस,रुख
माधव प्रसाद लामिछाने,48,पुरुष,रसुवा,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
बसन्त भट्ट,31,पुरुष,रसुवा,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
हरि प्रसाद घिमिरे,68,पुरुष,रसुवा,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
दावा साङ्वो तामाङ,38,पुरुष,रसुवा,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
विनोद थिङ,26,पुरुष,रसुवा,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
होम प्रसाद आचार्य,40,पुरुष,रसुवा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
मान बहादुर तमाङ,44,पुरुष,रसुवा,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
चित्र कुमारी देवकोटा,39,महिला,रसुवा,1,स्वतन्त्र,कैंची
दावा मिङमर तामाङ्ग,35,पुरुष,रसुवा,1,स्वतन्त्र,पाण्डा
सागर लामा,32,पुरुष,रसुवा,1,स्वतन्त्र,हेल्मेट
भुमि प्रसाद त्रिपाठी,60,पुरुष,धादिङ,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
कृष्ण रिजाल,43,पुरुष,धादिङ,1,नेपाली काँग्रेस,रुख
राजेन्द्र प्रसाद पाण्डे,69,पुरुष,धादिङ,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
आसिका तामाङ,37,महिला,धादिङ,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
गिता प्रसाद आचार्य,69,पुरुष,धादिङ,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
चन्द्र देवी बासुकला (लासिवा),54,महिला,धादिङ,1,नेपाल मजदुर किसान पार्टी,मादल
राजन प्रसाद रेग्मी,50,पुरुष,धादिङ,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
सुमन तामाङ,32,पुरुष,धादिङ,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
डम्‍बर बहादुर लिम्‍बु,61,पुरुष,धादिङ,1,संयुक्त नागरिक पार्टी,गितार
प्रलाद सिलवाल,30,पुरुष,धादिङ,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
