CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,NepaliSearchQuery,EnglishSearchQuery,PowerSearchQuery,FileSaveName
कर्ण लाल राजवंशि,Krn Lal Rajvnshi,झापा,jhapa,3,"""कर्ण लाल राजवंशि"" since:2025-09-05","""Krn Lal Rajvnshi"" since:2025-09-05","(""कर्ण लाल राजवंशि"" OR ""Krn Lal Rajvnshi"") since:2025-09-05",jhapa_3.csv
चन्द्रकला सावा,Chndrkla Sava,झापा,jhapa,3,"""चन्द्रकला सावा"" since:2025-09-05","""Chndrkla Sava"" since:2025-09-05","(""चन्द्रकला सावा"" OR ""Chndrkla Sava"") since:2025-09-05",jhapa_3.csv
जयेन मगर,Jyen Magar,झापा,jhapa,3,"""जयेन मगर"" since:2025-09-05","""Jyen Magar"" since:2025-09-05","(""जयेन मगर"" OR ""Jyen Magar"") since:2025-09-05",jhapa_3.csv
डिल्लीराम घिमिरे,Dilliram Ghimire,झापा,jhapa,3,"""डिल्लीराम घिमिरे"" since:2025-09-05","""Dilliram Ghimire"" since:2025-09-05","(""डिल्लीराम घिमिरे"" OR ""Dilliram Ghimire"") since:2025-09-05",jhapa_3.csv
दिपक तिम्सिना,Deepak Timsina,झापा,jhapa,3,"""दिपक तिम्सिना"" since:2025-09-05","""Deepak Timsina"" since:2025-09-05","(""दिपक तिम्सिना"" OR ""Deepak Timsina"") since:2025-09-05",jhapa_3.csv
धर्म लक्ष्मी दुवाल (लघु),Dhrm Lkshmi Duval Lghu,झापा,jhapa,3,"""धर्म लक्ष्मी दुवाल (लघु)"" since:2025-09-05","""Dhrm Lkshmi Duval Lghu"" since:2025-09-05","(""धर्म लक्ष्मी दुवाल (लघु)"" OR ""Dhrm Lkshmi Duval Lghu"") since:2025-09-05",jhapa_3.csv
प्रकाश पाठक,Prakash Pathk,झापा,jhapa,3,"""प्रकाश पाठक"" since:2025-09-05","""Prakash Pathk"" since:2025-09-05","(""प्रकाश पाठक"" OR ""Prakash Pathk"") since:2025-09-05",jhapa_3.csv
मानप्रकाश संग्रौला,Manprkash Sngraula,झापा,jhapa,3,"""मानप्रकाश संग्रौला"" since:2025-09-05","""Manprkash Sngraula"" since:2025-09-05","(""मानप्रकाश संग्रौला"" OR ""Manprkash Sngraula"") since:2025-09-05",jhapa_3.csv
याम कुमार श्रेष्ठ,Yam Kumar Shrestha,झापा,jhapa,3,"""याम कुमार श्रेष्ठ"" since:2025-09-05","""Yam Kumar Shrestha"" since:2025-09-05","(""याम कुमार श्रेष्ठ"" OR ""Yam Kumar Shrestha"") since:2025-09-05",jhapa_3.csv
राजेन्द्र कुमार घिमिरे,Rajendra Kumar Ghimire,झापा,jhapa,3,"""राजेन्द्र कुमार घिमिरे"" since:2025-09-05","""Rajendra Kumar Ghimire"" since:2025-09-05","(""राजेन्द्र कुमार घिमिरे"" OR ""Rajendra Kumar Ghimire"") since:2025-09-05",jhapa_3.csv
राजेन्द्र प्रसाद लिङ्देन,Rajendra Prasad Lingden,झापा,jhapa,3,"""राजेन्द्र प्रसाद लिङ्देन"" since:2025-09-05","""Rajendra Prasad Lingden"" since:2025-09-05","(""राजेन्द्र प्रसाद लिङ्देन"" OR ""Rajendra Prasad Lingden"") since:2025-09-05",jhapa_3.csv
विनिता कुमारी राजवंशी,Vinita Kumari Rajvnshi,झापा,jhapa,3,"""विनिता कुमारी राजवंशी"" since:2025-09-05","""Vinita Kumari Rajvnshi"" since:2025-09-05","(""विनिता कुमारी राजवंशी"" OR ""Vinita Kumari Rajvnshi"") since:2025-09-05",jhapa_3.csv
श्यामकृष्ण पाठक,ShyamkृShn Pathk,झापा,jhapa,3,"""श्यामकृष्ण पाठक"" since:2025-09-05","""ShyamkृShn Pathk"" since:2025-09-05","(""श्यामकृष्ण पाठक"" OR ""ShyamkृShn Pathk"") since:2025-09-05",jhapa_3.csv
सन्तोष कटुवाल,Santosh Ktuval,झापा,jhapa,3,"""सन्तोष कटुवाल"" since:2025-09-05","""Santosh Ktuval"" since:2025-09-05","(""सन्तोष कटुवाल"" OR ""Santosh Ktuval"") since:2025-09-05",jhapa_3.csv
हरसलाल राजवंशी,Hrslal Rajvnshi,झापा,jhapa,3,"""हरसलाल राजवंशी"" since:2025-09-05","""Hrslal Rajvnshi"" since:2025-09-05","(""हरसलाल राजवंशी"" OR ""Hrslal Rajvnshi"") since:2025-09-05",jhapa_3.csv
हरी बहादुर राजवंशी,Hri Bahadur Rajvnshi,झापा,jhapa,3,"""हरी बहादुर राजवंशी"" since:2025-09-05","""Hri Bahadur Rajvnshi"" since:2025-09-05","(""हरी बहादुर राजवंशी"" OR ""Hri Bahadur Rajvnshi"") since:2025-09-05",jhapa_3.csv
अमृता देवि राई,AmृTa Devi Rai,झापा,jhapa,4,"""अमृता देवि राई"" since:2025-09-05","""AmृTa Devi Rai"" since:2025-09-05","(""अमृता देवि राई"" OR ""AmृTa Devi Rai"") since:2025-09-05",jhapa_4.csv
किरण लिम्वु  लिङदेन,Kirn Limvu Lingden,झापा,jhapa,4,"""किरण लिम्वु  लिङदेन"" since:2025-09-05","""Kirn Limvu Lingden"" since:2025-09-05","(""किरण लिम्वु  लिङदेन"" OR ""Kirn Limvu Lingden"") since:2025-09-05",jhapa_4.csv
टेक बहादुर अधिकारी,Tek Bahadur Adhikari,झापा,jhapa,4,"""टेक बहादुर अधिकारी"" since:2025-09-05","""Tek Bahadur Adhikari"" since:2025-09-05","(""टेक बहादुर अधिकारी"" OR ""Tek Bahadur Adhikari"") since:2025-09-05",jhapa_4.csv
तारा बहादुर थापा,Tara Bahadur Thapa,झापा,jhapa,4,"""तारा बहादुर थापा"" since:2025-09-05","""Tara Bahadur Thapa"" since:2025-09-05","(""तारा बहादुर थापा"" OR ""Tara Bahadur Thapa"") since:2025-09-05",jhapa_4.csv
तुल्सी लक्ष्मी दुमरु (बाटी),Tulsi Lkshmi Dumru Bati,झापा,jhapa,4,"""तुल्सी लक्ष्मी दुमरु (बाटी)"" since:2025-09-05","""Tulsi Lkshmi Dumru Bati"" since:2025-09-05","(""तुल्सी लक्ष्मी दुमरु (बाटी)"" OR ""Tulsi Lkshmi Dumru Bati"") since:2025-09-05",jhapa_4.csv
त्रीनारायण राजवंशी,Trinarayn Rajvnshi,झापा,jhapa,4,"""त्रीनारायण राजवंशी"" since:2025-09-05","""Trinarayn Rajvnshi"" since:2025-09-05","(""त्रीनारायण राजवंशी"" OR ""Trinarayn Rajvnshi"") since:2025-09-05",jhapa_4.csv
दिलिप धिमाल,Dilip Dhimal,झापा,jhapa,4,"""दिलिप धिमाल"" since:2025-09-05","""Dilip Dhimal"" since:2025-09-05","(""दिलिप धिमाल"" OR ""Dilip Dhimal"") since:2025-09-05",jhapa_4.csv
देउ कुमार थेवे,Deu Kumar Theve,झापा,jhapa,4,"""देउ कुमार थेवे"" since:2025-09-05","""Deu Kumar Theve"" since:2025-09-05","(""देउ कुमार थेवे"" OR ""Deu Kumar Theve"") since:2025-09-05",jhapa_4.csv
पलटन ताजपुरिया,Pltn Tajpuriya,झापा,jhapa,4,"""पलटन ताजपुरिया"" since:2025-09-05","""Pltn Tajpuriya"" since:2025-09-05","(""पलटन ताजपुरिया"" OR ""Pltn Tajpuriya"") since:2025-09-05",jhapa_4.csv
पुरुषोतम चुडाल,Purushotm Chudal,झापा,jhapa,4,"""पुरुषोतम चुडाल"" since:2025-09-05","""Purushotm Chudal"" since:2025-09-05","(""पुरुषोतम चुडाल"" OR ""Purushotm Chudal"") since:2025-09-05",jhapa_4.csv
भक्ति प्रसाद सिटौला,Bhkti Prasad Sitaula,झापा,jhapa,4,"""भक्ति प्रसाद सिटौला"" since:2025-09-05","""Bhkti Prasad Sitaula"" since:2025-09-05","(""भक्ति प्रसाद सिटौला"" OR ""Bhkti Prasad Sitaula"") since:2025-09-05",jhapa_4.csv
लाल प्रसाद साँवा लिम्बू,Lal Prasad Sanva Limbu,झापा,jhapa,4,"""लाल प्रसाद साँवा लिम्बू"" since:2025-09-05","""Lal Prasad Sanva Limbu"" since:2025-09-05","(""लाल प्रसाद साँवा लिम्बू"" OR ""Lal Prasad Sanva Limbu"") since:2025-09-05",jhapa_4.csv
लोथ्रो हेमरम,Lothro Hemrm,झापा,jhapa,4,"""लोथ्रो हेमरम"" since:2025-09-05","""Lothro Hemrm"" since:2025-09-05","(""लोथ्रो हेमरम"" OR ""Lothro Hemrm"") since:2025-09-05",jhapa_4.csv
शम्भु प्रसाद ढकाल,Shmbhu Prasad Dakal,झापा,jhapa,4,"""शम्भु प्रसाद ढकाल"" since:2025-09-05","""Shmbhu Prasad Dakal"" since:2025-09-05","(""शम्भु प्रसाद ढकाल"" OR ""Shmbhu Prasad Dakal"") since:2025-09-05",jhapa_4.csv
सन्तोष तामाङ्ग,Santosh Tamangg,झापा,jhapa,4,"""सन्तोष तामाङ्ग"" since:2025-09-05","""Santosh Tamangg"" since:2025-09-05","(""सन्तोष तामाङ्ग"" OR ""Santosh Tamangg"") since:2025-09-05",jhapa_4.csv
साजन माझी,Sajn Majhi,झापा,jhapa,4,"""साजन माझी"" since:2025-09-05","""Sajn Majhi"" since:2025-09-05","(""साजन माझी"" OR ""Sajn Majhi"") since:2025-09-05",jhapa_4.csv
अमृत रसाइलि,Amrit Rsaili,झापा,jhapa,5,"""अमृत रसाइलि"" since:2025-09-05","""Amrit Rsaili"" since:2025-09-05","(""अमृत रसाइलि"" OR ""Amrit Rsaili"") since:2025-09-05",jhapa_5.csv
अमृतलाल महतो,AmृTlal Mahato,झापा,jhapa,5,"""अमृतलाल महतो"" since:2025-09-05","""AmृTlal Mahato"" since:2025-09-05","(""अमृतलाल महतो"" OR ""AmृTlal Mahato"") since:2025-09-05",jhapa_5.csv
अर्जुन सापकोटा,Arjun Sapkota,झापा,jhapa,5,"""अर्जुन सापकोटा"" since:2025-09-05","""Arjun Sapkota"" since:2025-09-05","(""अर्जुन सापकोटा"" OR ""Arjun Sapkota"") since:2025-09-05",jhapa_5.csv
के.पी शर्मा ओली,Ke Pi Sharma Oli,झापा,jhapa,5,"""के.पी शर्मा ओली"" since:2025-09-05","""Ke Pi Sharma Oli"" since:2025-09-05","(""के.पी शर्मा ओली"" OR ""Ke Pi Sharma Oli"") since:2025-09-05",jhapa_5.csv
खेमनाथ शिवाकोटी,Khemnath Shivakoti,झापा,jhapa,5,"""खेमनाथ शिवाकोटी"" since:2025-09-05","""Khemnath Shivakoti"" since:2025-09-05","(""खेमनाथ शिवाकोटी"" OR ""Khemnath Shivakoti"") since:2025-09-05",jhapa_5.csv
डम्वर शाहु,Dmvr Shahu,झापा,jhapa,5,"""डम्वर शाहु"" since:2025-09-05","""Dmvr Shahu"" since:2025-09-05","(""डम्वर शाहु"" OR ""Dmvr Shahu"") since:2025-09-05",jhapa_5.csv
धर्मराज गुरागाई,Dhrmraj Guragai,झापा,jhapa,5,"""धर्मराज गुरागाई"" since:2025-09-05","""Dhrmraj Guragai"" since:2025-09-05","(""धर्मराज गुरागाई"" OR ""Dhrmraj Guragai"") since:2025-09-05",jhapa_5.csv
धिरेन सुब्बा,Dhiren Subba,झापा,jhapa,5,"""धिरेन सुब्बा"" since:2025-09-05","""Dhiren Subba"" since:2025-09-05","(""धिरेन सुब्बा"" OR ""Dhiren Subba"") since:2025-09-05",jhapa_5.csv
पदम बहादुर जवेगु,Pdm Bahadur Jvegu,झापा,jhapa,5,"""पदम बहादुर जवेगु"" since:2025-09-05","""Pdm Bahadur Jvegu"" since:2025-09-05","(""पदम बहादुर जवेगु"" OR ""Pdm Bahadur Jvegu"") since:2025-09-05",jhapa_5.csv
पुस्कर खतिवडा,Puskr Khtivda,झापा,jhapa,5,"""पुस्कर खतिवडा"" since:2025-09-05","""Puskr Khtivda"" since:2025-09-05","(""पुस्कर खतिवडा"" OR ""Puskr Khtivda"") since:2025-09-05",jhapa_5.csv
प्रकाश नेपाल,Prakash Nepal,झापा,jhapa,5,"""प्रकाश नेपाल"" since:2025-09-05","""Prakash Nepal"" since:2025-09-05","(""प्रकाश नेपाल"" OR ""Prakash Nepal"") since:2025-09-05",jhapa_5.csv
मंधरा चिमरिया,Mndhra Chimriya,झापा,jhapa,5,"""मंधरा चिमरिया"" since:2025-09-05","""Mndhra Chimriya"" since:2025-09-05","(""मंधरा चिमरिया"" OR ""Mndhra Chimriya"") since:2025-09-05",jhapa_5.csv
मातृका भट्टराई,MatृKa Bhattarai,झापा,jhapa,5,"""मातृका भट्टराई"" since:2025-09-05","""MatृKa Bhattarai"" since:2025-09-05","(""मातृका भट्टराई"" OR ""MatृKa Bhattarai"") since:2025-09-05",jhapa_5.csv
रञ्जना गौतम,Rnyjna Gautam,झापा,jhapa,5,"""रञ्जना गौतम"" since:2025-09-05","""Rnyjna Gautam"" since:2025-09-05","(""रञ्जना गौतम"" OR ""Rnyjna Gautam"") since:2025-09-05",jhapa_5.csv
रन्जित तामाङ,Rnjit Tamang,झापा,jhapa,5,"""रन्जित तामाङ"" since:2025-09-05","""Rnjit Tamang"" since:2025-09-05","(""रन्जित तामाङ"" OR ""Rnjit Tamang"") since:2025-09-05",jhapa_5.csv
लक्ष्मी प्रसाद संग्रौला,Lkshmi Prasad Sngraula,झापा,jhapa,5,"""लक्ष्मी प्रसाद संग्रौला"" since:2025-09-05","""Lkshmi Prasad Sngraula"" since:2025-09-05","(""लक्ष्मी प्रसाद संग्रौला"" OR ""Lkshmi Prasad Sngraula"") since:2025-09-05",jhapa_5.csv
वालेन्द्र शाह,Balen Shah,झापा,jhapa,5,"""वालेन्द्र शाह"" since:2025-09-05","""Balen Shah"" since:2025-09-05","(""वालेन्द्र शाह"" OR ""Balen Shah"") since:2025-09-05",jhapa_5.csv
विपुल गुरागाई,Vipul Guragai,झापा,jhapa,5,"""विपुल गुरागाई"" since:2025-09-05","""Vipul Guragai"" since:2025-09-05","(""विपुल गुरागाई"" OR ""Vipul Guragai"") since:2025-09-05",jhapa_5.csv
शोभा भण्डारी,Shobha Bhandari,झापा,jhapa,5,"""शोभा भण्डारी"" since:2025-09-05","""Shobha Bhandari"" since:2025-09-05","(""शोभा भण्डारी"" OR ""Shobha Bhandari"") since:2025-09-05",jhapa_5.csv
संजय राई,Snjy Rai,झापा,jhapa,5,"""संजय राई"" since:2025-09-05","""Snjy Rai"" since:2025-09-05","(""संजय राई"" OR ""Snjy Rai"") since:2025-09-05",jhapa_5.csv
समिर तामाङ्ग,Smir Tamangg,झापा,jhapa,5,"""समिर तामाङ्ग"" since:2025-09-05","""Smir Tamangg"" since:2025-09-05","(""समिर तामाङ्ग"" OR ""Smir Tamangg"") since:2025-09-05",jhapa_5.csv
सविन राई,Svin Rai,झापा,jhapa,5,"""सविन राई"" since:2025-09-05","""Svin Rai"" since:2025-09-05","(""सविन राई"" OR ""Svin Rai"") since:2025-09-05",jhapa_5.csv
सान बहादुर मेचे,San Bahadur Meche,झापा,jhapa,5,"""सान बहादुर मेचे"" since:2025-09-05","""San Bahadur Meche"" since:2025-09-05","(""सान बहादुर मेचे"" OR ""San Bahadur Meche"") since:2025-09-05",jhapa_5.csv
सुशान्त साम्पङ राइ,Sushant Sampng Rai,झापा,jhapa,5,"""सुशान्त साम्पङ राइ"" since:2025-09-05","""Sushant Sampng Rai"" since:2025-09-05","(""सुशान्त साम्पङ राइ"" OR ""Sushant Sampng Rai"") since:2025-09-05",jhapa_5.csv
ज्ञान बहादुर शाही,Jnyan Bahadur Shahi,जुम्ला,jumla,1,"""ज्ञान बहादुर शाही"" since:2025-09-05","""Jnyan Bahadur Shahi"" since:2025-09-05","(""ज्ञान बहादुर शाही"" OR ""Jnyan Bahadur Shahi"") since:2025-09-05",jumla_1.csv
दिप बहादुर शाही,Dip Bahadur Shahi,जुम्ला,jumla,1,"""दिप बहादुर शाही"" since:2025-09-05","""Dip Bahadur Shahi"" since:2025-09-05","(""दिप बहादुर शाही"" OR ""Dip Bahadur Shahi"") since:2025-09-05",jumla_1.csv
नरेश भण्‍डारी,Nresh Bhn Dari,जुम्ला,jumla,1,"""नरेश भण्‍डारी"" since:2025-09-05","""Nresh Bhn Dari"" since:2025-09-05","(""नरेश भण्‍डारी"" OR ""Nresh Bhn Dari"") since:2025-09-05",jumla_1.csv
बिनिता कठायत,Binita Kthayt,जुम्ला,jumla,1,"""बिनिता कठायत"" since:2025-09-05","""Binita Kthayt"" since:2025-09-05","(""बिनिता कठायत"" OR ""Binita Kthayt"") since:2025-09-05",jumla_1.csv
बिर्ष बहादुर रावत,Birsh Bahadur Ravt,जुम्ला,jumla,1,"""बिर्ष बहादुर रावत"" since:2025-09-05","""Birsh Bahadur Ravt"" since:2025-09-05","(""बिर्ष बहादुर रावत"" OR ""Birsh Bahadur Ravt"") since:2025-09-05",jumla_1.csv
भक्त बहादुर रावल,Bhkt Bahadur Rawal,जुम्ला,jumla,1,"""भक्त बहादुर रावल"" since:2025-09-05","""Bhkt Bahadur Rawal"" since:2025-09-05","(""भक्त बहादुर रावल"" OR ""Bhkt Bahadur Rawal"") since:2025-09-05",jumla_1.csv
मनऋषि धिताल,MnऋShi Dhital,जुम्ला,jumla,1,"""मनऋषि धिताल"" since:2025-09-05","""MnऋShi Dhital"" since:2025-09-05","(""मनऋषि धिताल"" OR ""MnऋShi Dhital"") since:2025-09-05",jumla_1.csv
रनील विक्रम शाही,Rnil Vikrm Shahi,जुम्ला,jumla,1,"""रनील विक्रम शाही"" since:2025-09-05","""Rnil Vikrm Shahi"" since:2025-09-05","(""रनील विक्रम शाही"" OR ""Rnil Vikrm Shahi"") since:2025-09-05",jumla_1.csv
विर्ख बहादुर शाही,Virkh Bahadur Shahi,जुम्ला,jumla,1,"""विर्ख बहादुर शाही"" since:2025-09-05","""Virkh Bahadur Shahi"" since:2025-09-05","(""विर्ख बहादुर शाही"" OR ""Virkh Bahadur Shahi"") since:2025-09-05",jumla_1.csv
शान्ति लाल महत,Shanti Lal Mahat,जुम्ला,jumla,1,"""शान्ति लाल महत"" since:2025-09-05","""Shanti Lal Mahat"" since:2025-09-05","(""शान्ति लाल महत"" OR ""Shanti Lal Mahat"") since:2025-09-05",jumla_1.csv
अरुण ठकुल्ला,Arun Thkulla,कैलाली,kailali,1,"""अरुण ठकुल्ला"" since:2025-09-05","""Arun Thkulla"" since:2025-09-05","(""अरुण ठकुल्ला"" OR ""Arun Thkulla"") since:2025-09-05",kailali_1.csv
कोमल ज्ञवाली,Koml Jnyvali,कैलाली,kailali,1,"""कोमल ज्ञवाली"" since:2025-09-05","""Koml Jnyvali"" since:2025-09-05","(""कोमल ज्ञवाली"" OR ""Koml Jnyvali"") since:2025-09-05",kailali_1.csv
जनक राज शाह,Jnk Raj Shah,कैलाली,kailali,1,"""जनक राज शाह"" since:2025-09-05","""Jnk Raj Shah"" since:2025-09-05","(""जनक राज शाह"" OR ""Jnk Raj Shah"") since:2025-09-05",kailali_1.csv
जनकराज चौधरी,Jnkraj Chaudhary,कैलाली,kailali,1,"""जनकराज चौधरी"" since:2025-09-05","""Jnkraj Chaudhary"" since:2025-09-05","(""जनकराज चौधरी"" OR ""Jnkraj Chaudhary"") since:2025-09-05",kailali_1.csv
तपेन्द्र शाह,Tpendr Shah,कैलाली,kailali,1,"""तपेन्द्र शाह"" since:2025-09-05","""Tpendr Shah"" since:2025-09-05","(""तपेन्द्र शाह"" OR ""Tpendr Shah"") since:2025-09-05",kailali_1.csv
द्धारिका प्रसाद न्यौपाने,Ddharika Prasad Nyaupane,कैलाली,kailali,1,"""द्धारिका प्रसाद न्यौपाने"" since:2025-09-05","""Ddharika Prasad Nyaupane"" since:2025-09-05","(""द्धारिका प्रसाद न्यौपाने"" OR ""Ddharika Prasad Nyaupane"") since:2025-09-05",kailali_1.csv
नरेश रावल,Nresh Rawal,कैलाली,kailali,1,"""नरेश रावल"" since:2025-09-05","""Nresh Rawal"" since:2025-09-05","(""नरेश रावल"" OR ""Nresh Rawal"") since:2025-09-05",kailali_1.csv
प्रदिप कुमार चौधरी,Pradip Kumar Chaudhary,कैलाली,kailali,1,"""प्रदिप कुमार चौधरी"" since:2025-09-05","""Pradip Kumar Chaudhary"" since:2025-09-05","(""प्रदिप कुमार चौधरी"" OR ""Pradip Kumar Chaudhary"") since:2025-09-05",kailali_1.csv
फागु राम थारु,Phagu Ram Tharu,कैलाली,kailali,1,"""फागु राम थारु"" since:2025-09-05","""Phagu Ram Tharu"" since:2025-09-05","(""फागु राम थारु"" OR ""Phagu Ram Tharu"") since:2025-09-05",kailali_1.csv
भगत राम डगाैरा थारु,Bhgt Ram Dgaaira Tharu,कैलाली,kailali,1,"""भगत राम डगाैरा थारु"" since:2025-09-05","""Bhgt Ram Dgaaira Tharu"" since:2025-09-05","(""भगत राम डगाैरा थारु"" OR ""Bhgt Ram Dgaaira Tharu"") since:2025-09-05",kailali_1.csv
राजेन्द्र बहादुर शाही,Rajendra Bahadur Shahi,कैलाली,kailali,1,"""राजेन्द्र बहादुर शाही"" since:2025-09-05","""Rajendra Bahadur Shahi"" since:2025-09-05","(""राजेन्द्र बहादुर शाही"" OR ""Rajendra Bahadur Shahi"") since:2025-09-05",kailali_1.csv
राम बहादुर विश्‍वकर्मा,Ram Bahadur Vish Vkrma,कैलाली,kailali,1,"""राम बहादुर विश्‍वकर्मा"" since:2025-09-05","""Ram Bahadur Vish Vkrma"" since:2025-09-05","(""राम बहादुर विश्‍वकर्मा"" OR ""Ram Bahadur Vish Vkrma"") since:2025-09-05",kailali_1.csv
रामलाल डगौरा थारु,Ramlal Dgaura Tharu,कैलाली,kailali,1,"""रामलाल डगौरा थारु"" since:2025-09-05","""Ramlal Dgaura Tharu"" since:2025-09-05","(""रामलाल डगौरा थारु"" OR ""Ramlal Dgaura Tharu"") since:2025-09-05",kailali_1.csv
रुपा कुमारी चौधरी,Rupa Kumari Chaudhary,कैलाली,kailali,1,"""रुपा कुमारी चौधरी"" since:2025-09-05","""Rupa Kumari Chaudhary"" since:2025-09-05","(""रुपा कुमारी चौधरी"" OR ""Rupa Kumari Chaudhary"") since:2025-09-05",kailali_1.csv
लोकेन्‍द्र कुँवर,Loken Dr Kunwar,कैलाली,kailali,1,"""लोकेन्‍द्र कुँवर"" since:2025-09-05","""Loken Dr Kunwar"" since:2025-09-05","(""लोकेन्‍द्र कुँवर"" OR ""Loken Dr Kunwar"") since:2025-09-05",kailali_1.csv
विमल कुमार डगौरा,Viml Kumar Dgaura,कैलाली,kailali,1,"""विमल कुमार डगौरा"" since:2025-09-05","""Viml Kumar Dgaura"" since:2025-09-05","(""विमल कुमार डगौरा"" OR ""Viml Kumar Dgaura"") since:2025-09-05",kailali_1.csv
सत्य नारायण भट्टराई,Sty Narayan Bhattarai,कैलाली,kailali,1,"""सत्य नारायण भट्टराई"" since:2025-09-05","""Sty Narayan Bhattarai"" since:2025-09-05","(""सत्य नारायण भट्टराई"" OR ""Sty Narayan Bhattarai"") since:2025-09-05",kailali_1.csv
सुनिता भण्डारा,Sunita Bhndara,कैलाली,kailali,1,"""सुनिता भण्डारा"" since:2025-09-05","""Sunita Bhndara"" since:2025-09-05","(""सुनिता भण्डारा"" OR ""Sunita Bhndara"") since:2025-09-05",kailali_1.csv
करबीरे कडाँरा,Krbire Kdanra,कैलाली,kailali,2,"""करबीरे कडाँरा"" since:2025-09-05","""Krbire Kdanra"" since:2025-09-05","(""करबीरे कडाँरा"" OR ""Krbire Kdanra"") since:2025-09-05",kailali_2.csv
के पी खनाल,Ke Pi Khanal,कैलाली,kailali,2,"""के पी खनाल"" since:2025-09-05","""Ke Pi Khanal"" since:2025-09-05","(""के पी खनाल"" OR ""Ke Pi Khanal"") since:2025-09-05",kailali_2.csv
खगेन्द्र बहादुर रावत,Khgendr Bahadur Ravt,कैलाली,kailali,2,"""खगेन्द्र बहादुर रावत"" since:2025-09-05","""Khgendr Bahadur Ravt"" since:2025-09-05","(""खगेन्द्र बहादुर रावत"" OR ""Khgendr Bahadur Ravt"") since:2025-09-05",kailali_2.csv
डम्वर बहादुर रावल,Dmvr Bahadur Rawal,कैलाली,kailali,2,"""डम्वर बहादुर रावल"" since:2025-09-05","""Dmvr Bahadur Rawal"" since:2025-09-05","(""डम्वर बहादुर रावल"" OR ""Dmvr Bahadur Rawal"") since:2025-09-05",kailali_2.csv
दल बहादुर बुचामगर,Dl Bahadur Buchamgr,कैलाली,kailali,2,"""दल बहादुर बुचामगर"" since:2025-09-05","""Dl Bahadur Buchamgr"" since:2025-09-05","(""दल बहादुर बुचामगर"" OR ""Dl Bahadur Buchamgr"") since:2025-09-05",kailali_2.csv
दिपक रावल,Deepak Rawal,कैलाली,kailali,2,"""दिपक रावल"" since:2025-09-05","""Deepak Rawal"" since:2025-09-05","(""दिपक रावल"" OR ""Deepak Rawal"") since:2025-09-05",kailali_2.csv
दिल बहादुर साउँद,Dil Bahadur Saund,कैलाली,kailali,2,"""दिल बहादुर साउँद"" since:2025-09-05","""Dil Bahadur Saund"" since:2025-09-05","(""दिल बहादुर साउँद"" OR ""Dil Bahadur Saund"") since:2025-09-05",kailali_2.csv
नन्द बहादुर साउँद,Nnd Bahadur Saund,कैलाली,kailali,2,"""नन्द बहादुर साउँद"" since:2025-09-05","""Nnd Bahadur Saund"" since:2025-09-05","(""नन्द बहादुर साउँद"" OR ""Nnd Bahadur Saund"") since:2025-09-05",kailali_2.csv
पति राम चौधरी,Pti Ram Chaudhary,कैलाली,kailali,2,"""पति राम चौधरी"" since:2025-09-05","""Pti Ram Chaudhary"" since:2025-09-05","(""पति राम चौधरी"" OR ""Pti Ram Chaudhary"") since:2025-09-05",kailali_2.csv
भरत सिहं वि.सि.(बुढाक्षेत्री),Bharat Sihn Vi Si Budhakshetri,कैलाली,kailali,2,"""भरत सिहं वि.सि.(बुढाक्षेत्री)"" since:2025-09-05","""Bharat Sihn Vi Si Budhakshetri"" since:2025-09-05","(""भरत सिहं वि.सि.(बुढाक्षेत्री)"" OR ""Bharat Sihn Vi Si Budhakshetri"") since:2025-09-05",kailali_2.csv
राजेश मयाल वि.क.,Rajesh Myal Vi K,कैलाली,kailali,2,"""राजेश मयाल वि.क."" since:2025-09-05","""Rajesh Myal Vi K"" since:2025-09-05","(""राजेश मयाल वि.क."" OR ""Rajesh Myal Vi K"") since:2025-09-05",kailali_2.csv
लक्ष्मी पुन मगर,Lkshmi Pun Magar,कैलाली,kailali,2,"""लक्ष्मी पुन मगर"" since:2025-09-05","""Lkshmi Pun Magar"" since:2025-09-05","(""लक्ष्मी पुन मगर"" OR ""Lkshmi Pun Magar"") since:2025-09-05",kailali_2.csv
विजय बहादुर स्वाँर,Vijay Bahadur Svanr,कैलाली,kailali,2,"""विजय बहादुर स्वाँर"" since:2025-09-05","""Vijay Bahadur Svanr"" since:2025-09-05","(""विजय बहादुर स्वाँर"" OR ""Vijay Bahadur Svanr"") since:2025-09-05",kailali_2.csv
सम्झना विष्ट थापा,Smjhna Bista Thapa,कैलाली,kailali,2,"""सम्झना विष्ट थापा"" since:2025-09-05","""Smjhna Bista Thapa"" since:2025-09-05","(""सम्झना विष्ट थापा"" OR ""Smjhna Bista Thapa"") since:2025-09-05",kailali_2.csv
सुर्य बहादुर थापा,Sury Bahadur Thapa,कैलाली,kailali,2,"""सुर्य बहादुर थापा"" since:2025-09-05","""Sury Bahadur Thapa"" since:2025-09-05","(""सुर्य बहादुर थापा"" OR ""Sury Bahadur Thapa"") since:2025-09-05",kailali_2.csv
अर्जुन प्रसाद कठरिया,Arjun Prasad Kthriya,कैलाली,kailali,3,"""अर्जुन प्रसाद कठरिया"" since:2025-09-05","""Arjun Prasad Kthriya"" since:2025-09-05","(""अर्जुन प्रसाद कठरिया"" OR ""Arjun Prasad Kthriya"") since:2025-09-05",kailali_3.csv
