CandidateName,DistrictName,ConstName,SmartKeywords
इफतखार हसन (इकवाल),सुनसरी,2,"""इफतखार हसन (इकवाल)"" सुनसरी 2"
डम्‍बर बहादुर बराइली,सुनसरी,2,"""डम्‍बर बहादुर बराइली"" सुनसरी 2"
देवेन्‍द्र पौडेल,सुनसरी,2,"""देवेन्‍द्र पौडेल"" सुनसरी 2"
नवराज पौडेल,सुनसरी,2,"""नवराज पौडेल"" सुनसरी 2"
भीम बहादुर दाहाल,सुनसरी,2,"""भीम बहादुर दाहाल"" सुनसरी 2"
राज कुमार खत्री,सुनसरी,2,"""राज कुमार खत्री"" सुनसरी 2"
रोसनी राई,सुनसरी,2,"""रोसनी राई"" सुनसरी 2"
सत्य नारायण पंडित,सुनसरी,2,"""सत्य नारायण पंडित"" सुनसरी 2"
भगवती चौधरी,सुनसरी,3,"""भगवती चौधरी""|""भगवती चौधरी"" सुनसरी 3"
विजय कुमार गच्‍छदार,सुनसरी,3,"""विजय कुमार गच्‍छदार""|""विजय कुमार गच्‍छदार"" सुनसरी 3"
दुर्गेश कुमार चौधरी,सुनसरी,3,"""दुर्गेश कुमार चौधरी"" सुनसरी 3"
अशोक कुमार चौधरी,सुनसरी,3,"""अशोक कुमार चौधरी"" सुनसरी 3|""अशोक कुमार चौधरी"""
घनश्याम गुरुङ्ग,सुनसरी,3,"""घनश्याम गुरुङ्ग"" सुनसरी 3"
बद्री प्रसाद यादव,सुनसरी,3,"""बद्री प्रसाद यादव"" सुनसरी 3"
राम नारायण थारु,सुनसरी,3,"""राम नारायण थारु"" सुनसरी 3"
प्रकृति बासी,सुनसरी,3,"""प्रकृति बासी"" सुनसरी 3"
प्रमोद पौड्याल,सुनसरी,3,"""प्रमोद पौड्याल"" सुनसरी 3"
दिप बहादुर तामाङ्ग,सुनसरी,3,"""दिप बहादुर तामाङ्ग"" सुनसरी 3"
किशोर कुमार विश्‍वास,सुनसरी,3,"""किशोर कुमार विश्‍वास"" सुनसरी 3"
राम प्रसाद सदा,सुनसरी,3,"""राम प्रसाद सदा"" सुनसरी 3"
आसुतोष ढुङगेल,सुनसरी,3,"""आसुतोष ढुङगेल"" सुनसरी 3"
कृष्ण कुमार चौधरी,सुनसरी,3,"""कृष्ण कुमार चौधरी"" सुनसरी 3"
जागेश्‍वर यादव,सुनसरी,3,"""जागेश्‍वर यादव"" सुनसरी 3"
बासुदेव साहु तेली,सुनसरी,3,"""बासुदेव साहु तेली"" सुनसरी 3"
रोहन कुमार शाह,सुनसरी,3,"""रोहन कुमार शाह"" सुनसरी 3"
कासनी थरुनि,सुनसरी,3,"""कासनी थरुनि"" सुनसरी 3"
कुमारी उराव,सुनसरी,3,"""कुमारी उराव"" सुनसरी 3"
चीत नारायण चौधरी,सुनसरी,3,"""चीत नारायण चौधरी"" सुनसरी 3"
राजन कुमार गौतम,सुनसरी,3,"""राजन कुमार गौतम"" सुनसरी 3"
श्याम कुमार मुडियारी,सुनसरी,3,"""श्याम कुमार मुडियारी"" सुनसरी 3"
सुमन कुमारी चौधरी,सुनसरी,3,"""सुमन कुमारी चौधरी"" सुनसरी 3"
जगदिश प्रसाद कुसियैत,सुनसरी,4,"""जगदिश प्रसाद कुसियैत"" सुनसरी 4|""जगदिश प्रसाद कुसियैत"""
ज्ञानेन्द्र बहादुर कार्की,सुनसरी,4,"""ज्ञानेन्द्र बहादुर कार्की""|""ज्ञानेन्द्र बहादुर कार्की"" सुनसरी 4"
महमद महफुज अंसारी,सुनसरी,4,"""महमद महफुज अंसारी"" सुनसरी 4"
दीपक कुमार साह,सुनसरी,4,"""दीपक कुमार साह""|""दीपक कुमार साह"" सुनसरी 4"
प्रेम प्रसाद भट्टराई,सुनसरी,4,"""प्रेम प्रसाद भट्टराई"" सुनसरी 4"
सबिता यादव,सुनसरी,4,"""सबिता यादव"" सुनसरी 4"
कपलेश्वर यादव,सुनसरी,4,"""कपलेश्वर यादव"" सुनसरी 4"
चन्चला न्हिसुतु,सुनसरी,4,"""चन्चला न्हिसुतु"" सुनसरी 4"
मनकुमार राई,सुनसरी,4,"""मनकुमार राई"" सुनसरी 4"
रमेश कुमार साह,सुनसरी,4,"""रमेश कुमार साह"" सुनसरी 4"
सत्य नारायण लहुटिया,सुनसरी,4,"""सत्य नारायण लहुटिया"" सुनसरी 4"
एयुव अंसारी,सुनसरी,4,"""एयुव अंसारी"" सुनसरी 4"
मो.सदिक मियाँ,सुनसरी,4,"""मो.सदिक मियाँ"" सुनसरी 4"
विष्‍णु राना,सुनसरी,4,"""विष्‍णु राना"" सुनसरी 4"
भेषराज बजगाई,सुनसरी,4,"""भेषराज बजगाई"" सुनसरी 4"
समिद खान,सुनसरी,4,"""समिद खान"" सुनसरी 4"
तवरेज आलम अंसारी,सुनसरी,4,"""तवरेज आलम अंसारी"" सुनसरी 4"
अंकीत  कार्की ,सुनसरी,4,"""अंकीत  कार्की"" सुनसरी 4"
उपेन्द्र कुमार साह,सुनसरी,4,"""उपेन्द्र कुमार साह"" सुनसरी 4"
कुन्दन कौसिक,सुनसरी,4,"""कुन्दन कौसिक"" सुनसरी 4"
जलाल मिया,सुनसरी,4,"""जलाल मिया"" सुनसरी 4"
तेज नारायण गोईत ,सुनसरी,4,"""तेज नारायण गोईत"" सुनसरी 4"
देव नारायण महतो,सुनसरी,4,"""देव नारायण महतो"" सुनसरी 4"
पार्वती मुखिया,सुनसरी,4,"""पार्वती मुखिया"" सुनसरी 4"
फुल कुमारी खान,सुनसरी,4,"""फुल कुमारी खान"" सुनसरी 4"
बुधेश्‍वर यादव,सुनसरी,4,"""बुधेश्‍वर यादव"" सुनसरी 4"
महेन्द्र सुनचाैरी,सुनसरी,4,"""महेन्द्र सुनचाैरी"" सुनसरी 4"
मो गुलाब अंसारी,सुनसरी,4,"""मो गुलाब अंसारी"" सुनसरी 4"
मो. तजमुल मियाँ,सुनसरी,4,"""मो. तजमुल मियाँ"" सुनसरी 4"
यमुना के.सी.,सुनसरी,4,"""यमुना के.सी."" सुनसरी 4"
रोजन विश्‍वकर्मा,सुनसरी,4,"""रोजन विश्‍वकर्मा"" सुनसरी 4"
शर्मानन्‍द खतिवडा,सुनसरी,4,"""शर्मानन्‍द खतिवडा"" सुनसरी 4"
हरि पराजुली,सुनसरी,4,"""हरि पराजुली"" सुनसरी 4"
कल्पना राई,सोलुखुम्बु,1,"""कल्पना राई""|""कल्पना राई"" सोलुखुम्बु 1"
प्रकाश सिंह कार्की,सोलुखुम्बु,1,"""प्रकाश सिंह कार्की"" सोलुखुम्बु 1|""प्रकाश सिंह कार्की"""
अशिम राई,सोलुखुम्बु,1,"""अशिम राई"" सोलुखुम्बु 1"
ऋषि धन थुलुङराई,सोलुखुम्बु,1,"""ऋषि धन थुलुङराई"" सोलुखुम्बु 1|""ऋषि धन थुलुङराई"""
राजेन्द्र वस्नेत,सोलुखुम्बु,1,"""राजेन्द्र वस्नेत"" सोलुखुम्बु 1"
लाक्पा शेर्पा,सोलुखुम्बु,1,"""लाक्पा शेर्पा"" सोलुखुम्बु 1"
कमल बहादुर मगर,सोलुखुम्बु,1,"""कमल बहादुर मगर"" सोलुखुम्बु 1"
मन कुमार गुरुङ,सोलुखुम्बु,1,"""मन कुमार गुरुङ"" सोलुखुम्बु 1"
वियस राई,सोलुखुम्बु,1,"""वियस राई"" सोलुखुम्बु 1"
श्रीध्वज तामाङ्ग,सोलुखुम्बु,1,"""श्रीध्वज तामाङ्ग"" सोलुखुम्बु 1"
पेम्बा छिरी शेर्पा,सोलुखुम्बु,1,"""पेम्बा छिरी शेर्पा"" सोलुखुम्बु 1"
गुणराज एफ भट्टराई,सोलुखुम्बु,1,"""गुणराज एफ भट्टराई"" सोलुखुम्बु 1"
देव विक्रम राई,खोटाङ,1,"""देव विक्रम राई"" खोटाङ 1|""देव विक्रम राई"""
वीर काजी राई,खोटाङ,1,"""वीर काजी राई"" खोटाङ 1|""वीर काजी राई"""
हरि रोका,खोटाङ,1,"""हरि रोका"" खोटाङ 1"
रुद्र गिरी,खोटाङ,1,"""रुद्र गिरी"" खोटाङ 1|""रुद्र गिरी"""
दिपक तामाङ्ग,खोटाङ,1,"""दिपक तामाङ्ग"" खोटाङ 1"
सुनिल चाम्लिङ,खोटाङ,1,"""सुनिल चाम्लिङ"" खोटाङ 1"
ध्यान प्रसाद ढकाल,खोटाङ,1,"""ध्यान प्रसाद ढकाल"" खोटाङ 1"
प्रयाग राई,खोटाङ,1,"""प्रयाग राई"" खोटाङ 1"
मिरेश राई,खोटाङ,1,"""मिरेश राई"" खोटाङ 1"
आरेन राई,खोटाङ,1,"""आरेन राई"" खोटाङ 1"
केशर मान चाम्लिङ,खोटाङ,1,"""केशर मान चाम्लिङ"" खोटाङ 1"
चन्द्र बहादुर बुढाथोकी,खोटाङ,1,"""चन्द्र बहादुर बुढाथोकी"" खोटाङ 1"
राकेश राई,खोटाङ,1,"""राकेश राई"" खोटाङ 1"
तिलक चन्द्र राई,खोटाङ,1,"""तिलक चन्द्र राई"" खोटाङ 1"
राज कुमार राई,खोटाङ,1,"""राज कुमार राई"" खोटाङ 1"
अस्मिता थापा,ओखलढुंगा,1,"""अस्मिता थापा""|""अस्मिता थापा"" ओखलढुंगा 1"
कुमार लुईटेल,ओखलढुंगा,1,"""कुमार लुईटेल""|""कुमार लुईटेल"" ओखलढुंगा 1"
अम्विर बाबु गुरुङ्ग,ओखलढुंगा,1,"""अम्विर बाबु गुरुङ्ग"" ओखलढुंगा 1"
बिश्‍व राज पोखरेल,ओखलढुंगा,1,"""बिश्‍व राज पोखरेल""|""बिश्‍व राज पोखरेल"" ओखलढुंगा 1"
डिक प्रसाद बास्तोला,ओखलढुंगा,1,"""डिक प्रसाद बास्तोला"" ओखलढुंगा 1"
सविना प्रजापती,ओखलढुंगा,1,"""सविना प्रजापती"" ओखलढुंगा 1"
शेर बहादुर खत्री,ओखलढुंगा,1,"""शेर बहादुर खत्री"" ओखलढुंगा 1"
वजेन्द्र राई,ओखलढुंगा,1,"""वजेन्द्र राई"" ओखलढुंगा 1"
उद्धव कुमार राई,ओखलढुंगा,1,"""उद्धव कुमार राई"" ओखलढुंगा 1"
कुमार बहादुर लामा,ओखलढुंगा,1,"""कुमार बहादुर लामा"" ओखलढुंगा 1"
किशोरी कार्की,ओखलढुंगा,1,"""किशोरी कार्की"" ओखलढुंगा 1"
नेत्र बहादुर नेम्वाङ,ओखलढुंगा,1,"""नेत्र बहादुर नेम्वाङ"" ओखलढुंगा 1"
पिंकी राई (बेगु राम राई),ओखलढुंगा,1,"""पिंकी राई (बेगु राम राई)"" ओखलढुंगा 1"
नारायण काजी तामाङ्ग,ओखलढुंगा,1,"""नारायण काजी तामाङ्ग"" ओखलढुंगा 1"
बिक्रम दाहाल,ओखलढुंगा,1,"""बिक्रम दाहाल"" ओखलढुंगा 1"
दुर्गा कुमार थापा,उदयपुर,1,"""दुर्गा कुमार थापा""|""दुर्गा कुमार थापा"" उदयपुर 1"
विदुर वस्नेत,उदयपुर,1,"""विदुर वस्नेत"" उदयपुर 1|""विदुर वस्नेत"""
बल देव चौधरी,उदयपुर,1,"""बल देव चौधरी"" उदयपुर 1"
पारश मणि गेलाल,उदयपुर,1,"""पारश मणि गेलाल""|""पारश मणि गेलाल"" उदयपुर 1"
सुभास चन्द्र खड्का,उदयपुर,1,"""सुभास चन्द्र खड्का"" उदयपुर 1"
विष्‍णु वहादुर खत्री,उदयपुर,1,"""विष्‍णु वहादुर खत्री"" उदयपुर 1"
लिल कुमार राई,उदयपुर,1,"""लिल कुमार राई"" उदयपुर 1"
बद्री विक्रम राई,उदयपुर,1,"""बद्री विक्रम राई"" उदयपुर 1"
सुरेस राई,उदयपुर,1,"""सुरेस राई"" उदयपुर 1"
गोकर्ण राई,उदयपुर,1,"""गोकर्ण राई"" उदयपुर 1"
राजेश कुमार राई,उदयपुर,1,"""राजेश कुमार राई"" उदयपुर 1"
अमृत बहादुर खत्री,उदयपुर,1,"""अमृत बहादुर खत्री"" उदयपुर 1"
अर्जुन तामाङग,उदयपुर,1,"""अर्जुन तामाङग"" उदयपुर 1"
कुशेश्वर चौधरी,उदयपुर,1,"""कुशेश्वर चौधरी"" उदयपुर 1"
गणेश कुमार राई,उदयपुर,1,"""गणेश कुमार राई"" उदयपुर 1"
मनोज कुमार पौडेल,उदयपुर,1,"""मनोज कुमार पौडेल"" उदयपुर 1"
प्रशान्त कुमार राई,उदयपुर,1,"""प्रशान्त कुमार राई"" उदयपुर 1"
देवराज रोका,उदयपुर,1,"""देवराज रोका"" उदयपुर 1"
अम्वर बहादुर रायामाझी,उदयपुर,2,"""अम्वर बहादुर रायामाझी""|""अम्वर बहादुर रायामाझी"" उदयपुर 2"
राम कुमार राई,उदयपुर,2,"""राम कुमार राई"" उदयपुर 2|""राम कुमार राई"""
सुरेश कुमार राई,उदयपुर,2,"""सुरेश कुमार राई"" उदयपुर 2"
सुर्य बहादुर  तामाङ्ग,उदयपुर,2,"""सुर्य बहादुर  तामाङ्ग""|""सुर्य बहादुर  तामाङ्ग"" उदयपुर 2"
विष्णु बहादुर खडका,उदयपुर,2,"""विष्णु बहादुर खडका"" उदयपुर 2"
पुर्ण बहादुर बुढाथोकी,उदयपुर,2,"""पुर्ण बहादुर बुढाथोकी"" उदयपुर 2"
भाष्कर राई,उदयपुर,2,"""भाष्कर राई"" उदयपुर 2"
अरुण राई,उदयपुर,2,"""अरुण राई"" उदयपुर 2"
वलराज राई,उदयपुर,2,"""वलराज राई"" उदयपुर 2"
दुर्गा बहादुर तामाङ्ग,उदयपुर,2,"""दुर्गा बहादुर तामाङ्ग"" उदयपुर 2"
केशव बहादुर मगर,उदयपुर,2,"""केशव बहादुर मगर"" उदयपुर 2"
बम बहादुर मगर,उदयपुर,2,"""बम बहादुर मगर"" उदयपुर 2"
मेजर कुमार राई,उदयपुर,2,"""मेजर कुमार राई"" उदयपुर 2"
सुमन राज प्याकुरेल,सप्तरी,1,"""सुमन राज प्याकुरेल"" सप्तरी 1|""सुमन राज प्याकुरेल"""
रामदेव साह(तेली),सप्तरी,1,"""रामदेव साह(तेली)"" सप्तरी 1|""रामदेव साह(तेली)"""
रविन्द्र चौधरी,सप्तरी,1,"""रविन्द्र चौधरी"" सप्तरी 1"
पुष्पा कुमारी चौधरी,सप्तरी,1,"""पुष्पा कुमारी चौधरी""|""पुष्पा कुमारी चौधरी"" सप्तरी 1"
सत्य जित कुमार झा,सप्तरी,1,"""सत्य जित कुमार झा"" सप्तरी 1"
श्याम सुन्दर सरदार,सप्तरी,1,"""श्याम सुन्दर सरदार"" सप्तरी 1"
जय कान्त राउत,सप्तरी,1,"""जय कान्त राउत"" सप्तरी 1"
खेम राज जैशी,सप्तरी,1,"""खेम राज जैशी"" सप्तरी 1"
दीपेन्द्र प्रसाद यादव,सप्तरी,1,"""दीपेन्द्र प्रसाद यादव"" सप्तरी 1"
शम्भु प्रसाद देव,सप्तरी,1,"""शम्भु प्रसाद देव"" सप्तरी 1"
सुमित कुमार -,सप्तरी,1,"""सुमित कुमार -"" सप्तरी 1"
हर्ख नारायण चौधरी,सप्तरी,1,"""हर्ख नारायण चौधरी"" सप्तरी 1"
टिकालक्ष्‍मी नारायण चौधरी,सप्तरी,1,"""टिकालक्ष्‍मी नारायण चौधरी"" सप्तरी 1"
कौशल साह,सप्तरी,1,"""कौशल साह"" सप्तरी 1"
उम्दा देवी सदा,सप्तरी,1,"""उम्दा देवी सदा"" सप्तरी 1"
जगदेव सदा,सप्तरी,1,"""जगदेव सदा"" सप्तरी 1"
मो अमिन,सप्तरी,1,"""मो अमिन"" सप्तरी 1"
राम कुमारी खङ,सप्तरी,1,"""राम कुमारी खङ"" सप्तरी 1"
रिजवाना खातुन,सप्तरी,1,"""रिजवाना खातुन"" सप्तरी 1"
लेखनाथ कुमार ठाकुर,सप्तरी,1,"""लेखनाथ कुमार ठाकुर"" सप्तरी 1"
संजय कुमार शर्मा,सप्तरी,1,"""संजय कुमार शर्मा"" सप्तरी 1"
मोहम्मद जियाउल रहमान,सप्तरी,2,"""मोहम्मद जियाउल रहमान""|""मोहम्मद जियाउल रहमान"" सप्तरी 2"
राम कुमार यादव,सप्तरी,2,"""राम कुमार यादव"" सप्तरी 2|""राम कुमार यादव"""
सुर्यनाथ प्रसाद यादव,सप्तरी,2,"""सुर्यनाथ प्रसाद यादव"" सप्तरी 2"
रामजी यादव,सप्तरी,2,"""रामजी यादव"" सप्तरी 2|""रामजी यादव"""
अजय  कुमार  दास ,सप्तरी,2,"""अजय  कुमार  दास"" सप्तरी 2"
उमेश कुमार यादव,सप्तरी,2,"""उमेश कुमार यादव"" सप्तरी 2"
चन्द्र कान्त राउत,सप्तरी,2,"""चन्द्र कान्त राउत"" सप्तरी 2"
निलम कुमारी यादव,सप्तरी,2,"""निलम कुमारी यादव"" सप्तरी 2"
रन्जु कुमारी झा (ठाकुर),सप्तरी,2,"""रन्जु कुमारी झा (ठाकुर)"" सप्तरी 2"
इन्द्रसागर गुप्‍ता,सप्तरी,2,"""इन्द्रसागर गुप्‍ता"" सप्तरी 2"
त्रिभुवन खंग,सप्तरी,2,"""त्रिभुवन खंग"" सप्तरी 2"
सतिश कुमार सिंह,सप्तरी,2,"""सतिश कुमार सिंह"" सप्तरी 2"
दिपक कुमार मंडल,सप्तरी,2,"""दिपक कुमार मंडल"" सप्तरी 2"
दिपक चौधरी,सप्तरी,2,"""दिपक चौधरी"" सप्तरी 2"
राज कुमार मण्डल,सप्तरी,2,"""राज कुमार मण्डल"" सप्तरी 2"
अनिश अंसारी,सप्तरी,2,"""अनिश अंसारी"" सप्तरी 2"
अफरोज आलम,सप्तरी,2,"""अफरोज आलम"" सप्तरी 2"
सुनिल राज दास,सप्तरी,2,"""सुनिल राज दास"" सप्तरी 2"
शरद सिंह यादव,सप्तरी,2,"""शरद सिंह यादव"" सप्तरी 2"
वलराम प्रसाद यादव,सप्तरी,2,"""वलराम प्रसाद यादव"" सप्तरी 2"
अभिनाष कुमार सिंह,सप्तरी,2,"""अभिनाष कुमार सिंह"" सप्तरी 2"
अम्‍विका देवी साफी,सप्तरी,2,"""अम्‍विका देवी साफी"" सप्तरी 2"
किसुनदेव राम,सप्तरी,2,"""किसुनदेव राम"" सप्तरी 2"
जितेन्द्र कुमार यादव,सप्तरी,2,"""जितेन्द्र कुमार यादव"" सप्तरी 2"
प्रेम कुमार यादव,सप्तरी,2,"""प्रेम कुमार यादव"" सप्तरी 2"
पारशमणि यादव,सप्तरी,2,"""पारशमणि यादव"" सप्तरी 2"
राम बिलास ठाकुर,सप्तरी,2,"""राम बिलास ठाकुर"" सप्तरी 2"
विनोदानन्द झा,सप्तरी,2,"""विनोदानन्द झा"" सप्तरी 2"
विन्दु कुमारी चौधरी,सप्तरी,2,"""विन्दु कुमारी चौधरी"" सप्तरी 2"
विशेश्‍वर यादव,सप्तरी,2,"""विशेश्‍वर यादव"" सप्तरी 2"
सन्तोष कुमार रजक,सप्तरी,2,"""सन्तोष कुमार रजक"" सप्तरी 2"
साधना  दास ,सप्तरी,2,"""साधना  दास"" सप्तरी 2"
सुशीला कुमारी साह,सप्तरी,2,"""सुशीला कुमारी साह"" सप्तरी 2"
संजय कुमार चौधरी,सप्तरी,2,"""संजय कुमार चौधरी"" सप्तरी 2"
ताराकान्त चौधरी,सप्तरी,3,"""ताराकान्त चौधरी""|""ताराकान्त चौधरी"" सप्तरी 3"
दिनेश कुमार यादव,सप्तरी,3,"""दिनेश कुमार यादव""|""दिनेश कुमार यादव"" सप्तरी 3"
अरुण कुमार साह,सप्तरी,3,"""अरुण कुमार साह"" सप्तरी 3"
अमर कान्त चौधरी,सप्तरी,3,"""अमर कान्त चौधरी"" सप्तरी 3|""अमर कान्त चौधरी"""
उम्देश्‍वर प्रसाद साहु,सप्तरी,3,"""उम्देश्‍वर प्रसाद साहु"" सप्तरी 3"
उपेन्द्र यादव,सप्तरी,3,"""उपेन्द्र यादव"" सप्तरी 3"
सुरेन्द्र प्रसाद शर्मा,सप्तरी,3,"""सुरेन्द्र प्रसाद शर्मा"" सप्तरी 3"
प्रभु प्रसाद साह,सप्तरी,3,"""प्रभु प्रसाद साह"" सप्तरी 3"
संतोष कुमार चमन,सप्तरी,3,"""संतोष कुमार चमन"" सप्तरी 3"
जय नारायण मंडल,सप्तरी,3,"""जय नारायण मंडल"" सप्तरी 3"
परमेश्‍वर लाल साह,सप्तरी,3,"""परमेश्‍वर लाल साह"" सप्तरी 3"
महादेव राम,सप्तरी,3,"""महादेव राम"" सप्तरी 3"
गजेन्द्र कुमार मण्डल,सप्तरी,3,"""गजेन्द्र कुमार मण्डल"" सप्तरी 3"
धनिक लाल चौधरी,सप्तरी,3,"""धनिक लाल चौधरी"" सप्तरी 3"
ओम प्रकाश विश्‍वकर्मा,सप्तरी,3,"""ओम प्रकाश विश्‍वकर्मा"" सप्तरी 3"
कोशिला देवी पासवान,सप्तरी,3,"""कोशिला देवी पासवान"" सप्तरी 3"
कौशल कुमारी चौधरी,सप्तरी,3,"""कौशल कुमारी चौधरी"" सप्तरी 3"
दुवी लाल यादव,सप्तरी,3,"""दुवी लाल यादव"" सप्तरी 3"
प्रभु नारायण चौधरी,सप्तरी,3,"""प्रभु नारायण चौधरी"" सप्तरी 3"
रजिया देवी सदा,सप्तरी,3,"""रजिया देवी सदा"" सप्तरी 3"
सरिता कुमारी यादव,सप्तरी,3,"""सरिता कुमारी यादव"" सप्तरी 3"
हरी नारायण पासमान,सप्तरी,3,"""हरी नारायण पासमान"" सप्तरी 3"
गंगा प्रसाद चौधरी,सप्तरी,4,"""गंगा प्रसाद चौधरी"" सप्तरी 4|""गंगा प्रसाद चौधरी"""
तेजु लाल चौधरी,सप्तरी,4,"""तेजु लाल चौधरी"" सप्तरी 4|""तेजु लाल चौधरी"""
रुवी कुमारी कर्ण,सप्तरी,4,"""रुवी कुमारी कर्ण"" सप्तरी 4"
सिताराम साह,सप्तरी,4,"""सिताराम साह""|""सिताराम साह"" सप्तरी 4"
रुप कुमार न्यौपाने,सप्तरी,4,"""रुप कुमार न्यौपाने"" सप्तरी 4"
वाँवी सिंह,सप्तरी,4,"""वाँवी सिंह"" सप्तरी 4"
जितेन्द्र कुमार साह,सप्तरी,4,"""जितेन्द्र कुमार साह"" सप्तरी 4"
राम नारायण साह,सप्तरी,4,"""राम नारायण साह"" सप्तरी 4"
कोशल किशोर दास,सप्तरी,4,"""कोशल किशोर दास"" सप्तरी 4"
विशो कुमार यादव,सप्तरी,4,"""विशो कुमार यादव"" सप्तरी 4"
रामवावु रजक,सप्तरी,4,"""रामवावु रजक"" सप्तरी 4"
रामा कान्त चौधरी,सप्तरी,4,"""रामा कान्त चौधरी"" सप्तरी 4"
मो. जाकीर अली,सप्तरी,4,"""मो. जाकीर अली"" सप्तरी 4"
अनिता कुमारी चौधरी,सप्तरी,4,"""अनिता कुमारी चौधरी"" सप्तरी 4"
केश्‍वर  प्रसाद  साह ,सप्तरी,4,"""केश्‍वर  प्रसाद  साह"" सप्तरी 4"
दुर्गा प्रसाद यादव,सप्तरी,4,"""दुर्गा प्रसाद यादव"" सप्तरी 4"
प्रेम कुमारी महरा,सप्तरी,4,"""प्रेम कुमारी महरा"" सप्तरी 4"
रामेश्‍वर मंडल धानुक,सप्तरी,4,"""रामेश्‍वर मंडल धानुक"" सप्तरी 4"
विनोद कुमार मंडल,सप्तरी,4,"""विनोद कुमार मंडल"" सप्तरी 4"
श्‍यामसुन्‍दर साहु,सप्तरी,4,"""श्‍यामसुन्‍दर साहु"" सप्तरी 4"
शिव कुमार कापैर,सप्तरी,4,"""शिव कुमार कापैर"" सप्तरी 4"
सनम कुमारी चौधरी ,सप्तरी,4,"""सनम कुमारी चौधरी"" सप्तरी 4"
सुनिल कुमार यादव,सप्तरी,4,"""सुनिल कुमार यादव"" सप्तरी 4"
संजीव कुमार साह,सप्तरी,4,"""संजीव कुमार साह"" सप्तरी 4"
संतोष प्रसाद सिंह,सप्तरी,4,"""संतोष प्रसाद सिंह"" सप्तरी 4"
राम शंकर यादव,सिराहा,1,"""राम शंकर यादव""|""राम शंकर यादव"" सिराहा 1"
राम सुन्दर चौधरी,सिराहा,1,"""राम सुन्दर चौधरी"" सिराहा 1|""राम सुन्दर चौधरी"""
रामचन्द्र यादव,सिराहा,1,"""रामचन्द्र यादव"" सिराहा 1"
बब्लु गुप्ता,सिराहा,1,"""बब्लु गुप्ता""|""बब्लु गुप्ता"" सिराहा 1"
बासुदेव साह,सिराहा,1,"""बासुदेव साह"" सिराहा 1"
सत्य नारायण यादव,सिराहा,1,"""सत्य नारायण यादव"" सिराहा 1"
राम स्वरुप चौधरी,सिराहा,1,"""राम स्वरुप चौधरी"" सिराहा 1"
सिरीया पासमान,सिराहा,1,"""सिरीया पासमान"" सिराहा 1"
बद्री नारायण चौधरी,सिराहा,1,"""बद्री नारायण चौधरी"" सिराहा 1"
राम कुमार साह,सिराहा,1,"""राम कुमार साह"" सिराहा 1"
डा जिवछ  ठाकुर,सिराहा,1,"""डा जिवछ  ठाकुर"" सिराहा 1"
तारा कुमारी चौधरी,सिराहा,1,"""तारा कुमारी चौधरी"" सिराहा 1"
प्रबीण कुमार चौधरी,सिराहा,1,"""प्रबीण कुमार चौधरी"" सिराहा 1"
संजीव कुमार सिंह,सिराहा,1,"""संजीव कुमार सिंह"" सिराहा 1"
अशिष लाल दास,सिराहा,1,"""अशिष लाल दास"" सिराहा 1"
आन्नद कुमार यादव,सिराहा,1,"""आन्नद कुमार यादव"" सिराहा 1"
आशिष महतो,सिराहा,1,"""आशिष महतो"" सिराहा 1"
इन्द्र देव महतो,सिराहा,1,"""इन्द्र देव महतो"" सिराहा 1"
जुगाई मंडल,सिराहा,1,"""जुगाई मंडल"" सिराहा 1"
दिनेश पासमान,सिराहा,1,"""दिनेश पासमान"" सिराहा 1"
दुर्गा प्रसाद महतो,सिराहा,1,"""दुर्गा प्रसाद महतो"" सिराहा 1"
नागेन्द्र कुमार यादव,सिराहा,1,"""नागेन्द्र कुमार यादव"" सिराहा 1"
प्रयाग लाल यादव,सिराहा,1,"""प्रयाग लाल यादव"" सिराहा 1"
पंकज गोश्‍वामी,सिराहा,1,"""पंकज गोश्‍वामी"" सिराहा 1"
भोला पासमान,सिराहा,1,"""भोला पासमान"" सिराहा 1"
राम  कुमार  महतो ,सिराहा,1,"""राम  कुमार  महतो"" सिराहा 1"
राम चन्दर यादव,सिराहा,1,"""राम चन्दर यादव"" सिराहा 1"
रामदेव ठाकुर,सिराहा,1,"""रामदेव ठाकुर"" सिराहा 1"
वालेश्वर दास तत्मा,सिराहा,1,"""वालेश्वर दास तत्मा"" सिराहा 1"
सन्तोष सिलवाल,सिराहा,1,"""सन्तोष सिलवाल"" सिराहा 1"
सुलोचना कुश्मी,सिराहा,1,"""सुलोचना कुश्मी"" सिराहा 1"
श्री नन्द साफी धोवी,सिराहा,1,"""श्री नन्द साफी धोवी"" सिराहा 1"
नवीन कुमार यादव,सिराहा,2,"""नवीन कुमार यादव"" सिराहा 2|""नवीन कुमार यादव"""
राम चन्द्र यादव,सिराहा,2,"""राम चन्द्र यादव"" सिराहा 2|""राम चन्द्र यादव"""
मुक्ति नारायण सिंह,सिराहा,2,"""मुक्ति नारायण सिंह"" सिराहा 2"
शिव शंकर यादव,सिराहा,2,"""शिव शंकर यादव"" सिराहा 2|""शिव शंकर यादव"""
श्‍याम किशो‍र साह हलुवाइ,सिराहा,2,"""श्‍याम किशो‍र साह हलुवाइ"" सिराहा 2"
स‌ंजीव कुमार यादव,सिराहा,2,"""स‌ंजीव कुमार यादव"" सिराहा 2"
बिनोद कुमार यादव,सिराहा,2,"""बिनोद कुमार यादव"" सिराहा 2"
