CandidateName,DistrictName,ConstName,SmartKeywords
मदन बहादुर थारु,रूपन्देही,1,"""मदन बहादुर थारु"" रूपन्देही 1"
झम बहादुर गुरुङ्ग,रूपन्देही,1,"""झम बहादुर गुरुङ्ग"" रूपन्देही 1"
अशोक कुमार चौधरी,रूपन्देही,1,"""अशोक कुमार चौधरी"" रूपन्देही 1"
उमाशंकर प्रसाद चौधरी,रूपन्देही,1,"""उमाशंकर प्रसाद चौधरी"" रूपन्देही 1"
बदरु दोजा फकीर,रूपन्देही,1,"""बदरु दोजा फकीर"" रूपन्देही 1"
केशव अर्याल,रूपन्देही,1,"""केशव अर्याल"" रूपन्देही 1"
गिता सापकोटा,रूपन्देही,1,"""गिता सापकोटा"" रूपन्देही 1"
गोविन्द पंगेनी,रूपन्देही,1,"""गोविन्द पंगेनी"" रूपन्देही 1"
टेक बहादुर वि.क,रूपन्देही,1,"""टेक बहादुर वि.क"" रूपन्देही 1"
दिना नाथ खनाल,रूपन्देही,1,"""दिना नाथ खनाल"" रूपन्देही 1"
धर्म बहादुर के.सी.,रूपन्देही,1,"""धर्म बहादुर के.सी."" रूपन्देही 1"
मकसुद अली,रूपन्देही,1,"""मकसुद अली"" रूपन्देही 1"
महेश्‍वर भण्डारी,रूपन्देही,1,"""महेश्‍वर भण्डारी"" रूपन्देही 1"
शंकर खत्री,रूपन्देही,1,"""शंकर खत्री"" रूपन्देही 1"
सचिन वि.क.,रूपन्देही,1,"""सचिन वि.क."" रूपन्देही 1"
सागर अधिकारी,रूपन्देही,1,"""सागर अधिकारी"" रूपन्देही 1"
विष्‍णु प्रसाद पौडेल,रूपन्देही,2,"""विष्‍णु प्रसाद पौडेल""|""विष्‍णु प्रसाद पौडेल"" रूपन्देही 2"
चुन्‍न प्रसाद शर्मा,रूपन्देही,2,"""चुन्‍न प्रसाद शर्मा"" रूपन्देही 2|""चुन्‍न प्रसाद शर्मा"""
शुभाष पाण्डे,रूपन्देही,2,"""शुभाष पाण्डे"" रूपन्देही 2"
सुलभ खरेल,रूपन्देही,2,"""सुलभ खरेल""|""सुलभ खरेल"" रूपन्देही 2"
दीपक गुरुङ्ग,रूपन्देही,2,"""दीपक गुरुङ्ग"" रूपन्देही 2"
रमेश लोध,रूपन्देही,2,"""रमेश लोध"" रूपन्देही 2"
रोशिना ब्यान्जु,रूपन्देही,2,"""रोशिना ब्यान्जु"" रूपन्देही 2"
रुक बहादुर पराजुली,रूपन्देही,2,"""रुक बहादुर पराजुली"" रूपन्देही 2"
नारायण प्रसाद नागिला,रूपन्देही,2,"""नारायण प्रसाद नागिला"" रूपन्देही 2"
चन्द्र कुमारी गुरुङ्ग,रूपन्देही,2,"""चन्द्र कुमारी गुरुङ्ग"" रूपन्देही 2"
शिव प्रिथी दमाई,रूपन्देही,2,"""शिव प्रिथी दमाई"" रूपन्देही 2"
थम्मन बहादुर बुढा मगर,रूपन्देही,2,"""थम्मन बहादुर बुढा मगर"" रूपन्देही 2"
भिम बहादुर गौतम,रूपन्देही,2,"""भिम बहादुर गौतम"" रूपन्देही 2"
विरेन्द्र वि.क,रूपन्देही,2,"""विरेन्द्र वि.क"" रूपन्देही 2"
केशव बहादुर थापा मगर,रूपन्देही,2,"""केशव बहादुर थापा मगर"" रूपन्देही 2"
सुरज पाण्‍डे,रूपन्देही,2,"""सुरज पाण्‍डे"" रूपन्देही 2"
राजु पौडेल,रूपन्देही,2,"""राजु पौडेल"" रूपन्देही 2"
कमल भुसाल,रूपन्देही,2,"""कमल भुसाल"" रूपन्देही 2"
देवेन्द्र बहादुर खत्री,रूपन्देही,2,"""देवेन्द्र बहादुर खत्री"" रूपन्देही 2"
उषा भट्टराई,रूपन्देही,2,"""उषा भट्टराई"" रूपन्देही 2"
कमला बोहरा,रूपन्देही,2,"""कमला बोहरा"" रूपन्देही 2"
कमला शाह,रूपन्देही,2,"""कमला शाह"" रूपन्देही 2"
केशव टण्‍डन,रूपन्देही,2,"""केशव टण्‍डन"" रूपन्देही 2"
गोकुल प्रसाद पाण्डे,रूपन्देही,2,"""गोकुल प्रसाद पाण्डे"" रूपन्देही 2"
टिका बहादुर क्षेत्री,रूपन्देही,2,"""टिका बहादुर क्षेत्री"" रूपन्देही 2"
दिलीप कुमार सुनार,रूपन्देही,2,"""दिलीप कुमार सुनार"" रूपन्देही 2"
बाल कृष्ण ज्ञवाली,रूपन्देही,2,"""बाल कृष्ण ज्ञवाली"" रूपन्देही 2"
बेल बहादुर कार्की,रूपन्देही,2,"""बेल बहादुर कार्की"" रूपन्देही 2"
भानुभक्त भण्डारी,रूपन्देही,2,"""भानुभक्त भण्डारी"" रूपन्देही 2"
मधुसुदन पन्थी,रूपन्देही,2,"""मधुसुदन पन्थी"" रूपन्देही 2"
राज कुमार भट्टराई,रूपन्देही,2,"""राज कुमार भट्टराई"" रूपन्देही 2"
लिला सिंह राना,रूपन्देही,2,"""लिला सिंह राना"" रूपन्देही 2"
विमला भट्टराई,रूपन्देही,2,"""विमला भट्टराई"" रूपन्देही 2"
विष्णु प्रसाद वस्याल,रूपन्देही,2,"""विष्णु प्रसाद वस्याल"" रूपन्देही 2"
शन्जेश कुमार थापा,रूपन्देही,2,"""शन्जेश कुमार थापा"" रूपन्देही 2"
शुशिला पुलामी,रूपन्देही,2,"""शुशिला पुलामी"" रूपन्देही 2"
सन्दिप पौडेल,रूपन्देही,2,"""सन्दिप पौडेल"" रूपन्देही 2"
सिता कुवंर,रूपन्देही,2,"""सिता कुवंर"" रूपन्देही 2"
सिता साहि,रूपन्देही,2,"""सिता साहि"" रूपन्देही 2"
बासु देव घिमिरे,रूपन्देही,3,"""बासु देव घिमिरे"" रूपन्देही 3|""बासु देव घिमिरे"""
सुशील गुरुङ्ग,रूपन्देही,3,"""सुशील गुरुङ्ग""|""सुशील गुरुङ्ग"" रूपन्देही 3"
फैज अहमद खाँ,रूपन्देही,3,"""फैज अहमद खाँ"" रूपन्देही 3"
डा. लेखजंग थापा,रूपन्देही,3,"""डा. लेखजंग थापा""|""डा. लेखजंग थापा"" रूपन्देही 3"
गौरब बोहरा,रूपन्देही,3,"""गौरब बोहरा"" रूपन्देही 3"
श्रीनिवास यादव,रूपन्देही,3,"""श्रीनिवास यादव"" रूपन्देही 3"
बिशाल गुप्‍ता,रूपन्देही,3,"""बिशाल गुप्‍ता"" रूपन्देही 3"
सुग्रिम चाई,रूपन्देही,3,"""सुग्रिम चाई"" रूपन्देही 3"
बद्रे आलम मुसलमान,रूपन्देही,3,"""बद्रे आलम मुसलमान"" रूपन्देही 3"
गोबिन्द प्रसाद काराखेती,रूपन्देही,3,"""गोबिन्द प्रसाद काराखेती"" रूपन्देही 3"
कुलवीर घर्ती मगर,रूपन्देही,3,"""कुलवीर घर्ती मगर"" रूपन्देही 3"
राजु गौडेल,रूपन्देही,3,"""राजु गौडेल"" रूपन्देही 3"
मोहन थापा,रूपन्देही,3,"""मोहन थापा"" रूपन्देही 3"
शंकर प्रसाद ज्ञवाली,रूपन्देही,3,"""शंकर प्रसाद ज्ञवाली"" रूपन्देही 3"
मोजीब अलि मुसलमान,रूपन्देही,3,"""मोजीब अलि मुसलमान"" रूपन्देही 3"
सरोज सिंह चौधरी,रूपन्देही,3,"""सरोज सिंह चौधरी"" रूपन्देही 3"
लाल वहादुर राना,रूपन्देही,3,"""लाल वहादुर राना"" रूपन्देही 3"
नन्द कुमारी थापा,रूपन्देही,3,"""नन्द कुमारी थापा"" रूपन्देही 3"
राधेश्‍याम तेली गुप्‍ता,रूपन्देही,3,"""राधेश्‍याम तेली गुप्‍ता"" रूपन्देही 3"
अन्जना चौधरी थापा,रूपन्देही,3,"""अन्जना चौधरी थापा"" रूपन्देही 3"
करम हुसेन खान,रूपन्देही,3,"""करम हुसेन खान"" रूपन्देही 3"
ख्यामानन्द भुषाल,रूपन्देही,3,"""ख्यामानन्द भुषाल"" रूपन्देही 3"
गोपाल भण्डारी,रूपन्देही,3,"""गोपाल भण्डारी"" रूपन्देही 3"
जीत बहादुर गुप्‍ता,रूपन्देही,3,"""जीत बहादुर गुप्‍ता"" रूपन्देही 3"
जुमराती धुनिया मुसलमान,रूपन्देही,3,"""जुमराती धुनिया मुसलमान"" रूपन्देही 3"
ठाकुर अधिकारी,रूपन्देही,3,"""ठाकुर अधिकारी"" रूपन्देही 3"
तेजिन्द्र मल्ल,रूपन्देही,3,"""तेजिन्द्र मल्ल"" रूपन्देही 3"
दिपक बहादुर दर्जी,रूपन्देही,3,"""दिपक बहादुर दर्जी"" रूपन्देही 3"
दुर्गा लाल शर्मा,रूपन्देही,3,"""दुर्गा लाल शर्मा"" रूपन्देही 3"
धन बहादुर बस्नेत,रूपन्देही,3,"""धन बहादुर बस्नेत"" रूपन्देही 3"
नबाब मुसलमान,रूपन्देही,3,"""नबाब मुसलमान"" रूपन्देही 3"
महेन्द्र यादव,रूपन्देही,3,"""महेन्द्र यादव"" रूपन्देही 3"
मोहम्मदमुर्तजा साह,रूपन्देही,3,"""मोहम्मदमुर्तजा साह"" रूपन्देही 3"
विष्णु बहादुर राना,रूपन्देही,3,"""विष्णु बहादुर राना"" रूपन्देही 3"
सचिन राना,रूपन्देही,3,"""सचिन राना"" रूपन्देही 3"
ज्ञान प्रसाद भुर्तेल,रूपन्देही,3,"""ज्ञान प्रसाद भुर्तेल"" रूपन्देही 3"
प्रमोद कुमार यादव,रूपन्देही,4,"""प्रमोद कुमार यादव"" रूपन्देही 4|""प्रमोद कुमार यादव"""
आशुतोष मिश्र,रूपन्देही,4,"""आशुतोष मिश्र"" रूपन्देही 4|""आशुतोष मिश्र"""
बाबु लाल यादव,रूपन्देही,4,"""बाबु लाल यादव"" रूपन्देही 4"
कन्हैया बनिया,रूपन्देही,4,"""कन्हैया बनिया"" रूपन्देही 4|""कन्हैया बनिया"""
अहमददिन मुसलमान,रूपन्देही,4,"""अहमददिन मुसलमान"" रूपन्देही 4"
सर्वेन्द्र नाथ शुक्ला,रूपन्देही,4,"""सर्वेन्द्र नाथ शुक्ला"" रूपन्देही 4"
भोपेन्द्र प्रसाद यादव,रूपन्देही,4,"""भोपेन्द्र प्रसाद यादव"" रूपन्देही 4"
कमल कोजु,रूपन्देही,4,"""कमल कोजु"" रूपन्देही 4"
कर्ण बहादुर गुरुङ,रूपन्देही,4,"""कर्ण बहादुर गुरुङ"" रूपन्देही 4"
जंग बहादुर यादव,रूपन्देही,4,"""जंग बहादुर यादव"" रूपन्देही 4"
फडिन्द्र तिवारि,रूपन्देही,4,"""फडिन्द्र तिवारि"" रूपन्देही 4"
जुठे दमाई,रूपन्देही,4,"""जुठे दमाई"" रूपन्देही 4"
विष्‍णु प्रसाद तिवारी,रूपन्देही,4,"""विष्‍णु प्रसाद तिवारी"" रूपन्देही 4"
सुदर्शन अहिर,रूपन्देही,4,"""सुदर्शन अहिर"" रूपन्देही 4"
ज्योती थापा,रूपन्देही,4,"""ज्योती थापा"" रूपन्देही 4"
अदालत चाई,रूपन्देही,4,"""अदालत चाई"" रूपन्देही 4"
मोहम्मद आरिफ मुसलमान खान,रूपन्देही,4,"""मोहम्मद आरिफ मुसलमान खान"" रूपन्देही 4"
रमेश कुर्मी,रूपन्देही,4,"""रमेश कुर्मी"" रूपन्देही 4"
राधे श्‍याम वनिया,रूपन्देही,4,"""राधे श्‍याम वनिया"" रूपन्देही 4"
विनय कुमार चौधरी,रूपन्देही,4,"""विनय कुमार चौधरी"" रूपन्देही 4"
विश्‍व नाथ शर्मा,रूपन्देही,4,"""विश्‍व नाथ शर्मा"" रूपन्देही 4"
शसिकला पाण्डेय,रूपन्देही,4,"""शसिकला पाण्डेय"" रूपन्देही 4"
खिम लाल भट्टराई,रूपन्देही,5,"""खिम लाल भट्टराई"" रूपन्देही 5|""खिम लाल भट्टराई"""
भरत कुमार शाह,रूपन्देही,5,"""भरत कुमार शाह""|""भरत कुमार शाह"" रूपन्देही 5"
मुहम्मद वकील मुसलमान,रूपन्देही,5,"""मुहम्मद वकील मुसलमान"" रूपन्देही 5"
तौफिक अहमद खान,रूपन्देही,5,"""तौफिक अहमद खान""|""तौफिक अहमद खान"" रूपन्देही 5"
मिन प्रसाद घिमिरे,रूपन्देही,5,"""मिन प्रसाद घिमिरे"" रूपन्देही 5"
मुहम्मद बहिद फकिर,रूपन्देही,5,"""मुहम्मद बहिद फकिर"" रूपन्देही 5"
ओम प्रकाश यादव,रूपन्देही,5,"""ओम प्रकाश यादव"" रूपन्देही 5"
जगीलाल थापा,रूपन्देही,5,"""जगीलाल थापा"" रूपन्देही 5"
जयश्वर रेग्मी,रूपन्देही,5,"""जयश्वर रेग्मी"" रूपन्देही 5"
सुनिल चौधरी थारु,रूपन्देही,5,"""सुनिल चौधरी थारु"" रूपन्देही 5"
इन्‍द्र बहादुर नेपाली,रूपन्देही,5,"""इन्‍द्र बहादुर नेपाली"" रूपन्देही 5"
केशु रासकोटी मगर,रूपन्देही,5,"""केशु रासकोटी मगर"" रूपन्देही 5"
शिवलाल विश्वकर्मा,रूपन्देही,5,"""शिवलाल विश्वकर्मा"" रूपन्देही 5"
विष्णु प्रसाद भट्टराई,रूपन्देही,5,"""विष्णु प्रसाद भट्टराई"" रूपन्देही 5"
चन्दा थापा,रूपन्देही,5,"""चन्दा थापा"" रूपन्देही 5"
केशव भट्टराई ,रूपन्देही,5,"""केशव भट्टराई"" रूपन्देही 5"
बिरेन्द्र कुमार धोवी,रूपन्देही,5,"""बिरेन्द्र कुमार धोवी"" रूपन्देही 5"
राजु श्रेष्‍ठ,रूपन्देही,5,"""राजु श्रेष्‍ठ"" रूपन्देही 5"
खेम प्रसाद गुरुङ्,रूपन्देही,5,"""खेम प्रसाद गुरुङ्"" रूपन्देही 5"
जगदीश यादव,रूपन्देही,5,"""जगदीश यादव"" रूपन्देही 5"
जय नारायण काफ्ले,रूपन्देही,5,"""जय नारायण काफ्ले"" रूपन्देही 5"
धिरेन्द्र प्रसाद चौधरी,रूपन्देही,5,"""धिरेन्द्र प्रसाद चौधरी"" रूपन्देही 5"
बसन्त कुमार यादव,रूपन्देही,5,"""बसन्त कुमार यादव"" रूपन्देही 5"
बसन्ती चमार,रूपन्देही,5,"""बसन्ती चमार"" रूपन्देही 5"
लक्ष्‍मण बहादुर नेपाल,रूपन्देही,5,"""लक्ष्‍मण बहादुर नेपाल"" रूपन्देही 5"
विक्रम प्रसाद यादव,रूपन्देही,5,"""विक्रम प्रसाद यादव"" रूपन्देही 5"
सकिल अहमद खा,रूपन्देही,5,"""सकिल अहमद खा"" रूपन्देही 5"
विश्राम प्रसाद चौधरी,कपिलबस्तु,1,"""विश्राम प्रसाद चौधरी""|""विश्राम प्रसाद चौधरी"" कपिलबस्तु 1"
अतहर कमाल मुसलमान,कपिलबस्तु,1,"""अतहर कमाल मुसलमान"" कपिलबस्तु 1|""अतहर कमाल मुसलमान"""
कृष्ण बहादुर कुँवर,कपिलबस्तु,1,"""कृष्ण बहादुर कुँवर"" कपिलबस्तु 1"
मोहन लाल आचार्य,कपिलबस्तु,1,"""मोहन लाल आचार्य"" कपिलबस्तु 1|""मोहन लाल आचार्य"""
शत्रुघन बिलास सिंह कुर्मी,कपिलबस्तु,1,"""शत्रुघन बिलास सिंह कुर्मी"" कपिलबस्तु 1"
बब्बु सिंह यादव,कपिलबस्तु,1,"""बब्बु सिंह यादव"" कपिलबस्तु 1"
नरेन्‍द्र प्रसाद चौधरी,कपिलबस्तु,1,"""नरेन्‍द्र प्रसाद चौधरी"" कपिलबस्तु 1"
माधव भाट,कपिलबस्तु,1,"""माधव भाट"" कपिलबस्तु 1"
केशर बहादुर सूर्यवंशी,कपिलबस्तु,1,"""केशर बहादुर सूर्यवंशी"" कपिलबस्तु 1"
मनोज कुमार शुक्ल,कपिलबस्तु,1,"""मनोज कुमार शुक्ल"" कपिलबस्तु 1"
दरोगा प्रसाद कुर्मी,कपिलबस्तु,1,"""दरोगा प्रसाद कुर्मी"" कपिलबस्तु 1"
संघ प्रसाद थारु,कपिलबस्तु,1,"""संघ प्रसाद थारु"" कपिलबस्तु 1"
नुमा बि.क,कपिलबस्तु,1,"""नुमा बि.क"" कपिलबस्तु 1"
जयवन्त विक्रम शाह,कपिलबस्तु,1,"""जयवन्त विक्रम शाह"" कपिलबस्तु 1"
भग्गु प्रसाद चौधरी थारु,कपिलबस्तु,1,"""भग्गु प्रसाद चौधरी थारु"" कपिलबस्तु 1"
निसार अहमद मुसलमान,कपिलबस्तु,1,"""निसार अहमद मुसलमान"" कपिलबस्तु 1"
अब्दुल्लाह मुसलमान,कपिलबस्तु,1,"""अब्दुल्लाह मुसलमान"" कपिलबस्तु 1"
रबिन कार्की,कपिलबस्तु,1,"""रबिन कार्की"" कपिलबस्तु 1"
शिव बहादुर दर्जी,कपिलबस्तु,1,"""शिव बहादुर दर्जी"" कपिलबस्तु 1"
अब्दुल रहमान -,कपिलबस्तु,1,"""अब्दुल रहमान -"" कपिलबस्तु 1"
आशिष शर्मा,कपिलबस्तु,1,"""आशिष शर्मा"" कपिलबस्तु 1"
कल्याण टण्‍डन,कपिलबस्तु,1,"""कल्याण टण्‍डन"" कपिलबस्तु 1"
कैसर जहा भन्ने सकिना मुस्लीम​,कपिलबस्तु,1,"""कैसर जहा भन्ने सकिना मुस्लीम​"" कपिलबस्तु 1"
चन्द्र कुमार बढई,कपिलबस्तु,1,"""चन्द्र कुमार बढई"" कपिलबस्तु 1"
धर्मेन्दर पासी,कपिलबस्तु,1,"""धर्मेन्दर पासी"" कपिलबस्तु 1"
नरेन्द्र वहादुर वेल्बासे,कपिलबस्तु,1,"""नरेन्द्र वहादुर वेल्बासे"" कपिलबस्तु 1"
प्रकाश भुसाल,कपिलबस्तु,1,"""प्रकाश भुसाल"" कपिलबस्तु 1"
माधव प्रसाद खनाल  (उपाध्याय),कपिलबस्तु,1,"""माधव प्रसाद खनाल  (उपाध्याय)"" कपिलबस्तु 1"
राम गोपाल कुर्मी,कपिलबस्तु,1,"""राम गोपाल कुर्मी"" कपिलबस्तु 1"
राम नारायण थारु,कपिलबस्तु,1,"""राम नारायण थारु"" कपिलबस्तु 1"
वुद्धि नाथ पोखरेल,कपिलबस्तु,1,"""वुद्धि नाथ पोखरेल"" कपिलबस्तु 1"
शंकर भाटक्षेत्री,कपिलबस्तु,1,"""शंकर भाटक्षेत्री"" कपिलबस्तु 1"
सुरेन्द्र कुमार शुक्ल,कपिलबस्तु,1,"""सुरेन्द्र कुमार शुक्ल"" कपिलबस्तु 1"
सुर्य प्रसाद बराल,कपिलबस्तु,1,"""सुर्य प्रसाद बराल"" कपिलबस्तु 1"
द‍ृग नरायण पाण्‍डेय,कपिलबस्तु,2,"""द‍ृग नरायण पाण्‍डेय""|""द‍ृग नरायण पाण्‍डेय"" कपिलबस्तु 2"
सुरेन्द्र राज आचार्य,कपिलबस्तु,2,"""सुरेन्द्र राज आचार्य""|""सुरेन्द्र राज आचार्य"" कपिलबस्तु 2"
बृजेश कुमार गुप्‍त,कपिलबस्तु,2,"""बृजेश कुमार गुप्‍त"" कपिलबस्तु 2"
विक्रम थापा,कपिलबस्तु,2,"""विक्रम थापा""|""विक्रम थापा"" कपिलबस्तु 2"
विष्णु प्रसाद भण्डारी,कपिलबस्तु,2,"""विष्णु प्रसाद भण्डारी"" कपिलबस्तु 2"
राम नेवास यादव,कपिलबस्तु,2,"""राम नेवास यादव"" कपिलबस्तु 2"
मुरली कुर्मी,कपिलबस्तु,2,"""मुरली कुर्मी"" कपिलबस्तु 2"
लक्ष्मी कुमारी मण्डारी,कपिलबस्तु,2,"""लक्ष्मी कुमारी मण्डारी"" कपिलबस्तु 2"
पिन बहादुर दर्जी,कपिलबस्तु,2,"""पिन बहादुर दर्जी"" कपिलबस्तु 2"
शेष नारायण शुक्ल,कपिलबस्तु,2,"""शेष नारायण शुक्ल"" कपिलबस्तु 2"
बुद्धि बहादुर सारु थापा,कपिलबस्तु,2,"""बुद्धि बहादुर सारु थापा"" कपिलबस्तु 2"
राज मंगल थारु,कपिलबस्तु,2,"""राज मंगल थारु"" कपिलबस्तु 2"
राम चन्द्र कोरी,कपिलबस्तु,2,"""राम चन्द्र कोरी"" कपिलबस्तु 2"
जामवन्ती भूज,कपिलबस्तु,2,"""जामवन्ती भूज"" कपिलबस्तु 2"
राम प्रसाद पासी,कपिलबस्तु,2,"""राम प्रसाद पासी"" कपिलबस्तु 2"
सुमन गिरी,कपिलबस्तु,2,"""सुमन गिरी"" कपिलबस्तु 2"
प्रेम बहादुर वि.क,कपिलबस्तु,2,"""प्रेम बहादुर वि.क"" कपिलबस्तु 2"
अब्दुल गफ्फार अन्सारी,कपिलबस्तु,2,"""अब्दुल गफ्फार अन्सारी"" कपिलबस्तु 2"
अरुण तिवारी,कपिलबस्तु,2,"""अरुण तिवारी"" कपिलबस्तु 2"
ईब्राहिम पठान,कपिलबस्तु,2,"""ईब्राहिम पठान"" कपिलबस्तु 2"
कृष्‍ण चन्द्र पासी,कपिलबस्तु,2,"""कृष्‍ण चन्द्र पासी"" कपिलबस्तु 2"
टोमनाथ कुर्मी,कपिलबस्तु,2,"""टोमनाथ कुर्मी"" कपिलबस्तु 2"
तारा प्रसाद अधिकारी,कपिलबस्तु,2,"""तारा प्रसाद अधिकारी"" कपिलबस्तु 2"
महेश कुर्मी,कपिलबस्तु,2,"""महेश कुर्मी"" कपिलबस्तु 2"
राकेश कुर्मी,कपिलबस्तु,2,"""राकेश कुर्मी"" कपिलबस्तु 2"
राम प्रसाद पौडेल,कपिलबस्तु,2,"""राम प्रसाद पौडेल"" कपिलबस्तु 2"
विजय नन्द चौवे,कपिलबस्तु,2,"""विजय नन्द चौवे"" कपिलबस्तु 2"
सरताज अहमद मु,कपिलबस्तु,2,"""सरताज अहमद मु"" कपिलबस्तु 2"
बीरेन्द्र कुमार कानोडिया,कपिलबस्तु,3,"""बीरेन्द्र कुमार कानोडिया"" कपिलबस्तु 3|""बीरेन्द्र कुमार कानोडिया"""
अभिषेक प्रताप शाह,कपिलबस्तु,3,"""अभिषेक प्रताप शाह""|""अभिषेक प्रताप शाह"" कपिलबस्तु 3"
एहसान अहमद खाँ,कपिलबस्तु,3,"""एहसान अहमद खाँ"" कपिलबस्तु 3"
प्रकाश रजौरिया,कपिलबस्तु,3,"""प्रकाश रजौरिया"" कपिलबस्तु 3|""प्रकाश रजौरिया"""
प्रेम शंकर शुक्ल,कपिलबस्तु,3,"""प्रेम शंकर शुक्ल"" कपिलबस्तु 3"
ईश्‍वर कुमार राउत,कपिलबस्तु,3,"""ईश्‍वर कुमार राउत"" कपिलबस्तु 3"
केर सिंह अदै,कपिलबस्तु,3,"""केर सिंह अदै"" कपिलबस्तु 3"
अलाहुद्दीन दर्जी,कपिलबस्तु,3,"""अलाहुद्दीन दर्जी"" कपिलबस्तु 3"
जोगी पुरी गोसाई,कपिलबस्तु,3,"""जोगी पुरी गोसाई"" कपिलबस्तु 3"
विनोद लुईटेल,कपिलबस्तु,3,"""विनोद लुईटेल"" कपिलबस्तु 3"
ईश्वर दयाल मिश्र,कपिलबस्तु,3,"""ईश्वर दयाल मिश्र"" कपिलबस्तु 3"
मोहम्मद रफिक मियाँ,कपिलबस्तु,3,"""मोहम्मद रफिक मियाँ"" कपिलबस्तु 3"
अशोक कुमार यादव,कपिलबस्तु,3,"""अशोक कुमार यादव"" कपिलबस्तु 3"
अब्दुलहमीद वेग,कपिलबस्तु,3,"""अब्दुलहमीद वेग"" कपिलबस्तु 3"
आनन्द प्रकाश यादव,कपिलबस्तु,3,"""आनन्द प्रकाश यादव"" कपिलबस्तु 3"
इन्तजार खाँ,कपिलबस्तु,3,"""इन्तजार खाँ"" कपिलबस्तु 3"
औसाफ अहमद खाँ,कपिलबस्तु,3,"""औसाफ अहमद खाँ"" कपिलबस्तु 3"
कृष्ण कुमार उपाध्याय,कपिलबस्तु,3,"""कृष्ण कुमार उपाध्याय"" कपिलबस्तु 3"
चिन्ता बहादुर दर्जी,कपिलबस्तु,3,"""चिन्ता बहादुर दर्जी"" कपिलबस्तु 3"
थर्क वहादुर खन्गाहा,कपिलबस्तु,3,"""थर्क वहादुर खन्गाहा"" कपिलबस्तु 3"
दुर्गा प्रसाद उपाध्याय,कपिलबस्तु,3,"""दुर्गा प्रसाद उपाध्याय"" कपिलबस्तु 3"
नूरुल कमर खाँ,कपिलबस्तु,3,"""नूरुल कमर खाँ"" कपिलबस्तु 3"
परमेश्‍वर दयाल मिश्र,कपिलबस्तु,3,"""परमेश्‍वर दयाल मिश्र"" कपिलबस्तु 3"
पंकाज कुमार चौधरी,कपिलबस्तु,3,"""पंकाज कुमार चौधरी"" कपिलबस्तु 3"
बाल किसुन मुराउ (मौर्य),कपिलबस्तु,3,"""बाल किसुन मुराउ (मौर्य)"" कपिलबस्तु 3"
बालजी प्रसाद यादव,कपिलबस्तु,3,"""बालजी प्रसाद यादव"" कपिलबस्तु 3"
बुद्धिसागर शुक्ल,कपिलबस्तु,3,"""बुद्धिसागर शुक्ल"" कपिलबस्तु 3"
मकसुद मियाँ,कपिलबस्तु,3,"""मकसुद मियाँ"" कपिलबस्तु 3"
मनीष कुमार कानोडिया,कपिलबस्तु,3,"""मनीष कुमार कानोडिया"" कपिलबस्तु 3"
मनोज कुमार चतुर्वेदी,कपिलबस्तु,3,"""मनोज कुमार चतुर्वेदी"" कपिलबस्तु 3"
राम निवास नाऊ,कपिलबस्तु,3,"""राम निवास नाऊ"" कपिलबस्तु 3"
शर्वेस पाण्डेय,कपिलबस्तु,3,"""शर्वेस पाण्डेय"" कपिलबस्तु 3"
सुग्रीम लोनिया,कपिलबस्तु,3,"""सुग्रीम लोनिया"" कपिलबस्तु 3"
हरि ओम तुलस्यान,कपिलबस्तु,3,"""हरि ओम तुलस्यान"" कपिलबस्तु 3"
हरिराम तेली,कपिलबस्तु,3,"""हरिराम तेली"" कपिलबस्तु 3"
हरीराम प्रसाद यादव,कपिलबस्तु,3,"""हरीराम प्रसाद यादव"" कपिलबस्तु 3"
इन्द्र धारा डादु विष्ट,मुस्ताङ,1,"""इन्द्र धारा डादु विष्ट"" मुस्ताङ 1|""इन्द्र धारा डादु विष्ट"""
योगेश गौचन  थकाली,मुस्ताङ,1,"""योगेश गौचन  थकाली""|""योगेश गौचन  थकाली"" मुस्ताङ 1"
ङुटुक गुरुङ,मुस्ताङ,1,"""ङुटुक गुरुङ"" मुस्ताङ 1"
अधितीय चन्द्र थकाली,मुस्ताङ,1,"""अधितीय चन्द्र थकाली""|""अधितीय चन्द्र थकाली"" मुस्ताङ 1"
कमला लालचन,मुस्ताङ,1,"""कमला लालचन"" मुस्ताङ 1"
यम  बहादुर गुरुङ ,मुस्ताङ,1,"""यम  बहादुर गुरुङ"" मुस्ताङ 1"
सुरेन्द्र शेरचन,मुस्ताङ,1,"""सुरेन्द्र शेरचन"" मुस्ताङ 1"
अजय बि.क,मुस्ताङ,1,"""अजय बि.क"" मुस्ताङ 1"
हरीकृष्ण श्रेष्ठ,म्याग्दी,1,"""हरीकृष्ण श्रेष्ठ""|""हरीकृष्ण श्रेष्ठ"" म्याग्दी 1"
कर्ण बहादुर भण्डारी,म्याग्दी,1,"""कर्ण बहादुर भण्डारी""|""कर्ण बहादुर भण्डारी"" म्याग्दी 1"
अर्जुन बहादुर थापा,म्याग्दी,1,"""अर्जुन बहादुर थापा"" म्याग्दी 1"
युवराज रोका,म्याग्दी,1,"""युवराज रोका""|""युवराज रोका"" म्याग्दी 1"
डम्भर बहादुर सुवेदी,म्याग्दी,1,"""डम्भर बहादुर सुवेदी"" म्याग्दी 1"
छेम बहादुर वि.क,म्याग्दी,1,"""छेम बहादुर वि.क"" म्याग्दी 1"
