CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,NepaliSearchQuery,EnglishSearchQuery,PowerSearchQuery,FileSaveName
ङुटुक गुरुङ,Ngutuk Gurung,मुस्ताङ,mustang,1,"""ङुटुक गुरुङ"" since:2025-09-05","""Ngutuk Gurung"" since:2025-09-05","(""ङुटुक गुरुङ"" OR ""Ngutuk Gurung"") since:2025-09-05",mustang_1.csv
यम  बहादुर गुरुङ ,Ym Bahadur Gurung,मुस्ताङ,mustang,1,"""यम  बहादुर गुरुङ "" since:2025-09-05","""Ym Bahadur Gurung"" since:2025-09-05","(""यम  बहादुर गुरुङ "" OR ""Ym Bahadur Gurung"") since:2025-09-05",mustang_1.csv
योगेश गौचन  थकाली,Yogesh Gauchn Thkali,मुस्ताङ,mustang,1,"""योगेश गौचन  थकाली"" since:2025-09-05","""Yogesh Gauchn Thkali"" since:2025-09-05","(""योगेश गौचन  थकाली"" OR ""Yogesh Gauchn Thkali"") since:2025-09-05",mustang_1.csv
सुरेन्द्र शेरचन,Surendra Sherchan,मुस्ताङ,mustang,1,"""सुरेन्द्र शेरचन"" since:2025-09-05","""Surendra Sherchan"" since:2025-09-05","(""सुरेन्द्र शेरचन"" OR ""Surendra Sherchan"") since:2025-09-05",mustang_1.csv
अर्जुन बहादुर थापा,Arjun Bahadur Thapa,म्याग्दी,myagdi,1,"""अर्जुन बहादुर थापा"" since:2025-09-05","""Arjun Bahadur Thapa"" since:2025-09-05","(""अर्जुन बहादुर थापा"" OR ""Arjun Bahadur Thapa"") since:2025-09-05",myagdi_1.csv
कर्ण बहादुर भण्डारी,Karna Bahadur Bhandari,म्याग्दी,myagdi,1,"""कर्ण बहादुर भण्डारी"" since:2025-09-05","""Karna Bahadur Bhandari"" since:2025-09-05","(""कर्ण बहादुर भण्डारी"" OR ""Karna Bahadur Bhandari"") since:2025-09-05",myagdi_1.csv
क्षेत्रवहादुर घिमिरे,Kshetri Bahadur Ghimire,म्याग्दी,myagdi,1,"""क्षेत्रवहादुर घिमिरे"" since:2025-09-05","""Kshetri Bahadur Ghimire"" since:2025-09-05","(""क्षेत्रवहादुर घिमिरे"" OR ""Kshetri Bahadur Ghimire"") since:2025-09-05",myagdi_1.csv
छेम बहादुर वि.क,Chhem Bahadur Vi K,म्याग्दी,myagdi,1,"""छेम बहादुर वि.क"" since:2025-09-05","""Chhem Bahadur Vi K"" since:2025-09-05","(""छेम बहादुर वि.क"" OR ""Chhem Bahadur Vi K"") since:2025-09-05",myagdi_1.csv
डम्भर बहादुर सुवेदी,Dambhara Bahadur Suvedi,म्याग्दी,myagdi,1,"""डम्भर बहादुर सुवेदी"" since:2025-09-05","""Dambhara Bahadur Suvedi"" since:2025-09-05","(""डम्भर बहादुर सुवेदी"" OR ""Dambhara Bahadur Suvedi"") since:2025-09-05",myagdi_1.csv
तुल प्रसाद गर्बुजा,Tul Prasad Grbuja,म्याग्दी,myagdi,1,"""तुल प्रसाद गर्बुजा"" since:2025-09-05","""Tul Prasad Grbuja"" since:2025-09-05","(""तुल प्रसाद गर्बुजा"" OR ""Tul Prasad Grbuja"") since:2025-09-05",myagdi_1.csv
देवेन्द्र कामी,Devendra Kami,म्याग्दी,myagdi,1,"""देवेन्द्र कामी"" since:2025-09-05","""Devendra Kami"" since:2025-09-05","(""देवेन्द्र कामी"" OR ""Devendra Kami"") since:2025-09-05",myagdi_1.csv
भिम बहादुर लामा,Bhim Bahadur Lama,म्याग्दी,myagdi,1,"""भिम बहादुर लामा"" since:2025-09-05","""Bhim Bahadur Lama"" since:2025-09-05","(""भिम बहादुर लामा"" OR ""Bhim Bahadur Lama"") since:2025-09-05",myagdi_1.csv
महावीर पुन,Mhavir Pun,म्याग्दी,myagdi,1,"""महावीर पुन"" since:2025-09-05","""Mhavir Pun"" since:2025-09-05","(""महावीर पुन"" OR ""Mhavir Pun"") since:2025-09-05",myagdi_1.csv
युवराज रोका,Yuvraj Roka,म्याग्दी,myagdi,1,"""युवराज रोका"" since:2025-09-05","""Yuvraj Roka"" since:2025-09-05","(""युवराज रोका"" OR ""Yuvraj Roka"") since:2025-09-05",myagdi_1.csv
विनोद राना,Vinod Rana,म्याग्दी,myagdi,1,"""विनोद राना"" since:2025-09-05","""Vinod Rana"" since:2025-09-05","(""विनोद राना"" OR ""Vinod Rana"") since:2025-09-05",myagdi_1.csv
हरीकृष्ण श्रेष्ठ,Harikrishna Shrestha,म्याग्दी,myagdi,1,"""हरीकृष्ण श्रेष्ठ"" since:2025-09-05","""Harikrishna Shrestha"" since:2025-09-05","(""हरीकृष्ण श्रेष्ठ"" OR ""Harikrishna Shrestha"") since:2025-09-05",myagdi_1.csv
अविनास सुनार,Avinas Sunar,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""अविनास सुनार"" since:2025-09-05","""Avinas Sunar"" since:2025-09-05","(""अविनास सुनार"" OR ""Avinas Sunar"") since:2025-09-05",nawalparasi_east_1.csv
गोकुल शर्मा,Gokul Sharma,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""गोकुल शर्मा"" since:2025-09-05","""Gokul Sharma"" since:2025-09-05","(""गोकुल शर्मा"" OR ""Gokul Sharma"") since:2025-09-05",nawalparasi_east_1.csv
चन्द्रदत्त सापकोटा,Chandradatta Sapkota,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""चन्द्रदत्त सापकोटा"" since:2025-09-05","""Chandradatta Sapkota"" since:2025-09-05","(""चन्द्रदत्त सापकोटा"" OR ""Chandradatta Sapkota"") since:2025-09-05",nawalparasi_east_1.csv
छवीलाल मगर,Chhavilal Magar,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""छवीलाल मगर"" since:2025-09-05","""Chhavilal Magar"" since:2025-09-05","(""छवीलाल मगर"" OR ""Chhavilal Magar"") since:2025-09-05",nawalparasi_east_1.csv
दिपक चन्द्र बस्ताकोटी,Deepak Chandra Bstakoti,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""दिपक चन्द्र बस्ताकोटी"" since:2025-09-05","""Deepak Chandra Bstakoti"" since:2025-09-05","(""दिपक चन्द्र बस्ताकोटी"" OR ""Deepak Chandra Bstakoti"") since:2025-09-05",nawalparasi_east_1.csv
पार्वती गुरुङसेनी,Parvti Gurungseni,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""पार्वती गुरुङसेनी"" since:2025-09-05","""Parvti Gurungseni"" since:2025-09-05","(""पार्वती गुरुङसेनी"" OR ""Parvti Gurungseni"") since:2025-09-05",nawalparasi_east_1.csv
बाल कृष्ण घिमिरे,Bal Krishna Ghimire,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""बाल कृष्ण घिमिरे"" since:2025-09-05","""Bal Krishna Ghimire"" since:2025-09-05","(""बाल कृष्ण घिमिरे"" OR ""Bal Krishna Ghimire"") since:2025-09-05",nawalparasi_east_1.csv
बेल बहादुर सारु,Bel Bahadur Saru,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""बेल बहादुर सारु"" since:2025-09-05","""Bel Bahadur Saru"" since:2025-09-05","(""बेल बहादुर सारु"" OR ""Bel Bahadur Saru"") since:2025-09-05",nawalparasi_east_1.csv
भागिरथ सापकोटा,Bhagirth Sapkota,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""भागिरथ सापकोटा"" since:2025-09-05","""Bhagirth Sapkota"" since:2025-09-05","(""भागिरथ सापकोटा"" OR ""Bhagirth Sapkota"") since:2025-09-05",nawalparasi_east_1.csv
भिम चन्‍द्र गुरुङ्ग,Bhim Chn Dr Gurung,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""भिम चन्‍द्र गुरुङ्ग"" since:2025-09-05","""Bhim Chn Dr Gurung"" since:2025-09-05","(""भिम चन्‍द्र गुरुङ्ग"" OR ""Bhim Chn Dr Gurung"") since:2025-09-05",nawalparasi_east_1.csv
राजन गौतम,Rajan Gautam,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""राजन गौतम"" since:2025-09-05","""Rajan Gautam"" since:2025-09-05","(""राजन गौतम"" OR ""Rajan Gautam"") since:2025-09-05",nawalparasi_east_1.csv
राजु गुरुङ्ग,Raju Gurung,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""राजु गुरुङ्ग"" since:2025-09-05","""Raju Gurung"" since:2025-09-05","(""राजु गुरुङ्ग"" OR ""Raju Gurung"") since:2025-09-05",nawalparasi_east_1.csv
लोक प्रसाद भुर्तेल,Lok Prasad Bhurtel,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""लोक प्रसाद भुर्तेल"" since:2025-09-05","""Lok Prasad Bhurtel"" since:2025-09-05","(""लोक प्रसाद भुर्तेल"" OR ""Lok Prasad Bhurtel"") since:2025-09-05",nawalparasi_east_1.csv
विन्दु के.सी.,Vindu K.C.,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""विन्दु के.सी."" since:2025-09-05","""Vindu K.C."" since:2025-09-05","(""विन्दु के.सी."" OR ""Vindu K.C."") since:2025-09-05",nawalparasi_east_1.csv
विष्णुमान विक,Vishnuman Vik,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""विष्णुमान विक"" since:2025-09-05","""Vishnuman Vik"" since:2025-09-05","(""विष्णुमान विक"" OR ""Vishnuman Vik"") since:2025-09-05",nawalparasi_east_1.csv
शत्रुघन थापा,Shatraghan Thapa,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,1,"""शत्रुघन थापा"" since:2025-09-05","""Shatraghan Thapa"" since:2025-09-05","(""शत्रुघन थापा"" OR ""Shatraghan Thapa"") since:2025-09-05",nawalparasi_east_1.csv
ओम बहादुर घर्ती,Om Bahadur Gharti,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""ओम बहादुर घर्ती"" since:2025-09-05","""Om Bahadur Gharti"" since:2025-09-05","(""ओम बहादुर घर्ती"" OR ""Om Bahadur Gharti"") since:2025-09-05",nawalparasi_east_2.csv
कमल चापागाई,Kamal Chapagai,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""कमल चापागाई"" since:2025-09-05","""Kamal Chapagai"" since:2025-09-05","(""कमल चापागाई"" OR ""Kamal Chapagai"") since:2025-09-05",nawalparasi_east_2.csv
खेम बहादुर राना,Khem Bahadur Rana,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""खेम बहादुर राना"" since:2025-09-05","""Khem Bahadur Rana"" since:2025-09-05","(""खेम बहादुर राना"" OR ""Khem Bahadur Rana"") since:2025-09-05",nawalparasi_east_2.csv
गंगा प्रसाद ज्ञवाली,Ganga Prasad Gyawali,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""गंगा प्रसाद ज्ञवाली"" since:2025-09-05","""Ganga Prasad Gyawali"" since:2025-09-05","(""गंगा प्रसाद ज्ञवाली"" OR ""Ganga Prasad Gyawali"") since:2025-09-05",nawalparasi_east_2.csv
गणेश मान महतो,Ganesh Man Mahato,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""गणेश मान महतो"" since:2025-09-05","""Ganesh Man Mahato"" since:2025-09-05","(""गणेश मान महतो"" OR ""Ganesh Man Mahato"") since:2025-09-05",nawalparasi_east_2.csv
गिता कुमारी लामिछाने,Gita Kumari Lamichhane,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""गिता कुमारी लामिछाने"" since:2025-09-05","""Gita Kumari Lamichhane"" since:2025-09-05","(""गिता कुमारी लामिछाने"" OR ""Gita Kumari Lamichhane"") since:2025-09-05",nawalparasi_east_2.csv
टोल बहादुर लुंगेली मगर,Tol Bahadur Lungeli Magar,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""टोल बहादुर लुंगेली मगर"" since:2025-09-05","""Tol Bahadur Lungeli Magar"" since:2025-09-05","(""टोल बहादुर लुंगेली मगर"" OR ""Tol Bahadur Lungeli Magar"") since:2025-09-05",nawalparasi_east_2.csv
तिल बहादुर महत क्षेत्री,Til Bahadur Mahat Chhetri,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""तिल बहादुर महत क्षेत्री"" since:2025-09-05","""Til Bahadur Mahat Chhetri"" since:2025-09-05","(""तिल बहादुर महत क्षेत्री"" OR ""Til Bahadur Mahat Chhetri"") since:2025-09-05",nawalparasi_east_2.csv
निब बहादुर आले,Nib Bahadur Ale,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""निब बहादुर आले"" since:2025-09-05","""Nib Bahadur Ale"" since:2025-09-05","(""निब बहादुर आले"" OR ""Nib Bahadur Ale"") since:2025-09-05",nawalparasi_east_2.csv
पेम बहादुर सिंजाली,Pem Bahadur Sinjali,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""पेम बहादुर सिंजाली"" since:2025-09-05","""Pem Bahadur Sinjali"" since:2025-09-05","(""पेम बहादुर सिंजाली"" OR ""Pem Bahadur Sinjali"") since:2025-09-05",nawalparasi_east_2.csv
भरत प्रसाद वस्ती,Bharat Prasad Wasti,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""भरत प्रसाद वस्ती"" since:2025-09-05","""Bharat Prasad Wasti"" since:2025-09-05","(""भरत प्रसाद वस्ती"" OR ""Bharat Prasad Wasti"") since:2025-09-05",nawalparasi_east_2.csv
भिमा कुमारि भुसाल,Bhima Kumari Bhusal,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""भिमा कुमारि भुसाल"" since:2025-09-05","""Bhima Kumari Bhusal"" since:2025-09-05","(""भिमा कुमारि भुसाल"" OR ""Bhima Kumari Bhusal"") since:2025-09-05",nawalparasi_east_2.csv
मनिष खनाल,Mnish Khanal,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""मनिष खनाल"" since:2025-09-05","""Mnish Khanal"" since:2025-09-05","(""मनिष खनाल"" OR ""Mnish Khanal"") since:2025-09-05",nawalparasi_east_2.csv
मानसिंह महतो,Mansinh Mahato,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""मानसिंह महतो"" since:2025-09-05","""Mansinh Mahato"" since:2025-09-05","(""मानसिंह महतो"" OR ""Mansinh Mahato"") since:2025-09-05",nawalparasi_east_2.csv
रुन कुमारी महतो,Run Kumari Mahato,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""रुन कुमारी महतो"" since:2025-09-05","""Run Kumari Mahato"" since:2025-09-05","(""रुन कुमारी महतो"" OR ""Run Kumari Mahato"") since:2025-09-05",nawalparasi_east_2.csv
लक्ष्मी सोमै मगर,Lakshmi Somai Magar,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""लक्ष्मी सोमै मगर"" since:2025-09-05","""Lakshmi Somai Magar"" since:2025-09-05","(""लक्ष्मी सोमै मगर"" OR ""Lakshmi Somai Magar"") since:2025-09-05",nawalparasi_east_2.csv
विष्‍णु गिरी,Vishnu Giri,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""विष्‍णु गिरी"" since:2025-09-05","""Vishnu Giri"" since:2025-09-05","(""विष्‍णु गिरी"" OR ""Vishnu Giri"") since:2025-09-05",nawalparasi_east_2.csv
सशीला देवकोटा,Sshila Devkota,नवलपरासी (बर्दघाट सुस्ता पूर्व),nawalparasi_east,2,"""सशीला देवकोटा"" since:2025-09-05","""Sshila Devkota"" since:2025-09-05","(""सशीला देवकोटा"" OR ""Sshila Devkota"") since:2025-09-05",nawalparasi_east_2.csv
अलियास मिया,Aliyas Miya,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""अलियास मिया"" since:2025-09-05","""Aliyas Miya"" since:2025-09-05","(""अलियास मिया"" OR ""Aliyas Miya"") since:2025-09-05",nawalparasi_west_1.csv
इन्द्र कुमार गुरुङ्ग,Indra Kumar Gurung,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""इन्द्र कुमार गुरुङ्ग"" since:2025-09-05","""Indra Kumar Gurung"" since:2025-09-05","(""इन्द्र कुमार गुरुङ्ग"" OR ""Indra Kumar Gurung"") since:2025-09-05",nawalparasi_west_1.csv
ओम बहादुर चौधरी थारु,Om Bahadur Chaudhary Tharu,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""ओम बहादुर चौधरी थारु"" since:2025-09-05","""Om Bahadur Chaudhary Tharu"" since:2025-09-05","(""ओम बहादुर चौधरी थारु"" OR ""Om Bahadur Chaudhary Tharu"") since:2025-09-05",nawalparasi_west_1.csv
गंगा देवी थारु महतो,Ganga Devi Tharu Mahato,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""गंगा देवी थारु महतो"" since:2025-09-05","""Ganga Devi Tharu Mahato"" since:2025-09-05","(""गंगा देवी थारु महतो"" OR ""Ganga Devi Tharu Mahato"") since:2025-09-05",nawalparasi_west_1.csv
गणेश बहादुर चौधरी,Ganesh Bahadur Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""गणेश बहादुर चौधरी"" since:2025-09-05","""Ganesh Bahadur Chaudhary"" since:2025-09-05","(""गणेश बहादुर चौधरी"" OR ""Ganesh Bahadur Chaudhary"") since:2025-09-05",nawalparasi_west_1.csv
गोपिचन्द्र हरिजन,Gopichandra Hrijn,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""गोपिचन्द्र हरिजन"" since:2025-09-05","""Gopichandra Hrijn"" since:2025-09-05","(""गोपिचन्द्र हरिजन"" OR ""Gopichandra Hrijn"") since:2025-09-05",nawalparasi_west_1.csv
चिरंजीवी खराल,Chirnjivi Khral,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""चिरंजीवी खराल"" since:2025-09-05","""Chirnjivi Khral"" since:2025-09-05","(""चिरंजीवी खराल"" OR ""Chirnjivi Khral"") since:2025-09-05",nawalparasi_west_1.csv
ढुण्डी राज पोख्रेल,Dhundi Raj Pokhrel,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""ढुण्डी राज पोख्रेल"" since:2025-09-05","""Dhundi Raj Pokhrel"" since:2025-09-05","(""ढुण्डी राज पोख्रेल"" OR ""Dhundi Raj Pokhrel"") since:2025-09-05",nawalparasi_west_1.csv
नवनित कुमार मिश्र,Nvnit Kumar Mishra,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""नवनित कुमार मिश्र"" since:2025-09-05","""Nvnit Kumar Mishra"" since:2025-09-05","(""नवनित कुमार मिश्र"" OR ""Nvnit Kumar Mishra"") since:2025-09-05",nawalparasi_west_1.csv
पुर्ण बहादुर विश्वकर्मा,Purna Bahadur Vishwakarma,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""पुर्ण बहादुर विश्वकर्मा"" since:2025-09-05","""Purna Bahadur Vishwakarma"" since:2025-09-05","(""पुर्ण बहादुर विश्वकर्मा"" OR ""Purna Bahadur Vishwakarma"") since:2025-09-05",nawalparasi_west_1.csv
बिजय कंडेल,Vijay Kndel,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""बिजय कंडेल"" since:2025-09-05","""Vijay Kndel"" since:2025-09-05","(""बिजय कंडेल"" OR ""Vijay Kndel"") since:2025-09-05",nawalparasi_west_1.csv
भरत लोनिया,Bharat Loniya,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""भरत लोनिया"" since:2025-09-05","""Bharat Loniya"" since:2025-09-05","(""भरत लोनिया"" OR ""Bharat Loniya"") since:2025-09-05",nawalparasi_west_1.csv
भिमसेन सुतप्राई मगर,Bhimsen Sutprai Magar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""भिमसेन सुतप्राई मगर"" since:2025-09-05","""Bhimsen Sutprai Magar"" since:2025-09-05","(""भिमसेन सुतप्राई मगर"" OR ""Bhimsen Sutprai Magar"") since:2025-09-05",nawalparasi_west_1.csv
मिन प्रसाद ढकाल,Min Prasad Dhakal,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""मिन प्रसाद ढकाल"" since:2025-09-05","""Min Prasad Dhakal"" since:2025-09-05","(""मिन प्रसाद ढकाल"" OR ""Min Prasad Dhakal"") since:2025-09-05",nawalparasi_west_1.csv
राजु प्रसाद हरिजन,Raju Prasad Hrijn,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""राजु प्रसाद हरिजन"" since:2025-09-05","""Raju Prasad Hrijn"" since:2025-09-05","(""राजु प्रसाद हरिजन"" OR ""Raju Prasad Hrijn"") since:2025-09-05",nawalparasi_west_1.csv
राम प्रसाद पाण्डेय,Ram Prasad Pandey,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""राम प्रसाद पाण्डेय"" since:2025-09-05","""Ram Prasad Pandey"" since:2025-09-05","(""राम प्रसाद पाण्डेय"" OR ""Ram Prasad Pandey"") since:2025-09-05",nawalparasi_west_1.csv
रामचन्द्र चौधरी थारु,Ramchandra Chaudhary Tharu,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""रामचन्द्र चौधरी थारु"" since:2025-09-05","""Ramchandra Chaudhary Tharu"" since:2025-09-05","(""रामचन्द्र चौधरी थारु"" OR ""Ramchandra Chaudhary Tharu"") since:2025-09-05",nawalparasi_west_1.csv
रितमान कामु मगर,Ritman Kamu Magar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""रितमान कामु मगर"" since:2025-09-05","""Ritman Kamu Magar"" since:2025-09-05","(""रितमान कामु मगर"" OR ""Ritman Kamu Magar"") since:2025-09-05",nawalparasi_west_1.csv
विक्रम खनाल,Vikram Khanal,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""विक्रम खनाल"" since:2025-09-05","""Vikram Khanal"" since:2025-09-05","(""विक्रम खनाल"" OR ""Vikram Khanal"") since:2025-09-05",nawalparasi_west_1.csv
विनोद कुमार चौधरी,Vinod Kumar Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""विनोद कुमार चौधरी"" since:2025-09-05","""Vinod Kumar Chaudhary"" since:2025-09-05","(""विनोद कुमार चौधरी"" OR ""Vinod Kumar Chaudhary"") since:2025-09-05",nawalparasi_west_1.csv
विनोद रेग्मी,Vinod Regmi,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""विनोद रेग्मी"" since:2025-09-05","""Vinod Regmi"" since:2025-09-05","(""विनोद रेग्मी"" OR ""Vinod Regmi"") since:2025-09-05",nawalparasi_west_1.csv
शैलेन्द्र सिँह सदासंकर,Shailendra Singh Sadasankar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""शैलेन्द्र सिँह सदासंकर"" since:2025-09-05","""Shailendra Singh Sadasankar"" since:2025-09-05","(""शैलेन्द्र सिँह सदासंकर"" OR ""Shailendra Singh Sadasankar"") since:2025-09-05",nawalparasi_west_1.csv
सत्रुधन चौधरी,Strudhn Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""सत्रुधन चौधरी"" since:2025-09-05","""Strudhn Chaudhary"" since:2025-09-05","(""सत्रुधन चौधरी"" OR ""Strudhn Chaudhary"") since:2025-09-05",nawalparasi_west_1.csv
सिन्‍धु जलेसा बुढाथोकी,Sin Dhu Jlesa Budhathoki,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""सिन्‍धु जलेसा बुढाथोकी"" since:2025-09-05","""Sin Dhu Jlesa Budhathoki"" since:2025-09-05","(""सिन्‍धु जलेसा बुढाथोकी"" OR ""Sin Dhu Jlesa Budhathoki"") since:2025-09-05",nawalparasi_west_1.csv
हृदयेश त्रिपाठी,Hridayesh Tripathi,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""हृदयेश त्रिपाठी"" since:2025-09-05","""Hridayesh Tripathi"" since:2025-09-05","(""हृदयेश त्रिपाठी"" OR ""Hridayesh Tripathi"") since:2025-09-05",nawalparasi_west_1.csv
होम बहादुर सुनार,Hom Bahadur Sunar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,1,"""होम बहादुर सुनार"" since:2025-09-05","""Hom Bahadur Sunar"" since:2025-09-05","(""होम बहादुर सुनार"" OR ""Hom Bahadur Sunar"") since:2025-09-05",nawalparasi_west_1.csv
अशोक तेली,Ashok Teli,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""अशोक तेली"" since:2025-09-05","""Ashok Teli"" since:2025-09-05","(""अशोक तेली"" OR ""Ashok Teli"") since:2025-09-05",nawalparasi_west_2.csv
इन्द्र बहादुर गुरुङ्ग,Indra Bahadur Gurung,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""इन्द्र बहादुर गुरुङ्ग"" since:2025-09-05","""Indra Bahadur Gurung"" since:2025-09-05","(""इन्द्र बहादुर गुरुङ्ग"" OR ""Indra Bahadur Gurung"") since:2025-09-05",nawalparasi_west_2.csv
उमा शंकर खरविन्द,Uma Shankar Kharbind,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""उमा शंकर खरविन्द"" since:2025-09-05","""Uma Shankar Kharbind"" since:2025-09-05","(""उमा शंकर खरविन्द"" OR ""Uma Shankar Kharbind"") since:2025-09-05",nawalparasi_west_2.csv
गोविन्‍द प्रसाद चौधरी,Govin D Prasad Chaudhary,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""गोविन्‍द प्रसाद चौधरी"" since:2025-09-05","""Govin D Prasad Chaudhary"" since:2025-09-05","(""गोविन्‍द प्रसाद चौधरी"" OR ""Govin D Prasad Chaudhary"") since:2025-09-05",nawalparasi_west_2.csv
चन्द्रभुषण पाठक,Chandrabhushan Pathak,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""चन्द्रभुषण पाठक"" since:2025-09-05","""Chandrabhushan Pathak"" since:2025-09-05","(""चन्द्रभुषण पाठक"" OR ""Chandrabhushan Pathak"") since:2025-09-05",nawalparasi_west_2.csv
जिवन मल्लाह,Jivn Mllah,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""जिवन मल्लाह"" since:2025-09-05","""Jivn Mllah"" since:2025-09-05","(""जिवन मल्लाह"" OR ""Jivn Mllah"") since:2025-09-05",nawalparasi_west_2.csv
दामोदर बर्मा सुनार,Damodr Brma Sunar,नवलपरासी (बर्दघाट सुस्ता पश्चिम),nawalparasi_west,2,"""दामोदर बर्मा सुनार"" since:2025-09-05","""Damodr Brma Sunar"" since:2025-09-05","(""दामोदर बर्मा सुनार"" OR ""Damodr Brma Sunar"") since:2025-09-05",nawalparasi_west_2.csv
