Name,District,No,Party,Symbol,KeywordList
गोविन्‍द प्रसाद चौधरी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"""गोविन्‍द प्रसाद चौधरी""|""गोविन्‍द"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""गोविन्‍द"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#गोविन्‍द|""गोविन्‍द प्रसाद चौधरी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
ध्रुव प्रसाद कहार,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""ध्रुव प्रसाद कहार""|""ध्रुव"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""ध्रुव"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#ध्रुव|""ध्रुव प्रसाद कहार"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
अशोक तेली,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,त्रिभुज,"""अशोक तेली""|""अशोक"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""अशोक"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#अशोक|""अशोक तेली"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
उमा शंकर खरविन्द,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,आँप,"""उमा शंकर खरविन्द""|""उमा"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""उमा"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#उमा|""उमा शंकर खरविन्द"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
दामोदर बर्मा सुनार,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,हेल्मेट,"""दामोदर बर्मा सुनार""|""दामोदर"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""दामोदर"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#दामोदर|""दामोदर बर्मा सुनार"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
मनोज हरिजन,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,डस्ट बिन,"""मनोज हरिजन""|""मनोज"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""मनोज"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#मनोज|""मनोज हरिजन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
राजेन्द्र प्रसाद यादव,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,जीप,"""राजेन्द्र प्रसाद यादव""|""राजेन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""राजेन्द्र"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#राजेन्द्र|""राजेन्द्र प्रसाद यादव"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
राम बहादुर केवट,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,चेसगोटी,"""राम बहादुर केवट""|""राम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""राम"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#राम|""राम बहादुर केवट"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
लाल बहादुर कुवर,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,मुढा,"""लाल बहादुर कुवर""|""लाल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""लाल"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#लाल|""लाल बहादुर कुवर"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
विष्णु प्रसाद पौडेल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,स्वतन्त्र,ग्याँस चुलो,"""विष्णु प्रसाद पौडेल""|""विष्णु"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""विष्णु"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#विष्णु|""विष्णु प्रसाद पौडेल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
