Name,District,ConstNo,Party,Keywords,FileSaveName,DistrictEng
हेप बहादुर थामी,दोलखा,1,श्रम संस्कृति पार्टी,"""हेप बहादुर थामी"" दोलखा 1",dolakha_1.csv,Dolakha
राज कुमार लामिछाने,दोलखा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""राज कुमार लामिछाने"" दोलखा 1",dolakha_1.csv,Dolakha
निमा दोर्जे लामा,दोलखा,1,उज्यालो नेपाल पार्टी,"""निमा दोर्जे लामा"" दोलखा 1",dolakha_1.csv,Dolakha
सुक्र तमाङ्ग,दोलखा,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""सुक्र तमाङ्ग"" दोलखा 1",dolakha_1.csv,Dolakha
कर्ण बहादुर फुयाल,दोलखा,1,स्वतन्त्र,"""कर्ण बहादुर फुयाल"" दोलखा 1",dolakha_1.csv,Dolakha
प्रकाश दहाल,दोलखा,1,स्वतन्त्र,"""प्रकाश दहाल"" दोलखा 1",dolakha_1.csv,Dolakha
पुर्ण बहादुर शिवाकोटी,दोलखा,1,स्वतन्त्र,"""पुर्ण बहादुर शिवाकोटी"" दोलखा 1",dolakha_1.csv,Dolakha
पुस्कर कुमार अधिकारी,दोलखा,1,स्वतन्त्र,"""पुस्कर कुमार अधिकारी"" दोलखा 1",dolakha_1.csv,Dolakha
भरत  कुमार  श्रेष्ठ,दोलखा,1,स्वतन्त्र,"""भरत  कुमार  श्रेष्ठ"" दोलखा 1",dolakha_1.csv,Dolakha
महेन्द्र खड्का,दोलखा,1,स्वतन्त्र,"""महेन्द्र खड्का"" दोलखा 1",dolakha_1.csv,Dolakha
माधव कोईराला खत्री,दोलखा,1,स्वतन्त्र,"""माधव कोईराला खत्री"" दोलखा 1",dolakha_1.csv,Dolakha
रमिला सार्की,दोलखा,1,स्वतन्त्र,"""रमिला सार्की"" दोलखा 1",dolakha_1.csv,Dolakha
रामकाजी लामा,दोलखा,1,स्वतन्त्र,"""रामकाजी लामा"" दोलखा 1",dolakha_1.csv,Dolakha
रिम बहादुर ओली,दोलखा,1,स्वतन्त्र,"""रिम बहादुर ओली"" दोलखा 1",dolakha_1.csv,Dolakha
लुक दोर्जे शेर्पा,दोलखा,1,स्वतन्त्र,"""लुक दोर्जे शेर्पा"" दोलखा 1",dolakha_1.csv,Dolakha
विनोद घिमिरे,दोलखा,1,स्वतन्त्र,"""विनोद घिमिरे"" दोलखा 1",dolakha_1.csv,Dolakha
सन्देश कोइराला,दोलखा,1,स्वतन्त्र,"""सन्देश कोइराला"" दोलखा 1",dolakha_1.csv,Dolakha
सर्मीला  फुयाल चौलागाई,दोलखा,1,स्वतन्त्र,"""सर्मीला  फुयाल चौलागाई"" दोलखा 1",dolakha_1.csv,Dolakha
सुदिप  खड्‍का ,दोलखा,1,स्वतन्त्र,"""सुदिप  खड्‍का"" दोलखा 1",dolakha_1.csv,Dolakha
सुमन थापा,दोलखा,1,स्वतन्त्र,"""सुमन थापा"" दोलखा 1",dolakha_1.csv,Dolakha
सुरेस उप्रेती,दोलखा,1,स्वतन्त्र,"""सुरेस उप्रेती"" दोलखा 1",dolakha_1.csv,Dolakha
संगीता श्रेष्‍ठ,दोलखा,1,स्वतन्त्र,"""संगीता श्रेष्‍ठ"" दोलखा 1",dolakha_1.csv,Dolakha
हरि बोल बस्नेत,दोलखा,1,स्वतन्त्र,"""हरि बोल बस्नेत"" दोलखा 1",dolakha_1.csv,Dolakha
माधव प्रसाद ढुंगेल,रामेछाप,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""माधव प्रसाद ढुंगेल"" रामेछाप 1",ramechhap_1.csv,Ramechhap
राम चन्द्र खडका,रामेछाप,1,नेपाली काँग्रेस,"""राम चन्द्र खडका"" रामेछाप 1",ramechhap_1.csv,Ramechhap
श्याम कुमार श्रेष्‍ठ,रामेछाप,1,नेपाली कम्युनिष्ट पार्टी,"""श्याम कुमार श्रेष्‍ठ"" रामेछाप 1",ramechhap_1.csv,Ramechhap
कृष्ण हरी बुढाथोकी,रामेछाप,1,राष्ट्रिय स्वतन्त्र पार्टी,"""कृष्ण हरी बुढाथोकी"" रामेछाप 1",ramechhap_1.csv,Ramechhap
गोरे तामाङ,रामेछाप,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""गोरे तामाङ"" रामेछाप 1",ramechhap_1.csv,Ramechhap
केशरी श्रेष्‍ठ,रामेछाप,1,नेपाल मजदुर किसान पार्टी,"""केशरी श्रेष्‍ठ"" रामेछाप 1",ramechhap_1.csv,Ramechhap
अर्जुन बहादुर थापा मगर,रामेछाप,1,राष्ट्रिय जनमोर्चा,"""अर्जुन बहादुर थापा मगर"" रामेछाप 1",ramechhap_1.csv,Ramechhap
बिरेन्द्र श्रेष्ठ,रामेछाप,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""बिरेन्द्र श्रेष्ठ"" रामेछाप 1",ramechhap_1.csv,Ramechhap
विनोद घिसिङ,रामेछाप,1,मंगोल नेशनल अर्गनाइजेसन,"""विनोद घिसिङ"" रामेछाप 1",ramechhap_1.csv,Ramechhap
यम बहादुर मोक्तान,रामेछाप,1,नेशनल रिपब्लिक नेपाल,"""यम बहादुर मोक्तान"" रामेछाप 1",ramechhap_1.csv,Ramechhap
ढाल बहादुर खपाङ्गी मगर,रामेछाप,1,श्रम संस्कृति पार्टी,"""ढाल बहादुर खपाङ्गी मगर"" रामेछाप 1",ramechhap_1.csv,Ramechhap
यमुन बहादुर बस्नेत,रामेछाप,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""यमुन बहादुर बस्नेत"" रामेछाप 1",ramechhap_1.csv,Ramechhap
दिप बहादुर योञ्जन,रामेछाप,1,उज्यालो नेपाल पार्टी,"""दिप बहादुर योञ्जन"" रामेछाप 1",ramechhap_1.csv,Ramechhap
पदम बहादुर तामाङ,रामेछाप,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""पदम बहादुर तामाङ"" रामेछाप 1",ramechhap_1.csv,Ramechhap
अरुण कार्की,रामेछाप,1,स्वतन्त्र,"""अरुण कार्की"" रामेछाप 1",ramechhap_1.csv,Ramechhap
बाबु काँजी खड्का,रामेछाप,1,स्वतन्त्र,"""बाबु काँजी खड्का"" रामेछाप 1",ramechhap_1.csv,Ramechhap
सन्तोष घिमिरे,रामेछाप,1,स्वतन्त्र,"""सन्तोष घिमिरे"" रामेछाप 1",ramechhap_1.csv,Ramechhap
प्रदिप कुमार कटुवाल क्षेत्री (के सी),सिन्धुली,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""प्रदिप कुमार कटुवाल क्षेत्री (के सी)"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
उज्ज्वल प्रसाद वराल,सिन्धुली,1,नेपाली काँग्रेस,"""उज्ज्वल प्रसाद वराल"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
डेकेन्द्र प्रसाद सुवेदी,सिन्धुली,1,नेपाली कम्युनिष्ट पार्टी,"""डेकेन्द्र प्रसाद सुवेदी"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
धनेन्द्र कार्की,सिन्धुली,1,राष्ट्रिय स्वतन्त्र पार्टी,"""धनेन्द्र कार्की"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
राम नारायण अधिकारी,सिन्धुली,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""राम नारायण अधिकारी"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
राजेन्द्र बखुन्छे,सिन्धुली,1,नेपाल मजदुर किसान पार्टी,"""राजेन्द्र बखुन्छे"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
सोम बहादुर घलान,सिन्धुली,1,मंगोल नेशनल अर्गनाइजेसन,"""सोम बहादुर घलान"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
सन्तोष कुमार सुनुवार,सिन्धुली,1,राष्ट्रिय परिवर्तन पार्टी,"""सन्तोष कुमार सुनुवार"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
निम बहादुर मोक्तान,सिन्धुली,1,श्रम संस्कृति पार्टी,"""निम बहादुर मोक्तान"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
सुशिल हमाल,सिन्धुली,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""सुशिल हमाल"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
मोति लाल तामाङ,सिन्धुली,1,उज्यालो नेपाल पार्टी,"""मोति लाल तामाङ"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
अमृत बहादुर विश्‍वकर्मा,सिन्धुली,1,स्वतन्त्र,"""अमृत बहादुर विश्‍वकर्मा"" सिन्धुली 1",sindhuli_1.csv,Sindhuli
मनोज जंग थापा,सिन्धुली,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""मनोज जंग थापा"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
सुशिला थिङ,सिन्धुली,2,नेपाली काँग्रेस,"""सुशिला थिङ"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
लेख नाथ दाहाल,सिन्धुली,2,नेपाली कम्युनिष्ट पार्टी,"""लेख नाथ दाहाल"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
आशिष गजुरेल,सिन्धुली,2,राष्ट्रिय स्वतन्त्र पार्टी,"""आशिष गजुरेल"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
मुकुन्द प्रसाद गजुरेल,सिन्धुली,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""मुकुन्द प्रसाद गजुरेल"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
रामेश्‍वरी कोजु,सिन्धुली,2,नेपाल मजदुर किसान पार्टी,"""रामेश्‍वरी कोजु"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
निर्मल कुमार स्याङतान,सिन्धुली,2,प्रगतिशील लोकतान्त्रिक पार्टी,"""निर्मल कुमार स्याङतान"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
शान्त वीर लामा,सिन्धुली,2,मंगोल नेशनल अर्गनाइजेसन,"""शान्त वीर लामा"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
इन्द्र बहादुर वि.क,सिन्धुली,2,श्रम संस्कृति पार्टी,"""इन्द्र बहादुर वि.क"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
राजन अछामी,सिन्धुली,2,मितेरी पार्टी नेपाल,"""राजन अछामी"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
बर्त्‍ये बहादुर राई,सिन्धुली,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""बर्त्‍ये बहादुर राई"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
खड्ग बहादुर वाईवा,सिन्धुली,2,स्वतन्त्र,"""खड्ग बहादुर वाईवा"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
नर हरी पौडेल,सिन्धुली,2,स्वतन्त्र,"""नर हरी पौडेल"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
महेश्‍वर दाहाल,सिन्धुली,2,स्वतन्त्र,"""महेश्‍वर दाहाल"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
माधव प्रसाद न्यौपाने,सिन्धुली,2,स्वतन्त्र,"""माधव प्रसाद न्यौपाने"" सिन्धुली 2",sindhuli_2.csv,Sindhuli
सरोज बि.क.,सिन्धुली,2,स्वतन्त्र,"""सरोज बि.क."" सिन्धुली 2",sindhuli_2.csv,Sindhuli
रामचन्द्र मण्डल,धनुषा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""रामचन्द्र मण्डल"" धनुषा 1",dhanusha_1.csv,Dhanusha
राम पलटन साह,धनुषा,1,नेपाली काँग्रेस,"""राम पलटन साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
मातृका प्रसाद यादव,धनुषा,1,नेपाली कम्युनिष्ट पार्टी,"""मातृका प्रसाद यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
किशोरी साह कमल,धनुषा,1,राष्ट्रिय स्वतन्त्र पार्टी,"""किशोरी साह कमल"" धनुषा 1",dhanusha_1.csv,Dhanusha
मनोज मल्ल ठकुरी,धनुषा,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""मनोज मल्ल ठकुरी"" धनुषा 1",dhanusha_1.csv,Dhanusha
दीपक कार्की,धनुषा,1,"जनता समाजवादी पार्टी, नेपाल","""दीपक कार्की"" धनुषा 1",dhanusha_1.csv,Dhanusha
ब्रहमदेव महतो,धनुषा,1,जनमत पार्टी,"""ब्रहमदेव महतो"" धनुषा 1",dhanusha_1.csv,Dhanusha
राम बहादुर लामा,धनुषा,1,मंगोल नेशनल अर्गनाइजेसन,"""राम बहादुर लामा"" धनुषा 1",dhanusha_1.csv,Dhanusha
बिहारी राय अमात,धनुषा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""बिहारी राय अमात"" धनुषा 1",dhanusha_1.csv,Dhanusha
महेश कुमार यादव,धनुषा,1,उज्यालो नेपाल पार्टी,"""महेश कुमार यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
बद्री नारायण ठाकुर सोनार,धनुषा,1,इतिहासिक जनता पार्टी,"""बद्री नारायण ठाकुर सोनार"" धनुषा 1",dhanusha_1.csv,Dhanusha
सतार मंसुर,धनुषा,1,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),"""सतार मंसुर"" धनुषा 1",dhanusha_1.csv,Dhanusha
इन्द्रजित साफी,धनुषा,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""इन्द्रजित साफी"" धनुषा 1",dhanusha_1.csv,Dhanusha
अजय भण्डारी,धनुषा,1,स्वतन्त्र,"""अजय भण्डारी"" धनुषा 1",dhanusha_1.csv,Dhanusha
औती कुमारी विश्वकर्मा,धनुषा,1,स्वतन्त्र,"""औती कुमारी विश्वकर्मा"" धनुषा 1",dhanusha_1.csv,Dhanusha
ककुलती कुमारी साह,धनुषा,1,स्वतन्त्र,"""ककुलती कुमारी साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
किरण कुमारी कापर,धनुषा,1,स्वतन्त्र,"""किरण कुमारी कापर"" धनुषा 1",dhanusha_1.csv,Dhanusha
किरण कुमारी पासमान,धनुषा,1,स्वतन्त्र,"""किरण कुमारी पासमान"" धनुषा 1",dhanusha_1.csv,Dhanusha
किरण कुमारी यादब,धनुषा,1,स्वतन्त्र,"""किरण कुमारी यादब"" धनुषा 1",dhanusha_1.csv,Dhanusha
चन्देश्‍वर दास तत्मा,धनुषा,1,स्वतन्त्र,"""चन्देश्‍वर दास तत्मा"" धनुषा 1",dhanusha_1.csv,Dhanusha
जगरनाथ मंडल,धनुषा,1,स्वतन्त्र,"""जगरनाथ मंडल"" धनुषा 1",dhanusha_1.csv,Dhanusha
जय कृष्ण साह,धनुषा,1,स्वतन्त्र,"""जय कृष्ण साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
जितन राय अमात,धनुषा,1,स्वतन्त्र,"""जितन राय अमात"" धनुषा 1",dhanusha_1.csv,Dhanusha
परशुराम साह,धनुषा,1,स्वतन्त्र,"""परशुराम साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
परिक्षण यादव,धनुषा,1,स्वतन्त्र,"""परिक्षण यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
पवन कुमार यादव,धनुषा,1,स्वतन्त्र,"""पवन कुमार यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
बाल कृष्ण यादव,धनुषा,1,स्वतन्त्र,"""बाल कृष्ण यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
मनमोहन प्रसाद यादव,धनुषा,1,स्वतन्त्र,"""मनमोहन प्रसाद यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
रमेश्‍वर साहु सुडी,धनुषा,1,स्वतन्त्र,"""रमेश्‍वर साहु सुडी"" धनुषा 1",dhanusha_1.csv,Dhanusha
राज नारायण साह,धनुषा,1,स्वतन्त्र,"""राज नारायण साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
राजेश कुमार सहनी,धनुषा,1,स्वतन्त्र,"""राजेश कुमार सहनी"" धनुषा 1",dhanusha_1.csv,Dhanusha
राम दुलारी महतो,धनुषा,1,स्वतन्त्र,"""राम दुलारी महतो"" धनुषा 1",dhanusha_1.csv,Dhanusha
रामपृत दास तत्मा,धनुषा,1,स्वतन्त्र,"""रामपृत दास तत्मा"" धनुषा 1",dhanusha_1.csv,Dhanusha
रोशन कुमार साह,धनुषा,1,स्वतन्त्र,"""रोशन कुमार साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
लालेश्वर यादव,धनुषा,1,स्वतन्त्र,"""लालेश्वर यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
विजय कुमार यादब,धनुषा,1,स्वतन्त्र,"""विजय कुमार यादब"" धनुषा 1",dhanusha_1.csv,Dhanusha
शारदा देवी घिसिङग्,धनुषा,1,स्वतन्त्र,"""शारदा देवी घिसिङग्"" धनुषा 1",dhanusha_1.csv,Dhanusha
स‌ंजित कुमार साह,धनुषा,1,स्वतन्त्र,"""स‌ंजित कुमार साह"" धनुषा 1",dhanusha_1.csv,Dhanusha
सुदिप कुमार यादव,धनुषा,1,स्वतन्त्र,"""सुदिप कुमार यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
सुदिश मंडल,धनुषा,1,स्वतन्त्र,"""सुदिश मंडल"" धनुषा 1",dhanusha_1.csv,Dhanusha
सुमन विश्‍वकर्मा,धनुषा,1,स्वतन्त्र,"""सुमन विश्‍वकर्मा"" धनुषा 1",dhanusha_1.csv,Dhanusha
सोचिन्दर यादव,धनुषा,1,स्वतन्त्र,"""सोचिन्दर यादव"" धनुषा 1",dhanusha_1.csv,Dhanusha
उमाशंकर अरगरिया,धनुषा,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""उमाशंकर अरगरिया"" धनुषा 2",dhanusha_2.csv,Dhanusha
दिनेश प्रसाद  यादव परसैला,धनुषा,2,नेपाली काँग्रेस,"""दिनेश प्रसाद  यादव परसैला"" धनुषा 2",dhanusha_2.csv,Dhanusha
राम चन्द्र झा,धनुषा,2,नेपाली कम्युनिष्ट पार्टी,"""राम चन्द्र झा"" धनुषा 2",dhanusha_2.csv,Dhanusha
राम विनोद यादव,धनुषा,2,राष्ट्रिय स्वतन्त्र पार्टी,"""राम विनोद यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
महेश्वर मंडल,धनुषा,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""महेश्वर मंडल"" धनुषा 2",dhanusha_2.csv,Dhanusha
पशुपति यादव,धनुषा,2,"जनता समाजवादी पार्टी, नेपाल","""पशुपति यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
सुरेन्द्र प्रसाद यादव,धनुषा,2,जनमत पार्टी,"""सुरेन्द्र प्रसाद यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
उमेश कुमार मण्डल,धनुषा,2,नेपालका लागि नेपाली पार्टी,"""उमेश कुमार मण्डल"" धनुषा 2",dhanusha_2.csv,Dhanusha
श्‍याम सुन्दर पजियार,धनुषा,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""श्‍याम सुन्दर पजियार"" धनुषा 2",dhanusha_2.csv,Dhanusha
विनोद कुमार ठाकुर,धनुषा,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""विनोद कुमार ठाकुर"" धनुषा 2",dhanusha_2.csv,Dhanusha
अजय कुमार दास,धनुषा,2,स्वतन्त्र,"""अजय कुमार दास"" धनुषा 2",dhanusha_2.csv,Dhanusha
अजय कुमार मरिक,धनुषा,2,स्वतन्त्र,"""अजय कुमार मरिक"" धनुषा 2",dhanusha_2.csv,Dhanusha
अनिल कुमार यादव,धनुषा,2,स्वतन्त्र,"""अनिल कुमार यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
उमेश दास,धनुषा,2,स्वतन्त्र,"""उमेश दास"" धनुषा 2",dhanusha_2.csv,Dhanusha
जय नाथ अधिकारी,धनुषा,2,स्वतन्त्र,"""जय नाथ अधिकारी"" धनुषा 2",dhanusha_2.csv,Dhanusha
ठकना पासमान,धनुषा,2,स्वतन्त्र,"""ठकना पासमान"" धनुषा 2",dhanusha_2.csv,Dhanusha
डोमी महरा चमार,धनुषा,2,स्वतन्त्र,"""डोमी महरा चमार"" धनुषा 2",dhanusha_2.csv,Dhanusha
भोला पासवान,धनुषा,2,स्वतन्त्र,"""भोला पासवान"" धनुषा 2",dhanusha_2.csv,Dhanusha
भोला यादव,धनुषा,2,स्वतन्त्र,"""भोला यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
मुकेश कुमार यादव,धनुषा,2,स्वतन्त्र,"""मुकेश कुमार यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
राम किशोर पासमान,धनुषा,2,स्वतन्त्र,"""राम किशोर पासमान"" धनुषा 2",dhanusha_2.csv,Dhanusha
राम प्रकाश यादव,धनुषा,2,स्वतन्त्र,"""राम प्रकाश यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
राम सुभेष मण्डल खत्वे,धनुषा,2,स्वतन्त्र,"""राम सुभेष मण्डल खत्वे"" धनुषा 2",dhanusha_2.csv,Dhanusha
रामसागर यादब,धनुषा,2,स्वतन्त्र,"""रामसागर यादब"" धनुषा 2",dhanusha_2.csv,Dhanusha
रिंकु देवी मण्डल,धनुषा,2,स्वतन्त्र,"""रिंकु देवी मण्डल"" धनुषा 2",dhanusha_2.csv,Dhanusha
लक्ष्‍मी मुखिया,धनुषा,2,स्वतन्त्र,"""लक्ष्‍मी मुखिया"" धनुषा 2",dhanusha_2.csv,Dhanusha
लाल बाबु मण्डल,धनुषा,2,स्वतन्त्र,"""लाल बाबु मण्डल"" धनुषा 2",dhanusha_2.csv,Dhanusha
शिव कुमार गोहिवार यादब,धनुषा,2,स्वतन्त्र,"""शिव कुमार गोहिवार यादब"" धनुषा 2",dhanusha_2.csv,Dhanusha
सन्तोष कुमार यादव मरिक,धनुषा,2,स्वतन्त्र,"""सन्तोष कुमार यादव मरिक"" धनुषा 2",dhanusha_2.csv,Dhanusha
सरोज कुमार महरा,धनुषा,2,स्वतन्त्र,"""सरोज कुमार महरा"" धनुषा 2",dhanusha_2.csv,Dhanusha
सागर यादव,धनुषा,2,स्वतन्त्र,"""सागर यादव"" धनुषा 2",dhanusha_2.csv,Dhanusha
साधु शरण मोरवैता,धनुषा,2,स्वतन्त्र,"""साधु शरण मोरवैता"" धनुषा 2",dhanusha_2.csv,Dhanusha
सुजित कुमार दास,धनुषा,2,स्वतन्त्र,"""सुजित कुमार दास"" धनुषा 2",dhanusha_2.csv,Dhanusha
ज्ञान कुमार यादब,धनुषा,2,स्वतन्त्र,"""ज्ञान कुमार यादब"" धनुषा 2",dhanusha_2.csv,Dhanusha
जुली कुमारी महतो (महासेठ),धनुषा,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""जुली कुमारी महतो (महासेठ)"" धनुषा 3",dhanusha_3.csv,Dhanusha
विमलेन्द्र निधि,धनुषा,3,नेपाली काँग्रेस,"""विमलेन्द्र निधि"" धनुषा 3",dhanusha_3.csv,Dhanusha
रामललित मंडल,धनुषा,3,नेपाली कम्युनिष्ट पार्टी,"""रामललित मंडल"" धनुषा 3",dhanusha_3.csv,Dhanusha
मनिष झा,धनुषा,3,राष्ट्रिय स्वतन्त्र पार्टी,"""मनिष झा"" धनुषा 3",dhanusha_3.csv,Dhanusha
हुसैन कवारी,धनुषा,3,राष्ट्रिय प्रजातन्त्र पार्टी,"""हुसैन कवारी"" धनुषा 3",dhanusha_3.csv,Dhanusha
परमेश्‍वर साह सुडी,धनुषा,3,"जनता समाजवादी पार्टी, नेपाल","""परमेश्‍वर साह सुडी"" धनुषा 3",dhanusha_3.csv,Dhanusha
गोपाल प्रसाद साह,धनुषा,3,जनमत पार्टी,"""गोपाल प्रसाद साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
गंगा लक्ष्मी वैद्य,धनुषा,3,नेपाल मजदुर किसान पार्टी,"""गंगा लक्ष्मी वैद्य"" धनुषा 3",dhanusha_3.csv,Dhanusha
अमरेन्द्र कुमार झा,धनुषा,3,नेपाल जनता पार्टी,"""अमरेन्द्र कुमार झा"" धनुषा 3",dhanusha_3.csv,Dhanusha
चन्दन कुमार झा,धनुषा,3,नेपालका लागि नेपाली पार्टी,"""चन्दन कुमार झा"" धनुषा 3",dhanusha_3.csv,Dhanusha
सदाम हुसैन,धनुषा,3,श्रम संस्कृति पार्टी,"""सदाम हुसैन"" धनुषा 3",dhanusha_3.csv,Dhanusha
रमेन्द्र कुमार कर्ण,धनुषा,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""रमेन्द्र कुमार कर्ण"" धनुषा 3",dhanusha_3.csv,Dhanusha
प्रमोद कुमार साह,धनुषा,3,उज्यालो नेपाल पार्टी,"""प्रमोद कुमार साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
राजीव कुमार झा,धनुषा,3,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""राजीव कुमार झा"" धनुषा 3",dhanusha_3.csv,Dhanusha
सवनम खातुन साफी,धनुषा,3,राष्ट्र निर्माण दल नेपाल,"""सवनम खातुन साफी"" धनुषा 3",dhanusha_3.csv,Dhanusha
प्रदिप विक्रम साह,धनुषा,3,आम जनता पार्टी(एकल चुनाव चिन्ह),"""प्रदिप विक्रम साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
अजय कुमार यादव,धनुषा,3,स्वतन्त्र,"""अजय कुमार यादव"" धनुषा 3",dhanusha_3.csv,Dhanusha
अमित कुमार पाठक,धनुषा,3,स्वतन्त्र,"""अमित कुमार पाठक"" धनुषा 3",dhanusha_3.csv,Dhanusha
अरबिन्द कुमार पासवान,धनुषा,3,स्वतन्त्र,"""अरबिन्द कुमार पासवान"" धनुषा 3",dhanusha_3.csv,Dhanusha
आनन्द दास तत्मा,धनुषा,3,स्वतन्त्र,"""आनन्द दास तत्मा"" धनुषा 3",dhanusha_3.csv,Dhanusha
कृष्ण कुमार साह,धनुषा,3,स्वतन्त्र,"""कृष्ण कुमार साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
कृष्ण कुमार सुल्तानिया,धनुषा,3,स्वतन्त्र,"""कृष्ण कुमार सुल्तानिया"" धनुषा 3",dhanusha_3.csv,Dhanusha
केवल ठाकुर,धनुषा,3,स्वतन्त्र,"""केवल ठाकुर"" धनुषा 3",dhanusha_3.csv,Dhanusha
दिवाकर कुमार साह,धनुषा,3,स्वतन्त्र,"""दिवाकर कुमार साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
नबोनाथ ठाकुर,धनुषा,3,स्वतन्त्र,"""नबोनाथ ठाकुर"" धनुषा 3",dhanusha_3.csv,Dhanusha
नवीन कुमार रंजन,धनुषा,3,स्वतन्त्र,"""नवीन कुमार रंजन"" धनुषा 3",dhanusha_3.csv,Dhanusha
बिक्रम साह ,धनुषा,3,स्वतन्त्र,"""बिक्रम साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
भरत कुमार साह,धनुषा,3,स्वतन्त्र,"""भरत कुमार साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
मनोज कुमार साह,धनुषा,3,स्वतन्त्र,"""मनोज कुमार साह"" धनुषा 3",dhanusha_3.csv,Dhanusha
मात्रिका प्रसाद दास,धनुषा,3,स्वतन्त्र,"""मात्रिका प्रसाद दास"" धनुषा 3",dhanusha_3.csv,Dhanusha
