Name,District,ConstNo,Party,Keywords,FileSaveName,DistrictEng
बिष्णु राज खड्का,ललितपुर,3,प्रगतिशील लोकतान्त्रिक पार्टी,"""बिष्णु राज खड्का"" ललितपुर 3",lalitpur_3.csv,Lalitpur
दिल कुमार महर्जन,ललितपुर,3,मंगोल नेशनल अर्गनाइजेसन,"""दिल कुमार महर्जन"" ललितपुर 3",lalitpur_3.csv,Lalitpur
श्याम बहादुर राई,ललितपुर,3,संयुक्त नागरिक पार्टी,"""श्याम बहादुर राई"" ललितपुर 3",lalitpur_3.csv,Lalitpur
यज्ञ प्रसाद पन्त,ललितपुर,3,नेपाल कम्युनिष्ट पार्टी (संयुक्त),"""यज्ञ प्रसाद पन्त"" ललितपुर 3",lalitpur_3.csv,Lalitpur
ऋतुवर्तन राई,ललितपुर,3,श्रम संस्कृति पार्टी,"""ऋतुवर्तन राई"" ललितपुर 3",lalitpur_3.csv,Lalitpur
खगेन्द्र महर्जन,ललितपुर,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""खगेन्द्र महर्जन"" ललितपुर 3",lalitpur_3.csv,Lalitpur
विजय पन्त,ललितपुर,3,उज्यालो नेपाल पार्टी,"""विजय पन्त"" ललितपुर 3",lalitpur_3.csv,Lalitpur
अन्जु कारन्जीत (थापा),ललितपुर,3,स्वतन्त्र,"""अन्जु कारन्जीत (थापा)"" ललितपुर 3",lalitpur_3.csv,Lalitpur
अशोज कुमार महर्जन,ललितपुर,3,स्वतन्त्र,"""अशोज कुमार महर्जन"" ललितपुर 3",lalitpur_3.csv,Lalitpur
बिमर्श मिश्र,ललितपुर,3,स्वतन्त्र,"""बिमर्श मिश्र"" ललितपुर 3",lalitpur_3.csv,Lalitpur
राधे श्याम खड्का,ललितपुर,3,स्वतन्त्र,"""राधे श्याम खड्का"" ललितपुर 3",lalitpur_3.csv,Lalitpur
रुपेस शाह,ललितपुर,3,स्वतन्त्र,"""रुपेस शाह"" ललितपुर 3",lalitpur_3.csv,Lalitpur
अमि तामाङ,काभ्रेपलाञ्चोक,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""अमि तामाङ"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
गुणराज मुक्तान,काभ्रेपलाञ्चोक,1,नेपाली काँग्रेस,"""गुणराज मुक्तान"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
दिन नाथ गौतम,काभ्रेपलाञ्चोक,1,नेपाली कम्युनिष्ट पार्टी,"""दिन नाथ गौतम"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
मधु कुमार चौलागाई,काभ्रेपलाञ्चोक,1,राष्ट्रिय स्वतन्त्र पार्टी,"""मधु कुमार चौलागाई"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
नवराज सत्याल,काभ्रेपलाञ्चोक,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""नवराज सत्याल"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
मान बहादुर तामाड,काभ्रेपलाञ्चोक,1,"जनता समाजवादी पार्टी, नेपाल","""मान बहादुर तामाड"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
राजु  तामाङ ,काभ्रेपलाञ्चोक,1,नेपाल मजदुर किसान पार्टी,"""राजु  तामाङ"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
ज्ञानेन्द्र कुमार श्रेष्ठ,काभ्रेपलाञ्चोक,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""ज्ञानेन्द्र कुमार श्रेष्ठ"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
कमल बहादुर  लामा (तामाङ) ,काभ्रेपलाञ्चोक,1,मंगोल नेशनल अर्गनाइजेसन,"""कमल बहादुर  लामा (तामाङ)"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
रत्‍न लामा,काभ्रेपलाञ्चोक,1,संयुक्त नागरिक पार्टी,"""रत्‍न लामा"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
भरत तामाङ,काभ्रेपलाञ्चोक,1,नेशनल रिपब्लिक नेपाल,"""भरत तामाङ"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
धिराज लामा,काभ्रेपलाञ्चोक,1,श्रम संस्कृति पार्टी,"""धिराज लामा"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
कान्छा तामाङ,काभ्रेपलाञ्चोक,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""कान्छा तामाङ"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
योगेन्द्र  लामा ,काभ्रेपलाञ्चोक,1,उज्यालो नेपाल पार्टी,"""योगेन्द्र  लामा"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
बिनोद लामा,काभ्रेपलाञ्चोक,1,समावेशी समाजवादी पार्टी,"""बिनोद लामा"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
जीवन लामा,काभ्रेपलाञ्चोक,1,स्वतन्त्र,"""जीवन लामा"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
युवराज चौलागाई,काभ्रेपलाञ्चोक,1,स्वतन्त्र,"""युवराज चौलागाई"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
राजेश कुमार श्रेष्ठ,काभ्रेपलाञ्चोक,1,स्वतन्त्र,"""राजेश कुमार श्रेष्ठ"" काभ्रेपलाञ्चोक 1",kavrepalanchok_1.csv,Kavrepalanchok
अशोक कुमार ब्याञ्जु श्रेष्ठ,काभ्रेपलाञ्चोक,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""अशोक कुमार ब्याञ्जु श्रेष्ठ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
मधु प्रसाद आचार्य,काभ्रेपलाञ्चोक,2,नेपाली काँग्रेस,"""मधु प्रसाद आचार्य"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
बसुन्धरा हुमागाई,काभ्रेपलाञ्चोक,2,नेपाली कम्युनिष्ट पार्टी,"""बसुन्धरा हुमागाई"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
बदन कुमार भण्डारी,काभ्रेपलाञ्चोक,2,राष्ट्रिय स्वतन्त्र पार्टी,"""बदन कुमार भण्डारी"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
रन्जीव श्रेष्ठ,काभ्रेपलाञ्चोक,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""रन्जीव श्रेष्ठ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
रकम लामा (तामाङ),काभ्रेपलाञ्चोक,2,"जनता समाजवादी पार्टी, नेपाल","""रकम लामा (तामाङ)"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
मुना तामाङ,काभ्रेपलाञ्चोक,2,नेपाल मजदुर किसान पार्टी,"""मुना तामाङ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
सूवर्ण विक्रम थापा,काभ्रेपलाञ्चोक,2,राष्ट्रिय जनमोर्चा,"""सूवर्ण विक्रम थापा"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
रमेश बहादुर घर्ति क्षेत्री,काभ्रेपलाञ्चोक,2,प्रगतिशील लोकतान्त्रिक पार्टी,"""रमेश बहादुर घर्ति क्षेत्री"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
उमेश तामाङ,काभ्रेपलाञ्चोक,2,मंगोल नेशनल अर्गनाइजेसन,"""उमेश तामाङ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
राजन थापा,काभ्रेपलाञ्चोक,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),"""राजन थापा"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
सुकमान  तामाड,काभ्रेपलाञ्चोक,2,नेशनल रिपब्लिक नेपाल,"""सुकमान  तामाड"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
टंक बहादुर लामा,काभ्रेपलाञ्चोक,2,श्रम संस्कृति पार्टी,"""टंक बहादुर लामा"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
हरी बहादुर थापा,काभ्रेपलाञ्चोक,2,मितेरी पार्टी नेपाल,"""हरी बहादुर थापा"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
कान्छा राम घिसिङ,काभ्रेपलाञ्चोक,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""कान्छा राम घिसिङ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
ज्योत्सना सैजु,काभ्रेपलाञ्चोक,2,उज्यालो नेपाल पार्टी,"""ज्योत्सना सैजु"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
आसा तामाङ,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""आसा तामाङ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
उमेस थापा,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""उमेस थापा"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
केशवराज तिमल्सिना,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""केशवराज तिमल्सिना"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
गणेश प्रसाद अधिकारी,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""गणेश प्रसाद अधिकारी"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
डिल्लीप्रसाद न्यौपाने,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""डिल्लीप्रसाद न्यौपाने"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
लेनिन  विष्‍ट ,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""लेनिन  विष्‍ट"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
विष्णु कुमार श्रेष्‍ठ,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""विष्णु कुमार श्रेष्‍ठ"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
सीता राम मैनाली,काभ्रेपलाञ्चोक,2,स्वतन्त्र,"""सीता राम मैनाली"" काभ्रेपलाञ्चोक 2",kavrepalanchok_2.csv,Kavrepalanchok
सरेश नेपाल,सिन्धुपाल्चोक,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""सरेश नेपाल"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
जंग बहादुर लामा,सिन्धुपाल्चोक,1,नेपाली काँग्रेस,"""जंग बहादुर लामा"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
माधव सापकोटा,सिन्धुपाल्चोक,1,नेपाली कम्युनिष्ट पार्टी,"""माधव सापकोटा"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
भरत प्रसाद पराजुली,सिन्धुपाल्चोक,1,राष्ट्रिय स्वतन्त्र पार्टी,"""भरत प्रसाद पराजुली"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
राम मणी न्यौपाने,सिन्धुपाल्चोक,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""राम मणी न्यौपाने"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
पासाङ शेर्पा,सिन्धुपाल्चोक,1,"जनता समाजवादी पार्टी, नेपाल","""पासाङ शेर्पा"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
गिता देवी कर्माचार्य,सिन्धुपाल्चोक,1,नेपाल मजदुर किसान पार्टी,"""गिता देवी कर्माचार्य"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
दावा ग्याम्छो लामा,सिन्धुपाल्चोक,1,राष्ट्रिय जनमोर्चा,"""दावा ग्याम्छो लामा"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
दावा लामा,सिन्धुपाल्चोक,1,मंगोल नेशनल अर्गनाइजेसन,"""दावा लामा"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
फुर्वा तामाङ,सिन्धुपाल्चोक,1,श्रम संस्कृति पार्टी,"""फुर्वा तामाङ"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
राजन सुन्चुरी,सिन्धुपाल्चोक,1,मितेरी पार्टी नेपाल,"""राजन सुन्चुरी"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
समिर श्रेष्ठ,सिन्धुपाल्चोक,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""समिर श्रेष्ठ"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
प्रताप लामा,सिन्धुपाल्चोक,1,उज्यालो नेपाल पार्टी,"""प्रताप लामा"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
पासाङ्ग तामाङ्ग,सिन्धुपाल्चोक,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""पासाङ्ग तामाङ्ग"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
असोक बहादुर श्रेष्‍ठ,सिन्धुपाल्चोक,1,नागरिक सर्वोच्चता पार्टी नेपाल(एकल चुनाव चिन्ह),"""असोक बहादुर श्रेष्‍ठ"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
पदम बहादुर तामाङ,सिन्धुपाल्चोक,1,स्वतन्त्र,"""पदम बहादुर तामाङ"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
सन्त कुमार तामाङ,सिन्धुपाल्चोक,1,स्वतन्त्र,"""सन्त कुमार तामाङ"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
सानु तामाङ,सिन्धुपाल्चोक,1,स्वतन्त्र,"""सानु तामाङ"" सिन्धुपाल्चोक 1",sindhupalchok_1.csv,Sindhupalchok
शेर बहादुर तामाङग,सिन्धुपाल्चोक,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""शेर बहादुर तामाङग"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
वंशलाल तामाङ,सिन्धुपाल्चोक,2,नेपाली काँग्रेस,"""वंशलाल तामाङ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
युवराज दुलाल,सिन्धुपाल्चोक,2,नेपाली कम्युनिष्ट पार्टी,"""युवराज दुलाल"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
झलक कुमार श्रेष्‍ठ,सिन्धुपाल्चोक,2,राष्ट्रिय स्वतन्त्र पार्टी,"""झलक कुमार श्रेष्‍ठ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
गोपी कृष्ण चौलागाई,सिन्धुपाल्चोक,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""गोपी कृष्ण चौलागाई"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
म्हेन्दो तामाङ,सिन्धुपाल्चोक,2,नेपाल मजदुर किसान पार्टी,"""म्हेन्दो तामाङ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
कर्णविर स्यांवु लामा,सिन्धुपाल्चोक,2,मंगोल नेशनल अर्गनाइजेसन,"""कर्णविर स्यांवु लामा"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
दावा छिरिङ शेर्पा,सिन्धुपाल्चोक,2,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""दावा छिरिङ शेर्पा"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
भानु श्रेष्ठ,सिन्धुपाल्चोक,2,श्रम संस्कृति पार्टी,"""भानु श्रेष्ठ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
महेश कुँवर,सिन्धुपाल्चोक,2,मितेरी पार्टी नेपाल,"""महेश कुँवर"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
सोमान लामा,सिन्धुपाल्चोक,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""सोमान लामा"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
राम सिं तामाङ,सिन्धुपाल्चोक,2,उज्यालो नेपाल पार्टी,"""राम सिं तामाङ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
मिङमर तामाङ,सिन्धुपाल्चोक,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""मिङमर तामाङ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
गणेश बहादुर श्रेष्ठ,सिन्धुपाल्चोक,2,आम जनता पार्टी(एकल चुनाव चिन्ह),"""गणेश बहादुर श्रेष्ठ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
सेर वहादुर तामाङ,सिन्धुपाल्चोक,2,नागरिक सर्वोच्चता पार्टी नेपाल(एकल चुनाव चिन्ह),"""सेर वहादुर तामाङ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
दिपक ढकाल,सिन्धुपाल्चोक,2,स्वतन्त्र,"""दिपक ढकाल"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
विजु श्रेष्ठ,सिन्धुपाल्चोक,2,स्वतन्त्र,"""विजु श्रेष्ठ"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
सुन्‍दर अधिकारी,सिन्धुपाल्चोक,2,स्वतन्त्र,"""सुन्‍दर अधिकारी"" सिन्धुपाल्चोक 2",sindhupalchok_2.csv,Sindhupalchok
रामेश्‍वर राना मगर,मकवानपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""रामेश्‍वर राना मगर"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
महालक्ष्मी उपाध्याय(डिना),मकवानपुर,1,नेपाली काँग्रेस,"""महालक्ष्मी उपाध्याय(डिना)"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
बिजय गौतम,मकवानपुर,1,नेपाली कम्युनिष्ट पार्टी,"""बिजय गौतम"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
प्रकाश गौतम,मकवानपुर,1,राष्ट्रिय स्वतन्त्र पार्टी,"""प्रकाश गौतम"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
दिपक बहादुर सिंह,मकवानपुर,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""दिपक बहादुर सिंह"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
रुपक लामा,मकवानपुर,1,"जनता समाजवादी पार्टी, नेपाल","""रुपक लामा"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
रंजना सुवाल मगजु,मकवानपुर,1,नेपाल मजदुर किसान पार्टी,"""रंजना सुवाल मगजु"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
तेज प्रसाद उप्रेती,मकवानपुर,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""तेज प्रसाद उप्रेती"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
युवराज लामा,मकवानपुर,1,मंगोल नेशनल अर्गनाइजेसन,"""युवराज लामा"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
विद्या श्रेष्‍ठ (महर्जन),मकवानपुर,1,श्रम संस्कृति पार्टी,"""विद्या श्रेष्‍ठ (महर्जन)"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
महेश नेपाली,मकवानपुर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""महेश नेपाली"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
सुरेन्द्र लामा,मकवानपुर,1,उज्यालो नेपाल पार्टी,"""सुरेन्द्र लामा"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
दिपक सिन्तान,मकवानपुर,1,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""दिपक सिन्तान"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
अमर दंगाल,मकवानपुर,1,स्वतन्त्र,"""अमर दंगाल"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
अमिक परियार,मकवानपुर,1,स्वतन्त्र,"""अमिक परियार"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
टिका प्रसाद चौलागाई,मकवानपुर,1,स्वतन्त्र,"""टिका प्रसाद चौलागाई"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
प्रमिला कुमारी खतिवडा,मकवानपुर,1,स्वतन्त्र,"""प्रमिला कुमारी खतिवडा"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
मठु पुलामी मगर,मकवानपुर,1,स्वतन्त्र,"""मठु पुलामी मगर"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
राकेश कुमार शर्मा,मकवानपुर,1,स्वतन्त्र,"""राकेश कुमार शर्मा"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
राज कुमार खड्का,मकवानपुर,1,स्वतन्त्र,"""राज कुमार खड्का"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
राजाराम बोगटी,मकवानपुर,1,स्वतन्त्र,"""राजाराम बोगटी"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
सुशिला सुवेदी,मकवानपुर,1,स्वतन्त्र,"""सुशिला सुवेदी"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
ज्ञान सागर लामा,मकवानपुर,1,स्वतन्त्र,"""ज्ञान सागर लामा"" मकवानपुर 1",makwanpur_1.csv,Makwanpur
महेश कुमार वर्तौला,मकवानपुर,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""महेश कुमार वर्तौला"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
वुद्ध लामा,मकवानपुर,2,नेपाली काँग्रेस,"""वुद्ध लामा"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
लव शेर विष्ट,मकवानपुर,2,नेपाली कम्युनिष्ट पार्टी,"""लव शेर विष्ट"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
प्रशान्त उप्रेती,मकवानपुर,2,राष्ट्रिय स्वतन्त्र पार्टी,"""प्रशान्त उप्रेती"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
राम बहादुर थोकर,मकवानपुर,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""राम बहादुर थोकर"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
सरोज तामाङ,मकवानपुर,2,नेपाल मजदुर किसान पार्टी,"""सरोज तामाङ"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
निर बहादुर सिन्‍तान,मकवानपुर,2,राष्ट्रिय जनमोर्चा,"""निर बहादुर सिन्‍तान"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
सन्तोष विष्ट,मकवानपुर,2,प्रगतिशील लोकतान्त्रिक पार्टी,"""सन्तोष विष्ट"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
हिरा लाल स्याङतान,मकवानपुर,2,मंगोल नेशनल अर्गनाइजेसन,"""हिरा लाल स्याङतान"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
शुभ  राज प्रजा,मकवानपुर,2,संयुक्त नागरिक पार्टी,"""शुभ  राज प्रजा"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
सुर्य तामाङ बल,मकवानपुर,2,नेशनल रिपब्लिक नेपाल,"""सुर्य तामाङ बल"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
युनेश लामा सिंतान,मकवानपुर,2,श्रम संस्कृति पार्टी,"""युनेश लामा सिंतान"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
राम घलान,मकवानपुर,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""राम घलान"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
प्रविन कुमार स्याङतान,मकवानपुर,2,उज्यालो नेपाल पार्टी,"""प्रविन कुमार स्याङतान"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
छविलाल वाईवा,मकवानपुर,2,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""छविलाल वाईवा"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
सूर्य राई,मकवानपुर,2,आम जनता पार्टी(एकल चुनाव चिन्ह),"""सूर्य राई"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
अमृत बल,मकवानपुर,2,स्वतन्त्र,"""अमृत बल"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
कृष्‍ण राम श्रेष्‍ठ,मकवानपुर,2,स्वतन्त्र,"""कृष्‍ण राम श्रेष्‍ठ"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
प्रतिक्षा बानिया,मकवानपुर,2,स्वतन्त्र,"""प्रतिक्षा बानिया"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
रमेश आचार्य,मकवानपुर,2,स्वतन्त्र,"""रमेश आचार्य"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
सितामाया बल,मकवानपुर,2,स्वतन्त्र,"""सितामाया बल"" मकवानपुर 2",makwanpur_2.csv,Makwanpur
अजय कुमार गुप्‍ता,रौतहट,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""अजय कुमार गुप्‍ता"" रौतहट 1",rautahat_1.csv,Rautahat
अनिल कुमार झा,रौतहट,1,नेपाली काँग्रेस,"""अनिल कुमार झा"" रौतहट 1",rautahat_1.csv,Rautahat
माधव कुमार नेपाल,रौतहट,1,नेपाली कम्युनिष्ट पार्टी,"""Madhav Nepal"" Rautahat 1|""माधव कुमार नेपाल"" रौतहट 1|""Madhav Nepal""",rautahat_1.csv,Rautahat
राजेश कुमार चौधरी,रौतहट,1,राष्ट्रिय स्वतन्त्र पार्टी,"""राजेश कुमार चौधरी"" रौतहट 1",rautahat_1.csv,Rautahat
श्री मदन शाह,रौतहट,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""श्री मदन शाह"" रौतहट 1",rautahat_1.csv,Rautahat
योगेन्द्र राय यादव,रौतहट,1,"जनता समाजवादी पार्टी, नेपाल","""योगेन्द्र राय यादव"" रौतहट 1",rautahat_1.csv,Rautahat
देवेन्द्र मिश्र,रौतहट,1,जनमत पार्टी,"""देवेन्द्र मिश्र"" रौतहट 1",rautahat_1.csv,Rautahat
बैद्यनाथ प्रसाद चौधरी,रौतहट,1,नेपाल मजदुर किसान पार्टी,"""बैद्यनाथ प्रसाद चौधरी"" रौतहट 1",rautahat_1.csv,Rautahat
राजाराम मुखिया,रौतहट,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""राजाराम मुखिया"" रौतहट 1",rautahat_1.csv,Rautahat
र‌ंजित  कुमार  पटेल,रौतहट,1,जय मातृभूमि पार्टी,"""र‌ंजित  कुमार  पटेल"" रौतहट 1",rautahat_1.csv,Rautahat
